cluster_id,cluster_size,zip_count,pmf_share
NY-134,1,153,0.19876420511126472
GA-303,1,104,0.14158543173676538
UT-841,1,36,0.02604723594761487
TX-799,1,6,0.0062735305269803945
GA-303|NY-134,2,209,0.22335265977369329
TX-799|UT-841,2,128,0.24731921588822922
GA-303|TX-799,2,47,0.03790852839741352
GA-303|TX-799|UT-841,3,30,0.04290333979784237
GA-303|NY-134|TX-799,3,12,0.006035164316979764
GA-303|NY-134|UT-841,3,1,0.000386525340528825
GA-303|NY-134|TX-799|UT-841,4,126,0.06942416316268775
