zip3,pmf,market,market_type,lat,lon,pmf_norm,preferred_fc_zip3,preferred_fc_distance,preferred_fc,preferred_bucket,candidate_fc_zip3_set,candidate_fc_name_set,candidate_count,cluster_id
470,0.000386525,Primary,IN,39.17011121,-85.07709828,0.000386525340528825,303,371,GA-303,301-600,303,GA-303,1,GA-303
471,0.000594808,Primary,IN,38.38712204,-85.93780806,0.0005948085240263097,303,327,GA-303,301-600,303,GA-303,1,GA-303
472,0.000475646,Primary,IN,39.08093621,-85.77911494,0.0004756464190444952,303,371,GA-303,301-600,303,GA-303,1,GA-303
473,0.000653889,Primary,IN,40.0869122,-85.25338244,0.0006538895760767165,303,435,GA-303,301-600,303,GA-303,1,GA-303
474,0.000475646,Primary,IN,39.09674727,-86.60703203,0.0004756464190444952,303,385,GA-303,301-600,303,GA-303,1,GA-303
475,0.000297404,Secondary,IN,38.47295556,-87.07575661,0.00029740426201315485,303,355,GA-303,301-600,303,GA-303,1,GA-303
476,0.000594808,Secondary,IN,38.1286406,-87.51540376,0.0005948085240263097,303,346,GA-303,301-600,303,GA-303,1,GA-303
477,0.00071397,Secondary,IN,37.99666411,-87.57650706,0.0007139706290081242,303,340,GA-303,301-600,303,GA-303,1,GA-303
478,0.000534727,Primary,IN,39.46530401,-87.30900766,0.000534727471094902,303,423,GA-303,301-600,303,GA-303,1,GA-303
479,0.00074301,Primary,IN,40.40483168,-86.98645217,0.0007430106545923867,303,477,GA-303,301-600,303,GA-303,1,GA-303
480,0.004340899,Primary,MI,42.57007715,-83.05080711,0.004340902824335388,303,607,GA-303,601-1000,303,GA-303,1,GA-303
481,0.005797879,Primary,MI,42.27868188,-83.45545606,0.0057978841079358995,303,585,GA-303,301-600,303,GA-303,1,GA-303
482,0.002764757,Primary,MI,42.39080819,-83.14199046,0.0027647594357530633,303,595,GA-303,301-600,303,GA-303,1,GA-303
483,0.003270445,Primary,MI,42.59929066,-83.29431018,0.0032704478812645836,303,608,GA-303,601-1000,303,GA-303,1,GA-303
484,0.002051788,Primary,MI,43.10211958,-83.38314545,0.002051789807626821,303,642,GA-303,601-1000,303,GA-303,1,GA-303
485,0.000832131,Primary,MI,43.00540746,-83.67703582,0.0008321317331080569,303,634,GA-303,601-1000,303,GA-303,1,GA-303
486,0.000386525,Secondary,MI,43.64964447,-84.14587562,0.000386525340528825,303,678,GA-303,601-1000,303,GA-303,1,GA-303
487,0.000386525,Secondary,MI,43.84348732,-83.59162254,0.000386525340528825,303,692,GA-303,601-1000,303,GA-303,1,GA-303
488,0.00151606,Primary,MI,42.95672422,-84.62907431,0.0015160613356500368,303,630,GA-303,601-1000,303,GA-303,1,GA-303
489,0.000505687,Primary,MI,42.73830116,-84.55767188,0.0005056874455106396,303,615,GA-303,601-1000,303,GA-303,1,GA-303
490,0.002497394,Secondary,MI,42.23993449,-85.5542998,0.0024973962002060525,303,584,GA-303,301-600,303,GA-303,1,GA-303
491,0.000416566,Primary,MI,41.86845455,-86.37042,0.00041656636699496935,303,566,GA-303,301-600,303,GA-303,1,GA-303
492,0.001635222,Primary,MI,42.09958346,-84.37126272,0.0016352234406318512,303,571,GA-303,301-600,303,GA-303,1,GA-303
493,0.00071397,Secondary,MI,43.18829061,-85.55302058,0.0007139706290081242,303,649,GA-303,601-1000,303,GA-303,1,GA-303
494,0.001754384,Secondary,MI,43.15831164,-86.10839498,0.0017543855456136658,303,651,GA-303,601-1000,303,GA-303,1,GA-303
495,0.001040414,Secondary,MI,42.95488849,-85.64635825,0.0010404149166055416,303,634,GA-303,601-1000,303,GA-303,1,GA-303
496,0.000564768,Secondary,MI,44.5309594,-85.58399612,0.0005647684975610464,303,742,GA-303,601-1000,303,GA-303,1,GA-303
497,0.000327445,Secondary,MI,45.42333491,-84.610288,0.00032744528847929914,303,800,GA-303,601-1000,303,GA-303,1,GA-303
498,0.000386525,Secondary,MI,46.07257957,-87.23539,0.000386525340528825,303,859,GA-303,601-1000,303,GA-303,1,GA-303
499,0.000148201,Secondary,MI,46.64805574,-88.86409344,0.00014820113056519604,303,916,GA-303,601-1000,303,GA-303,1,GA-303
500,0.000773051,Secondary,IA,41.67731172,-93.84671925,0.000773051681058531,303,750,GA-303,601-1000,303,GA-303,1,GA-303
501,0.000238324,Secondary,IA,41.66425118,-93.4293748,0.000238324209963629,303,734,GA-303,601-1000,303,GA-303,1,GA-303
502,0.000653889,Secondary,IA,41.65332623,-93.6050963,0.0006538895760767165,303,740,GA-303,601-1000,303,GA-303,1,GA-303
503,0.000624849,Secondary,IA,41.59338091,-93.64707971,0.000624849550492454,303,739,GA-303,601-1000,303,GA-303,1,GA-303
504,0.000475646,Secondary,IA,43.17819747,-93.27607004,0.0004756464190444952,303,806,GA-303,601-1000,303,GA-303,1,GA-303
505,0.000327445,Secondary,IA,42.70167205,-94.41332441,0.00032744528847929914,303,820,GA-303,601-1000,303,GA-303,1,GA-303
506,0.000386525,Secondary,IA,42.60650553,-92.4905383,0.000386525340528825,303,750,GA-303,601-1000,303,GA-303,1,GA-303
507,0.000267363,Secondary,IA,42.5175396,-92.37885347,0.00026736323554701056,303,742,GA-303,601-1000,303,GA-303,1,GA-303
508,0.000386525,Secondary,IA,41.00143488,-94.56715233,0.000386525340528825,303,748,GA-303,601-1000,303,GA-303,1,GA-303
510,0.000119162,Secondary,IA,42.59103571,-95.91842143,0.0001191621049818145,303,872,GA-303,601-1000,303,GA-303,1,GA-303
511,0.000267363,Secondary,IA,42.49654643,-96.39713929,0.00026736323554701056,303,887,GA-303,601-1000,303,GA-303,1,GA-303
513,0.000178242,Secondary,IA,43.27961646,-95.18091519,0.00017824215703134036,303,876,GA-303,601-1000,303,GA-303,1,GA-303
514,5.91e-05,Secondary,IA,42.11030273,-95.05680909,5.9100052067145876e-05,303,817,GA-303,601-1000,303,GA-303,1,GA-303
515,0.000505687,Secondary,IA,41.42927763,-95.57287443,0.0005056874455106396,303,808,GA-303,601-1000,303,GA-303,1,GA-303
520,0.000267363,Secondary,IA,42.445925,-90.86635638,0.00026736323554701056,303,692,GA-303,601-1000,303,GA-303,1,GA-303
521,3e-05,Secondary,IA,43.16045897,-91.75820085,3.0000026430023288e-05,303,759,GA-303,601-1000,303,GA-303,1,GA-303
522,0.000327445,Secondary,IA,41.80733463,-91.67518485,0.00032744528847929914,303,681,GA-303,601-1000,303,GA-303,1,GA-303
523,0.000534727,Secondary,IA,41.88915947,-91.72094229,0.000534727471094902,303,687,GA-303,601-1000,303,GA-303,1,GA-303
524,0.000327445,Secondary,IA,41.9738024,-91.66650144,0.00032744528847929914,303,690,GA-303,601-1000,303,GA-303,1,GA-303
525,8.91e-05,Secondary,IA,41.00415955,-92.42294494,8.910007849716916e-05,303,665,GA-303,601-1000,303,GA-303,1,GA-303
526,0.000297404,Secondary,IA,40.84472133,-91.36219667,0.00029740426201315485,303,619,GA-303,601-1000,303,GA-303,1,GA-303
527,0.000594808,Secondary,IA,41.64590807,-90.79146149,0.0005948085240263097,303,644,GA-303,601-1000,303,GA-303,1,GA-303
528,0.000267363,Secondary,IA,41.53132764,-90.57668943,0.00026736323554701056,303,632,GA-303,601-1000,303,GA-303,1,GA-303
530,0.001248697,Secondary,WI,43.36106462,-88.16321031,0.0012486981001030263,303,689,GA-303,601-1000,303,GA-303,1,GA-303
531,0.001605181,Primary,WI,42.82607134,-88.12311937,0.001605182414165707,303,654,GA-303,601-1000,303,GA-303,1,GA-303
532,0.001902586,Primary,WI,43.04897908,-87.96004034,0.0019025876761797427,303,666,GA-303,601-1000,303,GA-303,1,GA-303
534,0.000445606,Primary,WI,42.71928417,-87.80395827,0.00044560639257923185,303,642,GA-303,601-1000,303,GA-303,1,GA-303
535,0.001159576,Secondary,WI,42.92479015,-89.49684039,0.0011595770215873562,303,687,GA-303,601-1000,303,GA-303,1,GA-303
537,0.00074301,Secondary,WI,43.06974898,-89.4000386,0.0007430106545923867,303,694,GA-303,601-1000,303,GA-303,1,GA-303
538,8.91e-05,Secondary,WI,42.85851389,-90.71987778,8.910007849716916e-05,303,713,GA-303,601-1000,303,GA-303,1,GA-303
539,0.001040414,Secondary,WI,43.5936372,-89.46369324,0.0010404149166055416,303,728,GA-303,601-1000,303,GA-303,1,GA-303
540,0.000534727,Primary,WI,45.07963229,-92.48178542,0.000534727471094902,303,889,GA-303,601-1000,303,GA-303,1,GA-303
541,0.000356484,Secondary,WI,44.72309698,-88.18881121,0.0003564843140626807,303,780,GA-303,601-1000,303,GA-303,1,GA-303
542,0.000208283,Secondary,WI,44.45921119,-87.58660448,0.00020828318349748467,303,754,GA-303,601-1000,303,GA-303,1,GA-303
543,0.000624849,Secondary,WI,44.508659,-88.01764895,0.000624849550492454,303,763,GA-303,601-1000,303,GA-303,1,GA-303
544,0.000683929,Secondary,WI,44.83562986,-89.79630676,0.0006839296025419799,303,814,GA-303,601-1000,303,GA-303,1,GA-303
545,3e-05,Secondary,WI,45.85441513,-89.76227566,3.0000026430023288e-05,303,878,GA-303,601-1000,303,GA-303,1,GA-303
546,0.000624849,Secondary,WI,43.84184413,-91.00697611,0.000624849550492454,303,778,GA-303,601-1000,303,GA-303,1,GA-303
547,0.000386525,Primary,WI,44.84951242,-91.55992418,0.000386525340528825,303,852,GA-303,601-1000,303,GA-303,1,GA-303
548,0.000445606,Secondary,WI,45.95046207,-91.74922414,0.00044560639257923185,303,924,GA-303,601-1000,303,GA-303,1,GA-303
549,0.001129535,Secondary,WI,44.16485399,-88.5758577,0.0011295359951212119,303,749,GA-303,601-1000,303,GA-303,1,GA-303
550,0.001546101,Primary,MN,44.95936257,-93.11103565,0.0015461023621161812,303,899,GA-303,601-1000,303,GA-303,1,GA-303
551,0.001902586,Primary,MN,44.99963544,-93.20156376,0.0019025876761797427,303,904,GA-303,601-1000,303,GA-303,1,GA-303
553,0.002438314,Primary,MN,44.99705593,-93.50644075,0.002438316148156527,303,912,GA-303,601-1000,303,GA-303,1,GA-303
554,0.002735718,Primary,MN,44.99277514,-93.30552658,0.0027357204101696813,303,906,GA-303,601-1000,303,GA-303,1,GA-303
557,0.000267363,Secondary,MN,47.18549269,-92.79225662,0.00026736323554701056,303,1022,GA-303,1001-1400,303,GA-303,1,GA-303
558,0.000594808,Secondary,MN,46.77353571,-92.1470526,0.0005948085240263097,303,983,GA-303,601-1000,303,GA-303,1,GA-303
559,0.000505687,Primary,MN,43.93159213,-92.35976827,0.0005056874455106396,303,820,GA-303,601-1000,303,GA-303,1,GA-303
560,0.000386525,Primary,MN,44.03638991,-93.89814826,0.000386525340528825,303,871,GA-303,601-1000,303,GA-303,1,GA-303
561,0.000148201,Secondary,MN,43.88213394,-95.67711719,0.00014820113056519604,303,923,GA-303,601-1000,303,GA-303,1,GA-303
562,8.91e-05,Secondary,MN,45.01625744,-95.56569931,8.910007849716916e-05,303,976,GA-303,601-1000,303,GA-303,1,GA-303
563,0.000505687,Primary,MN,45.69376529,-94.47679609,0.0005056874455106396,303,979,GA-303,601-1000,303,GA-303,1,GA-303
564,0.000475646,Secondary,MN,46.50039171,-94.4740212,0.0004756464190444952,303,1024,GA-303,1001-1400,303,GA-303,1,GA-303
565,0.000267363,Secondary,MN,46.79292122,-96.17529714,0.00026736323554701056,303,1089,GA-303,1001-1400,303,GA-303,1,GA-303
566,0.000119162,Secondary,MN,47.74855649,-94.48148168,0.0001191621049818145,303,1096,GA-303,1001-1400,303,GA-303,1,GA-303
567,0.000297404,Secondary,MN,48.32176885,-96.40352213,0.00029740426201315485,303,1179,GA-303,1001-1400,303,GA-303,1,GA-303
570,0.000445606,Secondary,SD,43.43761278,-96.96780376,0.00044560639257923185,303,950,GA-303,601-1000,303,GA-303,1,GA-303
571,0.001011374,Secondary,SD,43.53984858,-96.73553239,0.0010113748910212791,303,946,GA-303,601-1000,303,GA-303,1,GA-303
572,5.91e-05,Secondary,SD,44.98009662,-97.08865608,5.9100052067145876e-05,303,1026,GA-303,1001-1400,303,GA-303,1,GA-303
573,8.91e-05,Secondary,SD,43.7873894,-98.39546093,8.910007849716916e-05,303,1021,GA-303,1001-1400,303,GA-303,1,GA-303
574,8.91e-05,Secondary,SD,45.39809926,-98.79335882,8.910007849716916e-05,303,1107,GA-303,1001-1400,303,GA-303,1,GA-303
575,0.000119162,Tertiary,SD,43.82773119,-100.4761202,0.0001191621049818145,303,1107,GA-303,1001-1400,303,GA-303,1,GA-303
576,0.000119162,Tertiary,SD,45.57915231,-101.6688877,0.0001191621049818145,303,1224,GA-303,1001-1400,303,GA-303,1,GA-303
577,0.000416566,Tertiary,SD,44.16856919,-103.2346313,0.00041656636699496935,303,1238,GA-303,1001-1400,303,GA-303,1,GA-303
580,0.000119162,Secondary,ND,46.685284,-97.24196857,0.0001191621049818145,303,1116,GA-303,1001-1400,303,GA-303,1,GA-303
581,0.000327445,Secondary,ND,46.87250303,-96.80434545,0.00032744528847929914,303,1112,GA-303,1001-1400,303,GA-303,1,GA-303
582,0.000505687,Secondary,ND,48.13842191,-97.47861404,0.0005056874455106396,303,1200,GA-303,1001-1400,303,GA-303,1,GA-303
583,0.000148201,Tertiary,ND,48.3134622,-99.26710157,0.00014820113056519604,303,1263,GA-303,1001-1400,303,GA-303,1,GA-303
584,0.000119162,Secondary,ND,46.84600255,-98.90829554,0.0001191621049818145,303,1179,GA-303,1001-1400,303,GA-303,1,GA-303
585,0.000624849,Tertiary,ND,46.85442287,-100.8647404,0.000624849550492454,303,1248,GA-303,1001-1400,303,GA-303,1,GA-303
586,8.91e-05,Tertiary,ND,46.7520186,-102.9332953,8.910007849716916e-05,303,1321,GA-303,1001-1400,303,GA-303,1,GA-303
587,0.000624849,Tertiary,ND,48.34403608,-101.5909835,0.000624849550492454,303,1341,GA-303,1001-1400,303,GA-303,1,GA-303
588,0.000148201,Tertiary,ND,48.27443134,-103.5219209,0.00014820113056519604,303,1406,GA-303,1401-1800,303,GA-303,1,GA-303
590,0.000178242,Tertiary,MT,45.81129932,-108.806123,0.00017824215703134036,303,1532,GA-303,1401-1800,303,GA-303,1,GA-303
591,0.000178242,Tertiary,MT,45.79360313,-108.50275,0.00017824215703134036,303,1519,GA-303,1401-1800,303,GA-303,1,GA-303
592,3e-05,Tertiary,MT,48.1942,-105.1720441,3.0000026430023288e-05,303,1464,GA-303,1401-1800,303,GA-303,1,GA-303
593,3e-05,Tertiary,MT,46.34385859,-105.5833909,3.0000026430023288e-05,303,1411,GA-303,1401-1800,303,GA-303,1,GA-303
594,0.000356484,Tertiary,MT,47.67447431,-111.225178,0.0003564843140626807,303,1690,GA-303,1401-1800,303,GA-303,1,GA-303
595,3e-05,Tertiary,MT,48.41191,-109.6148,3.0000026430023288e-05,303,1646,GA-303,1401-1800,303,GA-303,1,GA-303
596,0.000208283,Secondary,MT,46.58341183,-111.9747484,0.00020828318349748467,303,1693,GA-303,1401-1800,303,GA-303,1,GA-303
597,0.000564768,Secondary,MT,45.70692416,-111.8594651,0.0005647684975610464,303,1667,GA-303,1401-1800,303,GA-303,1,GA-303
598,0.000803091,Secondary,MT,46.95929275,-114.0943749,0.0008030917075237944,303,1797,GA-303,1401-1800,303,GA-303,1,GA-303
599,0.000208283,Tertiary,MT,48.29306703,-114.4339319,0.00020828318349748467,303,1844,GA-303,>1800,303,GA-303,1,GA-303
600,0.004043495,Primary,IL,42.12912375,-87.94723077,0.004043498562322234,303,606,GA-303,601-1000,303,GA-303,1,GA-303
601,0.004519142,Primary,IL,41.95731228,-88.06667305,0.00451914598136761,303,597,GA-303,301-600,303,GA-303,1,GA-303
602,0.000208283,Primary,IL,42.04001579,-87.76560877,0.00020828318349748467,303,597,GA-303,301-600,303,GA-303,1,GA-303
603,0.000178242,Primary,IL,41.87542656,-87.78759688,0.00017824215703134036,303,586,GA-303,301-600,303,GA-303,1,GA-303
604,0.003776132,Primary,IL,41.60386455,-87.89844931,0.003776135326775223,303,571,GA-303,301-600,303,GA-303,1,GA-303
605,0.003270445,Primary,IL,41.79998337,-88.04199057,0.0032704478812645836,303,586,GA-303,301-600,303,GA-303,1,GA-303
606,0.008592677,Primary,IL,41.88102002,-87.6647625,0.008592684570155107,303,585,GA-303,301-600,303,GA-303,1,GA-303
607,0.00074301,Primary,IL,41.9802503,-87.80815917,0.0007430106545923867,303,594,GA-303,301-600,303,GA-303,1,GA-303
608,0.000564768,Primary,IL,41.7215963,-87.70084352,0.0005647684975610464,303,575,GA-303,301-600,303,GA-303,1,GA-303
609,0.000297404,Primary,IL,40.90529258,-87.92851528,0.00029740426201315485,303,527,GA-303,301-600,303,GA-303,1,GA-303
610,0.0013979,Primary,IL,42.18049113,-89.52168805,0.0013979012315509852,303,642,GA-303,601-1000,303,GA-303,1,GA-303
611,0.000832131,Primary,IL,42.25718997,-89.06446021,0.0008321317331080569,303,636,GA-303,601-1000,303,GA-303,1,GA-303
612,0.000267363,Secondary,IL,41.4776728,-90.41095,0.00026736323554701056,303,624,GA-303,601-1000,303,GA-303,1,GA-303
613,0.000327445,Primary,IL,41.32397091,-89.17817227,0.00032744528847929914,303,581,GA-303,301-600,303,GA-303,1,GA-303
614,0.000327445,Secondary,IL,40.85782888,-90.3608213,0.00032744528847929914,303,587,GA-303,301-600,303,GA-303,1,GA-303
615,0.00074301,Secondary,IL,40.69865023,-89.63962,0.0007430106545923867,303,557,GA-303,301-600,303,GA-303,1,GA-303
616,0.000683929,Secondary,IL,40.70348989,-89.59435955,0.0006839296025419799,303,556,GA-303,301-600,303,GA-303,1,GA-303
617,0.000564768,Secondary,IL,40.507425,-88.96924515,0.0005647684975610464,303,527,GA-303,301-600,303,GA-303,1,GA-303
618,0.00071397,Secondary,IL,40.1160987,-88.13664375,0.0007139706290081242,303,482,GA-303,301-600,303,GA-303,1,GA-303
619,0.000297404,Secondary,IL,39.61452295,-88.24764508,0.00029740426201315485,303,454,GA-303,301-600,303,GA-303,1,GA-303
620,0.000803091,Primary,IL,38.95123795,-90.03519406,0.0008030917075237944,303,475,GA-303,301-600,303,GA-303,1,GA-303
622,0.000653889,Primary,IL,38.5198849,-89.89322735,0.0006538895760767165,303,448,GA-303,301-600,303,GA-303,1,GA-303
623,0.000208283,Secondary,IL,40.03945464,-91.05728402,0.00020828318349748467,303,567,GA-303,301-600,303,GA-303,1,GA-303
624,0.000386525,Secondary,IL,39.0389,-88.21911324,0.000386525340528825,303,419,GA-303,301-600,303,GA-303,1,GA-303
625,0.000119162,Secondary,IL,39.7624424,-89.084536,0.0001191621049818145,303,487,GA-303,301-600,303,GA-303,1,GA-303
626,0.000178242,Primary,IL,39.83873131,-89.95216589,0.00017824215703134036,303,518,GA-303,301-600,303,GA-303,1,GA-303
627,0.000445606,Primary,IL,39.78802638,-89.63288383,0.00044560639257923185,303,505,GA-303,301-600,303,GA-303,1,GA-303
628,0.000356484,Primary,IL,38.32723605,-88.73359252,0.0003564843140626807,303,396,GA-303,301-600,303,GA-303,1,GA-303
629,0.000505687,Secondary,IL,37.61908249,-88.99635017,0.0005056874455106396,303,370,GA-303,301-600,303,GA-303,1,GA-303
630,0.002289111,Primary,MO,38.58410509,-90.49530041,0.002289113016708568,303,475,GA-303,301-600,303,GA-303,1,GA-303
631,0.002557476,Primary,MO,38.64277166,-90.32420032,0.002557478253138341,303,471,GA-303,301-600,303,GA-303,1,GA-303
633,0.002378232,Primary,MO,38.83949227,-90.75571211,0.002378234095224238,303,497,GA-303,301-600,303,GA-303,1,GA-303
635,8.91e-05,Secondary,MO,40.15954867,-92.57150531,8.910007849716916e-05,303,630,GA-303,601-1000,303,GA-303,1,GA-303
636,0.000386525,Primary,MO,37.72302615,-90.59347077,0.000386525340528825,303,442,GA-303,301-600,303,GA-303,1,GA-303
637,0.000386525,Primary,MO,37.33464326,-89.68450355,0.000386525340528825,303,386,GA-303,301-600,303,GA-303,1,GA-303
638,0.000327445,Secondary,MO,36.5521338,-89.78712887,0.00032744528847929914,303,361,GA-303,301-600,303,GA-303,1,GA-303
639,0.000178242,Secondary,MO,36.82837115,-90.53986923,0.00017824215703134036,303,407,GA-303,301-600,303,GA-303,1,GA-303
640,0.001932626,Secondary,MO,39.05893811,-94.33277014,0.0019326277026450061,303,663,GA-303,601-1000,303,GA-303,1,GA-303
641,0.00217095,Secondary,MO,39.08977733,-94.57005561,0.0021709519126086353,303,675,GA-303,601-1000,303,GA-303,1,GA-303
644,5.91e-05,Secondary,MO,40.06071446,-94.66141968,5.9100052067145876e-05,303,714,GA-303,601-1000,303,GA-303,1,GA-303
645,0.000119162,Secondary,MO,39.74905909,-94.83797841,0.0001191621049818145,303,710,GA-303,601-1000,303,GA-303,1,GA-303
646,5.91e-05,Secondary,MO,39.87953642,-93.57074383,5.9100052067145876e-05,303,660,GA-303,601-1000,303,GA-303,1,GA-303
647,0.000208283,Secondary,MO,38.15344,-94.21542651,0.00020828318349748467,303,628,GA-303,601-1000,303,GA-303,1,GA-303
648,0.001011374,Secondary,MO,37.0208908,-94.39958103,0.0010113748910212791,303,608,GA-303,601-1000,303,GA-303,1,GA-303
650,8.91e-05,Secondary,MO,38.41843557,-92.30300619,8.910007849716916e-05,303,546,GA-303,301-600,303,GA-303,1,GA-303
651,0.000267363,Primary,MO,38.54645179,-92.12924107,0.00026736323554701056,303,543,GA-303,301-600,303,GA-303,1,GA-303
652,0.000653889,Secondary,MO,39.09371548,-92.37446706,0.0006538895760767165,303,576,GA-303,301-600,303,GA-303,1,GA-303
653,0.000892213,Secondary,MO,38.74632963,-93.27199704,0.0008922137860403455,303,603,GA-303,601-1000,303,GA-303,1,GA-303
654,0.000356484,Primary,MO,37.77124563,-91.7411466,0.0003564843140626807,303,497,GA-303,301-600,303,GA-303,1,GA-303
655,0.000327445,Secondary,MO,37.66922182,-92.00520727,0.00032744528847929914,303,506,GA-303,301-600,303,GA-303,1,GA-303
656,0.000475646,Secondary,MO,37.03758985,-93.23980149,0.0004756464190444952,303,548,GA-303,301-600,303,GA-303,1,GA-303
657,0.000803091,Secondary,MO,37.10874423,-93.08477083,0.0008030917075237944,303,542,GA-303,301-600,303,GA-303,1,GA-303
658,0.001100496,Secondary,MO,37.19763253,-93.29303116,0.0011004969695378303,303,555,GA-303,301-600,303,GA-303,1,GA-303
660,0.001040414,Secondary,KS,38.93435708,-95.05452192,0.0010404149166055416,303,693,GA-303,601-1000,303,GA-303,1,GA-303
661,0.000208283,Secondary,KS,39.09528246,-94.65524408,0.00020828318349748467,303,679,GA-303,601-1000,303,GA-303,1,GA-303
662,0.000564768,Secondary,KS,38.98082601,-94.68716415,0.0005647684975610464,303,677,GA-303,601-1000,303,GA-303,1,GA-303
664,0.000208283,Secondary,KS,39.37605182,-96.07366496,0.00020828318349748467,303,755,GA-303,601-1000,303,GA-303,1,GA-303
665,0.000386525,Secondary,KS,39.29447701,-96.19764385,0.000386525340528825,303,759,GA-303,601-1000,303,GA-303,1,GA-303
666,0.000505687,Secondary,KS,39.04398621,-95.68609808,0.0005056874455106396,303,727,GA-303,601-1000,303,GA-303,1,GA-303
667,0.000208283,Secondary,KS,37.56326989,-95.07840227,0.00020828318349748467,303,656,GA-303,601-1000,303,GA-303,1,GA-303
668,8.91e-05,Secondary,KS,38.36596095,-96.43049429,8.910007849716916e-05,303,745,GA-303,601-1000,303,GA-303,1,GA-303
669,5.91e-05,Secondary,KS,39.77201287,-97.75138218,5.9100052067145876e-05,303,848,GA-303,601-1000,303,GA-303,1,GA-303
670,0.000475646,Secondary,KS,37.59632409,-97.443575,0.0004756464190444952,303,780,GA-303,601-1000,303,GA-303,1,GA-303
671,0.000148201,Secondary,KS,37.62302112,-97.6276087,0.00014820113056519604,303,791,GA-303,601-1000,303,GA-303,1,GA-303
672,0.001278738,Secondary,KS,37.6926305,-97.32417154,0.0012787391265691706,303,776,GA-303,601-1000,303,GA-303,1,GA-303
673,5.91e-05,Secondary,KS,37.19971939,-95.75527959,5.9100052067145876e-05,303,684,GA-303,601-1000,303,GA-303,1,GA-303
674,0.000148201,Secondary,KS,38.93469421,-97.65358684,0.00014820113056519604,303,821,GA-303,601-1000,303,GA-303,1,GA-303
675,0.000119162,Secondary,KS,38.1793866,-98.4829823,0.0001191621049818145,303,846,GA-303,601-1000,303,GA-303,1,GA-303
676,0.000178242,Secondary,KS,39.33143438,-99.43567031,0.00017824215703134036,303,920,GA-303,601-1000,303,GA-303,1,GA-303
677,5.91e-05,Secondary,KS,39.36629756,-101.0279646,5.9100052067145876e-05,303,1001,GA-303,1001-1400,303,GA-303,1,GA-303
678,0.000148201,Secondary,KS,37.82998898,-100.6836017,0.00014820113056519604,303,957,GA-303,601-1000,303,GA-303,1,GA-303
679,5.91e-05,Secondary,KS,37.12884828,-101.2190345,5.9100052067145876e-05,303,977,GA-303,601-1000,303,GA-303,1,GA-303
680,0.000683929,Secondary,NE,41.39117573,-96.32725485,0.0006839296025419799,303,838,GA-303,601-1000,303,GA-303,1,GA-303
681,0.001546101,Secondary,NE,41.25543097,-96.0148332,0.0015461023621161812,303,819,GA-303,601-1000,303,GA-303,1,GA-303
683,5.91e-05,Tertiary,NE,40.47496834,-96.82916935,5.9100052067145876e-05,303,827,GA-303,601-1000,303,GA-303,1,GA-303
684,3e-05,Tertiary,NE,40.6017,-96.68741951,3.0000026430023288e-05,303,825,GA-303,601-1000,303,GA-303,1,GA-303
685,0.001011374,Tertiary,NE,40.81582158,-96.70436163,0.0010113748910212791,303,833,GA-303,601-1000,303,GA-303,1,GA-303
686,3e-05,Tertiary,NE,41.5005344,-97.5927936,3.0000026430023288e-05,303,897,GA-303,601-1000,303,GA-303,1,GA-303
687,0.000148201,Secondary,NE,42.36023158,-97.61885921,0.00014820113056519604,303,931,GA-303,601-1000,303,GA-303,1,GA-303
688,0.000208283,Tertiary,NE,41.06798259,-98.76814656,0.00020828318349748467,303,936,GA-303,601-1000,303,GA-303,1,GA-303
689,3e-05,Tertiary,NE,40.35996115,-98.79642038,3.0000026430023288e-05,303,915,GA-303,601-1000,303,GA-303,1,GA-303
690,3e-05,Secondary,NE,40.32746812,-100.7597536,3.0000026430023288e-05,303,1010,GA-303,1001-1400,303,GA-303,1,GA-303
691,5.91e-05,Secondary,NE,41.24710388,-101.5749008,5.9100052067145876e-05,303,1073,GA-303,1001-1400,303,GA-303,1,GA-303
693,0.000119162,Secondary,NE,42.15680674,-103.1480034,0.0001191621049818145,303,1173,GA-303,1001-1400,303,GA-303,1,GA-303
700,0.001635222,Tertiary,LA,29.96314922,-90.18343295,0.0016352234406318512,303,434,GA-303,301-600,303,GA-303,1,GA-303
701,0.001218656,Tertiary,LA,29.95773556,-90.09428301,0.001218657073636882,303,430,GA-303,301-600,303,GA-303,1,GA-303
703,0.000594808,Secondary,LA,29.6544694,-90.78519515,0.0005948085240263097,303,476,GA-303,301-600,303,GA-303,1,GA-303
704,0.001426939,Tertiary,LA,30.46924441,-90.16741425,0.0014269402571343666,303,412,GA-303,301-600,303,GA-303,1,GA-303
705,0.001070455,Secondary,LA,30.22190203,-92.06806526,0.001070455943071686,303,517,GA-303,301-600,303,GA-303,1,GA-303
706,0.000892213,Secondary,LA,30.28908022,-93.21021007,0.0008922137860403455,303,574,GA-303,301-600,303,GA-303,1,GA-303
707,0.000683929,Secondary,LA,30.469215,-91.1198175,0.0006839296025419799,303,459,GA-303,301-600,303,GA-303,1,GA-303
708,0.000981334,Secondary,LA,30.43964144,-91.14024128,0.0009813348645560157,303,462,GA-303,301-600,303,GA-303,1,GA-303
710,0.000208283,Secondary,LA,32.51976643,-93.51416713,0.00020828318349748467,303,539,GA-303,301-600,303,GA-303,1,GA-303
711,0.00074301,Secondary,LA,32.49215934,-93.75517115,0.0007430106545923867,303,553,GA-303,301-600,303,GA-303,1,GA-303
