ZIP3,GA-303,NY-134,TX-799,UT-841,AZ-852,CA-900,CA-945,CO-802,FL-331,IL-606,MA-021,MI-481,NC-275,NJ-070,TX-750,TX-770,WA-980
80,655,260,1850,1957,2096,2422,2533,1608,988,700,282,498,324,96,1311,1346,2413
81,663,219,1836,1929,2077,2400,2506,1583,1020,670,268,465,343,72,1303,1346,2377
82,642,279,1844,1958,2093,2420,2534,1608,969,703,299,504,307,116,1303,1335,2420
83,648,251,1837,1941,2082,2407,2518,1593,991,684,286,482,320,95,1299,1337,2397
84,667,264,1864,1971,2111,2436,2548,1622,992,714,274,512,332,94,1325,1359,2427
85,689,226,1870,1963,2112,2434,2540,1617,1028,704,245,498,362,56,1335,1376,2409
86,690,201,1859,1943,2098,2418,2521,1599,1045,685,240,476,371,44,1327,1372,2385
87,706,220,1885,1974,2126,2447,2552,1629,1042,716,228,507,378,44,1351,1392,2417
88,712,183,1873,1950,2109,2428,2528,1607,1068,691,218,480,394,23,1344,1391,2386
89,713,186,1876,1954,2113,2432,2532,1611,1067,695,217,484,394,21,1346,1393,2390
100,743,177,1903,1973,2137,2455,2552,1633,1092,715,187,502,423,9,1374,1423,2403
101,743,177,1903,1974,2138,2455,2552,1633,1092,715,187,502,423,9,1375,1423,2403
102,741,178,1901,1973,2136,2454,2552,1632,1090,715,189,502,421,7,1373,1421,2403
103,731,184,1894,1969,2130,2448,2547,1627,1080,710,199,498,411,4,1365,1412,2401
104,751,173,1909,1977,2143,2460,2556,1637,1100,719,179,506,431,17,1381,1430,2405
105,767,159,1917,1978,2149,2464,2558,1640,1119,721,164,507,450,35,1392,1443,2401
106,763,164,1917,1980,2149,2464,2559,1641,1114,723,167,508,445,30,1390,1441,2404
107,756,167,1911,1976,2144,2460,2556,1637,1107,719,174,505,437,23,1384,1434,2402
108,759,170,1915,1981,2148,2464,2560,1641,1108,723,171,509,439,25,1388,1438,2406
109,757,145,1901,1960,2132,2446,2539,1622,1119,703,176,488,445,38,1377,1431,2382
110,756,184,1919,1989,2154,2471,2568,1649,1098,731,175,518,433,24,1390,1437,2418
111,745,178,1905,1976,2140,2457,2555,1635,1093,718,185,504,424,11,1377,1425,2405
112,741,183,1904,1976,2139,2457,2555,1635,1087,718,189,505,420,8,1374,1422,2407
113,748,180,1909,1979,2144,2461,2558,1639,1094,721,182,508,426,14,1380,1428,2409
114,749,184,1911,1983,2146,2464,2562,1642,1092,725,182,512,426,16,1382,1429,2413
115,758,186,1921,1992,2156,2474,2571,1652,1098,734,173,521,434,26,1392,1439,2421
116,745,189,1910,1984,2146,2464,2563,1643,1086,726,186,513,421,16,1380,1427,2416
117,774,191,1939,2008,2173,2490,2587,1668,1108,750,158,536,448,43,1410,1456,2433
118,763,186,1926,1996,2161,2478,2575,1656,1101,738,168,525,439,31,1397,1444,2424
119,803,205,1970,2037,2204,2521,2616,1698,1126,779,133,565,474,75,1441,1487,2458
120,835,75,1931,1950,2147,2452,2531,1622,1223,705,148,487,540,144,1421,1489,2344
121,836,81,1934,1955,2152,2457,2536,1627,1220,710,143,492,539,140,1424,1491,2350
122,837,85,1937,1959,2155,2460,2539,1631,1220,714,139,495,539,139,1426,1493,2354
123,838,76,1933,1951,2149,2453,2531,1623,1226,707,147,489,543,147,1423,1492,2344
124,794,96,1911,1949,2134,2444,2529,1616,1173,697,157,480,492,94,1395,1457,2357
125,788,122,1918,1965,2145,2456,2545,1630,1155,711,152,494,479,72,1398,1456,2377
126,786,121,1917,1963,2143,2454,2543,1628,1154,709,153,492,478,72,1397,1455,2376
127,754,105,1876,1924,2102,2414,2503,1588,1138,669,193,452,454,75,1357,1417,2341
128,872,85,1952,1957,2164,2464,2537,1633,1264,719,148,502,580,184,1447,1520,2339
129,931,127,1966,1939,2166,2458,2518,1625,1345,722,207,510,655,271,1475,1560,2297
130,771,45,1823,1834,2034,2337,2414,1506,1208,591,265,373,511,194,1321,1401,2232
131,772,49,1819,1828,2030,2332,2409,1501,1212,586,270,369,515,200,1319,1399,2226
132,776,41,1826,1836,2037,2339,2416,1509,1213,594,263,376,516,195,1325,1405,2233
133,808,5,1872,1881,2084,2385,2461,1555,1228,640,218,422,535,179,1369,1446,2273
134,804,0,1867,1876,2079,2381,2457,1550,1226,635,223,417,532,180,1364,1441,2269
135,808,5,1872,1882,2084,2386,2462,1556,1227,640,217,423,534,178,1369,1446,2274
136,862,83,1878,1856,2078,2372,2436,1539,1302,634,262,422,606,261,1390,1479,2226
137,745,65,1834,1866,2053,2361,2446,1533,1161,615,238,397,467,135,1322,1392,2278
138,754,56,1840,1870,2059,2366,2450,1538,1169,619,233,401,476,138,1329,1400,2279
139,733,75,1822,1858,2043,2351,2438,1524,1151,605,248,388,457,136,1310,1380,2272
140,693,171,1698,1710,1908,2210,2290,1380,1179,464,390,246,484,280,1204,1293,2122
141,695,175,1695,1705,1904,2206,2285,1376,1182,460,394,242,488,286,1202,1292,2116
142,694,178,1692,1702,1901,2203,2282,1373,1183,457,397,239,488,289,1199,1290,2113
143,700,186,1688,1692,1894,2194,2272,1364,1194,449,407,233,501,302,1197,1290,2100
144,733,113,1757,1765,1966,2268,2345,1438,1197,522,333,305,499,241,1260,1345,2169
145,736,108,1761,1770,1971,2272,2350,1442,1199,527,329,309,500,238,1264,1350,2173
146,739,115,1757,1762,1965,2266,2342,1435,1206,521,337,304,508,249,1262,1349,2163
147,648,194,1673,1703,1889,2196,2283,1368,1133,449,403,232,440,272,1172,1255,2128
148,708,102,1771,1800,1988,2295,2380,1467,1153,549,303,331,455,187,1264,1340,2216
149,703,102,1778,1813,1998,2306,2393,1479,1141,560,294,342,444,171,1268,1341,2231
150,517,304,1586,1664,1818,2136,2241,1318,1013,408,484,215,331,313,1068,1138,2128
151,516,302,1590,1670,1822,2141,2247,1323,1010,414,480,221,326,308,1071,1140,2134
152,516,302,1589,1669,1821,2140,2246,1322,1010,413,481,221,327,309,1070,1139,2133
153,492,324,1575,1664,1810,2131,2240,1315,988,410,497,227,308,321,1053,1119,2135
154,493,316,1594,1688,1831,2153,2264,1338,977,435,481,251,291,302,1069,1131,2160
155,524,280,1642,1735,1880,2202,2311,1386,983,480,435,287,289,253,1116,1174,2201
156,520,292,1608,1691,1842,2161,2268,1344,1003,435,464,242,315,289,1087,1152,2155
157,557,253,1642,1714,1872,2190,2292,1369,1030,456,428,254,337,259,1123,1190,2169
158,595,219,1664,1721,1890,2203,2300,1380,1068,463,405,252,373,247,1150,1223,2165
159,542,263,1645,1728,1879,2199,2305,1381,1007,470,428,273,313,251,1122,1185,2188
160,543,282,1600,1667,1827,2143,2244,1322,1040,408,469,207,355,305,1085,1159,2123
161,549,292,1582,1641,1807,2121,2219,1298,1057,383,487,179,377,328,1072,1152,2095
162,567,254,1628,1691,1855,2170,2269,1348,1052,432,440,226,362,279,1115,1188,2141
163,592,246,1626,1672,1847,2158,2251,1333,1088,415,445,202,399,296,1119,1199,2114
164,605,253,1615,1652,1832,2141,2231,1314,1110,395,459,180,424,318,1113,1199,2088
165,617,252,1616,1645,1830,2137,2225,1310,1126,391,462,173,441,326,1117,1206,2077
166,567,237,1675,1753,1908,2227,2331,1408,1020,495,398,293,323,222,1152,1214,2208
167,636,187,1685,1726,1905,2215,2305,1389,1109,470,386,254,413,245,1178,1255,2157
168,600,204,1699,1766,1929,2245,2344,1423,1049,507,371,299,351,204,1179,1244,2212
169,672,134,1748,1790,1969,2279,2369,1453,1118,534,322,318,420,184,1236,1309,2215
170,607,209,1745,1828,1981,2301,2405,1482,1020,569,335,364,324,151,1217,1271,2279
171,607,211,1748,1833,1985,2305,2410,1487,1017,575,333,370,321,147,1220,1273,2285
172,559,250,1699,1792,1938,2260,2369,1444,987,536,384,338,289,197,1169,1222,2254
173,591,234,1745,1840,1985,2308,2416,1492,993,583,344,382,298,153,1214,1262,2298
174,597,228,1752,1845,1992,2314,2422,1497,998,587,337,386,304,146,1221,1269,2301
175,622,214,1778,1868,2017,2339,2445,1521,1012,610,311,405,321,119,1247,1296,2320
176,617,217,1774,1864,2013,2335,2441,1518,1009,606,316,403,317,124,1243,1291,2317
177,649,156,1750,1808,1977,2291,2387,1468,1081,550,319,337,384,161,1232,1297,2243
178,644,167,1764,1831,1995,2311,2410,1489,1062,573,308,362,366,137,1242,1302,2271
179,653,171,1787,1860,2021,2338,2438,1517,1055,601,289,391,362,110,1262,1318,2301
180,679,171,1827,1902,2062,2380,2480,1559,1060,643,255,432,374,69,1300,1351,2340
181,675,174,1824,1899,2059,2377,2478,1556,1056,640,259,430,370,72,1296,1347,2339
182,673,154,1805,1872,2037,2353,2451,1531,1072,614,269,402,380,96,1281,1338,2308
183,705,142,1841,1905,2073,2388,2484,1565,1090,647,233,433,404,65,1318,1373,2335
184,720,109,1836,1887,2063,2375,2466,1550,1119,631,233,415,429,92,1318,1379,2310
185,706,119,1823,1878,2051,2364,2457,1540,1107,621,246,406,416,96,1304,1365,2304
186,691,128,1809,1865,2037,2351,2445,1526,1098,608,261,393,405,105,1289,1350,2294
187,691,131,1811,1869,2040,2354,2448,1530,1094,612,260,398,402,101,1290,1351,2299
188,711,98,1807,1850,2030,2341,2430,1514,1129,595,262,379,435,131,1293,1360,2271
189,676,194,1838,1921,2076,2396,2499,1577,1042,662,255,454,362,60,1307,1354,2364
190,663,211,1833,1922,2073,2395,2500,1577,1025,664,267,457,347,71,1300,1345,2370
191,662,216,1834,1926,2075,2397,2503,1580,1021,667,268,461,344,72,1301,1344,2374
193,643,216,1810,1902,2051,2373,2479,1555,1014,644,288,439,330,92,1277,1322,2352
194,660,204,1825,1912,2064,2385,2489,1567,1029,653,270,446,347,75,1293,1339,2358
195,652,190,1803,1885,2040,2360,2463,1540,1037,626,282,418,349,92,1274,1324,2330
196,646,194,1798,1881,2035,2355,2459,1536,1033,622,287,415,344,97,1269,1319,2327
197,628,238,1805,1905,2048,2372,2481,1557,993,648,302,446,311,107,1270,1311,2361
198,635,232,1810,1908,2053,2376,2485,1561,999,651,295,448,318,100,1276,1318,2363
199,607,291,1810,1930,2060,2389,2505,1579,945,677,331,483,275,142,1268,1300,2398
200,537,303,1725,1846,1974,2302,2421,1493,923,597,393,410,230,197,1185,1222,2322
201,521,310,1704,1827,1953,2282,2401,1474,919,578,409,394,222,213,1165,1203,2305
202,537,304,1725,1847,1975,2303,2422,1494,922,598,393,411,229,197,1185,1222,2324
203,538,303,1725,1847,1974,2303,2421,1494,923,597,393,411,230,197,1185,1222,2323
204,537,303,1725,1847,1974,2303,2421,1494,923,597,393,411,229,197,1185,1222,2323
205,538,302,1725,1847,1974,2303,2421,1494,924,597,392,410,231,196,1185,1222,2322
206,531,325,1734,1865,1986,2317,2439,1511,900,619,401,436,212,206,1191,1222,2346
207,546,297,1733,1853,1982,2310,2427,1500,929,602,384,414,237,188,1193,1231,2327
208,540,293,1720,1838,1968,2296,2413,1486,933,587,390,398,239,195,1182,1222,2311
209,543,295,1726,1845,1974,2302,2419,1492,931,594,388,405,237,192,1187,1225,2319
210,572,271,1750,1861,1996,2322,2437,1510,955,607,359,413,264,163,1213,1254,2328
211,570,270,1748,1858,1993,2319,2434,1507,955,604,360,410,264,164,1211,1252,2325
212,571,271,1750,1860,1996,2322,2436,1510,955,607,359,413,264,163,1213,1253,2328
214,561,291,1751,1870,2000,2328,2445,1518,935,619,369,428,246,174,1211,1248,2342
215,496,308,1629,1734,1871,2196,2309,1383,953,483,455,300,259,268,1099,1152,2209
216,578,295,1777,1898,2027,2355,2473,1546,934,647,355,455,253,161,1236,1269,2370
217,547,274,1711,1819,1955,2281,2394,1468,956,565,386,373,259,193,1177,1222,2287
218,581,328,1798,1932,2053,2384,2506,1578,908,684,364,496,243,177,1253,1278,2409
219,609,247,1786,1889,2030,2354,2465,1540,981,633,321,433,295,125,1250,1292,2349
220,527,309,1714,1837,1964,2292,2411,1484,918,589,403,404,223,207,1174,1211,2315
221,526,311,1714,1838,1964,2293,2412,1484,916,589,404,405,221,208,1174,1210,2316
222,533,306,1721,1843,1970,2299,2417,1490,921,594,397,408,227,201,1181,1218,2320
223,531,309,1720,1844,1970,2299,2418,1491,917,595,399,410,224,203,1180,1216,2322
224,497,352,1704,1845,1959,2292,2417,1489,874,604,435,428,181,240,1159,1189,2333
225,497,356,1707,1849,1963,2295,2421,1493,870,609,436,434,178,241,1161,1189,2338
226,498,316,1664,1783,1911,2239,2357,1430,923,535,437,354,225,243,1127,1171,2262
227,475,351,1667,1802,1919,2251,2375,1447,882,561,455,389,184,259,1124,1159,2291
228,447,366,1626,1761,1878,2209,2333,1405,880,523,486,357,185,292,1085,1123,2253
229,435,388,1635,1783,1891,2225,2354,1425,850,551,495,391,153,299,1090,1121,2281
230,469,393,1694,1851,1954,2290,2421,1492,833,619,468,453,141,275,1145,1167,2349
231,474,399,1704,1864,1965,2302,2434,1505,826,633,467,467,139,275,1154,1173,2363
232,464,400,1691,1850,1952,2288,2420,1491,826,619,474,456,135,281,1141,1162,2350
233,512,423,1761,1932,2027,2365,2500,1572,809,702,457,533,161,275,1208,1218,2432
234,508,427,1758,1930,2024,2363,2499,1570,805,701,461,534,157,280,1205,1214,2431
235,501,433,1753,1927,2020,2359,2495,1567,798,700,469,535,149,287,1199,1207,2430
236,498,420,1744,1913,2009,2347,2482,1553,809,684,463,517,149,278,1191,1203,2414
237,499,435,1751,1926,2018,2357,2494,1565,796,699,472,534,147,289,1197,1205,2430
238,454,425,1693,1863,1957,2296,2431,1502,801,638,491,479,114,300,1141,1156,2368
239,405,450,1641,1817,1907,2246,2384,1456,781,602,534,456,83,339,1089,1105,2330
240,338,476,1549,1724,1813,2151,2290,1362,787,520,593,395,122,397,1000,1025,2243
241,327,487,1543,1722,1808,2147,2287,1359,777,523,603,401,118,407,993,1016,2244
242,235,572,1417,1610,1683,2025,2171,1244,770,450,712,381,219,518,867,897,2149
243,277,530,1486,1674,1752,2093,2237,1310,763,494,656,396,155,461,935,959,2206
244,405,407,1594,1744,1850,2184,2314,1385,846,516,527,365,157,332,1050,1085,2246
245,372,457,1596,1770,1860,2199,2337,1408,786,559,559,421,96,363,1045,1066,2285
246,272,533,1452,1632,1715,2054,2196,1268,790,452,672,363,198,478,904,937,2162
247,303,501,1487,1659,1748,2086,2225,1296,800,465,637,359,177,443,940,973,2183
248,295,510,1464,1634,1724,2061,2199,1271,810,442,652,345,202,459,918,955,2158
249,352,453,1530,1688,1788,2123,2256,1327,830,474,586,345,171,392,986,1022,2200
250,346,464,1478,1623,1730,2063,2193,1264,865,409,618,294,233,428,940,988,2134
251,342,469,1472,1618,1724,2057,2187,1259,864,406,624,293,236,434,934,983,2130
252,367,449,1479,1613,1727,2058,2183,1255,890,390,609,268,254,422,944,999,2118
253,347,466,1473,1616,1724,2056,2186,1257,870,401,621,287,240,432,935,985,2126
254,520,291,1674,1783,1918,2243,2358,1431,948,531,418,343,250,227,1140,1188,2255
255,336,485,1445,1589,1696,2029,2158,1229,873,380,646,279,261,458,909,962,2102
256,301,510,1445,1607,1702,2038,2173,1245,832,413,660,321,231,469,902,946,2129
257,334,493,1431,1573,1681,2013,2142,1213,880,366,657,272,275,471,896,952,2087
258,328,477,1490,1649,1747,2083,2217,1288,831,443,620,330,198,427,947,987,2166
259,330,474,1497,1657,1755,2090,2225,1296,829,450,615,334,191,422,954,993,2173
260,483,341,1552,1640,1786,2107,2216,1291,990,387,519,208,317,345,1032,1101,2113
261,412,409,1501,1616,1743,2070,2189,1261,933,378,577,234,281,395,973,1035,2108
262,424,381,1566,1693,1814,2143,2265,1337,901,455,527,298,222,337,1030,1079,2185
263,430,378,1546,1663,1790,2117,2236,1308,926,421,537,263,254,351,1015,1071,2152
264,434,375,1549,1664,1793,2119,2238,1310,928,422,534,263,256,348,1018,1074,2152
265,462,346,1571,1676,1812,2136,2251,1324,951,428,508,256,271,325,1043,1102,2157
266,377,429,1520,1659,1771,2103,2230,1301,873,434,577,299,216,387,982,1029,2163
267,486,319,1626,1737,1870,2196,2311,1385,941,487,461,307,247,272,1094,1145,2215
268,461,346,1619,1742,1867,2195,2316,1388,909,499,479,328,215,287,1082,1128,2228
270,277,549,1522,1728,1795,2139,2288,1362,715,555,656,452,101,460,966,976,2265
271,280,550,1529,1737,1802,2147,2297,1370,710,564,654,460,93,459,972,981,2274
272,298,547,1555,1765,1830,2175,2325,1399,701,589,642,479,65,447,998,1003,2301
273,305,547,1565,1776,1840,2185,2336,1410,697,600,638,487,54,444,1007,1011,2312
274,301,541,1555,1762,1828,2173,2322,1396,708,584,638,472,67,443,998,1004,2297
275,353,532,1619,1828,1894,2239,2389,1462,698,641,606,515,0,414,1060,1060,2359
276,351,534,1618,1828,1893,2238,2389,1462,696,641,608,516,2,417,1059,1059,2360
277,343,529,1606,1812,1880,2224,2374,1447,705,625,608,501,16,416,1048,1050,2343
278,411,513,1680,1884,1955,2299,2447,1519,713,684,566,544,61,380,1121,1119,2408
279,482,483,1749,1942,2022,2364,2507,1579,750,727,512,570,131,334,1192,1190,2456
280,218,615,1485,1717,1765,2113,2272,1348,659,578,720,497,137,525,925,924,2269
281,228,611,1498,1729,1778,2126,2284,1361,657,587,713,502,125,518,937,935,2280
282,222,619,1494,1728,1775,2123,2283,1360,650,590,720,507,131,525,933,929,2281
283,319,591,1600,1832,1882,2231,2389,1465,640,668,660,557,59,471,1039,1027,2376
284,361,626,1651,1897,1937,2289,2451,1529,600,739,673,623,111,491,1087,1062,2446
285,411,570,1695,1920,1976,2324,2479,1554,658,736,609,603,96,428,1133,1117,2455
286,226,588,1470,1685,1745,2090,2243,1318,702,534,704,452,150,508,913,923,2231
287,148,657,1392,1627,1671,2019,2180,1258,681,519,783,473,227,588,833,840,2187
288,159,646,1399,1629,1676,2024,2183,1260,689,515,773,464,220,577,840,849,2187
289,91,718,1322,1573,1604,1955,2121,1202,676,512,852,496,300,657,761,767,2145
290,198,697,1490,1758,1780,2134,2305,1388,566,657,785,588,181,593,925,901,2327
291,204,700,1496,1766,1787,2141,2313,1396,560,666,786,596,181,594,931,905,2335
292,191,698,1482,1751,1773,2126,2297,1380,569,652,789,585,184,595,918,894,2320
293,156,668,1431,1679,1715,2065,2230,1310,635,573,780,516,197,584,869,863,2243
294,258,749,1544,1836,1842,2199,2378,1466,489,749,816,674,218,628,979,934,2413
295,286,665,1577,1837,1867,2220,2388,1468,568,707,731,613,133,543,1013,986,2397
296,124,693,1401,1656,1686,2037,2204,1286,630,568,809,523,229,613,838,831,2225
297,205,642,1483,1727,1767,2117,2279,1358,630,601,742,525,148,548,921,913,2285
298,148,747,1439,1724,1733,2089,2266,1354,542,659,843,610,240,649,874,843,2304
299,225,793,1500,1809,1802,2161,2346,1438,460,752,867,693,264,678,936,884,2395
300,7,798,1297,1587,1590,1946,2125,1216,607,583,924,581,346,728,733,715,2178
301,19,805,1276,1565,1569,1924,2103,1194,622,570,934,576,363,739,712,698,2157
302,23,824,1289,1591,1585,1943,2126,1220,587,605,948,608,365,752,724,698,2187
303,0,804,1292,1584,1585,1942,2121,1213,606,585,930,585,353,734,727,708,2176
304,161,819,1427,1743,1729,2089,2276,1372,474,717,909,680,303,716,863,812,2336
305,45,759,1321,1595,1610,1964,2138,1224,627,561,885,549,312,689,758,748,2178
306,56,769,1347,1631,1639,1995,2172,1260,590,598,886,578,300,691,783,762,2216
307,73,781,1252,1521,1538,1891,2064,1150,677,516,922,531,372,727,691,694,2107
308,126,766,1415,1707,1711,2068,2247,1336,537,657,866,616,264,672,850,817,2291
309,133,757,1424,1712,1719,2075,2253,1341,541,655,855,611,253,661,859,827,2294
310,98,847,1347,1668,1649,2009,2198,1297,509,679,953,666,352,758,782,736,2268
312,79,840,1334,1650,1635,1994,2182,1280,527,662,950,651,353,755,769,727,2249
313,211,841,1465,1790,1770,2131,2321,1420,430,766,918,721,314,729,901,840,2386
314,223,824,1485,1805,1789,2150,2338,1434,436,767,898,716,296,709,921,863,2398
315,221,893,1440,1785,1750,2113,2310,1415,394,794,972,761,368,782,879,806,2391
316,209,947,1368,1732,1681,2046,2250,1364,400,793,1037,783,432,845,810,729,2349
317,163,931,1324,1679,1635,1998,2199,1310,452,746,1033,746,429,839,763,693,2294
318,92,894,1264,1596,1568,1929,2122,1226,544,661,1013,675,422,817,700,653,2205
319,99,901,1258,1593,1563,1924,2118,1224,542,665,1021,681,430,825,694,646,2204
320,294,963,1464,1836,1780,2146,2352,1467,314,873,1032,842,433,845,909,816,2451
321,362,1008,1509,1896,1828,2195,2407,1528,248,940,1065,905,476,883,958,853,2515
322,290,949,1472,1839,1788,2153,2357,1470,322,866,1017,832,419,830,916,826,2452
323,235,1004,1317,1702,1634,2000,2210,1335,402,813,1101,819,495,907,763,669,2328
324,249,1046,1233,1631,1552,1919,2134,1267,459,800,1156,829,554,961,682,585,2266
325,277,1081,1158,1565,1478,1845,2062,1203,520,788,1202,837,607,1006,609,509,2207
326,312,1008,1439,1827,1758,2125,2337,1460,294,896,1080,875,480,893,887,785,2450
327,396,1049,1514,1914,1836,2204,2420,1547,210,977,1104,945,517,922,968,853,2539
328,405,1060,1514,1918,1838,2205,2423,1552,201,986,1114,955,528,932,970,853,2545
329,448,1072,1564,1969,1888,2256,2474,1603,165,1025,1116,986,541,939,1020,901,2595
330,594,1214,1633,2077,1964,2333,2566,1715,12,1176,1245,1140,687,1074,1108,963,2716
331,606,1226,1638,2085,1970,2339,2572,1723,0,1187,1255,1151,698,1084,1115,968,2725
332,608,1226,1641,2088,1972,2341,2575,1725,2,1189,1255,1153,699,1085,1118,970,2727
333,585,1200,1633,2074,1964,2333,2564,1710,25,1165,1230,1127,673,1059,1107,964,2711
334,559,1169,1627,2059,1956,2325,2553,1694,56,1138,1200,1098,642,1029,1096,959,2692
335,413,1106,1468,1889,1794,2162,2386,1525,203,998,1168,980,575,984,930,803,2524
336,417,1116,1460,1885,1786,2155,2380,1521,204,1002,1180,987,586,995,923,794,2521
337,419,1127,1446,1875,1773,2142,2368,1512,212,1003,1193,992,597,1008,911,779,2513
338,435,1107,1503,1923,1829,2198,2421,1558,174,1019,1162,995,575,981,965,838,2556
339,508,1187,1517,1962,1847,2216,2448,1600,124,1093,1239,1074,655,1059,991,847,2604
341,545,1219,1538,1992,1870,2240,2475,1631,100,1130,1266,1110,687,1088,1018,868,2636
342,461,1159,1472,1911,1801,2170,2400,1548,175,1045,1219,1032,628,1036,942,803,2551
344,350,1040,1456,1855,1777,2145,2361,1488,257,934,1107,913,510,921,908,797,2481
346,397,1103,1445,1866,1771,2139,2362,1502,225,982,1169,968,573,984,906,780,2501
347,405,1066,1507,1913,1831,2198,2417,1547,201,987,1122,958,534,940,963,845,2541
349,511,1128,1599,2020,1926,2295,2519,1655,101,1090,1165,1051,599,990,1063,933,2651
350,137,902,1156,1470,1453,1811,1998,1100,660,577,1045,628,485,850,591,575,2080
351,134,902,1160,1475,1457,1816,2003,1105,655,581,1043,630,483,848,595,578,2085
352,144,908,1150,1466,1447,1805,1994,1096,662,580,1051,632,492,856,585,569,2077
354,195,956,1102,1435,1403,1763,1956,1066,675,601,1103,669,545,908,537,516,2054
355,184,915,1108,1416,1401,1759,1944,1046,710,550,1067,619,523,874,544,543,2026
356,176,864,1129,1409,1415,1769,1945,1038,741,497,1021,563,493,828,568,586,2008
357,138,833,1171,1445,1457,1810,1985,1075,720,498,985,546,451,792,610,623,2040
358,144,837,1165,1440,1451,1804,1979,1069,723,497,990,548,457,797,604,618,2035
359,100,842,1196,1485,1487,1842,2021,1114,675,537,986,574,434,791,632,630,2083
360,153,956,1192,1545,1500,1863,2062,1176,566,675,1083,712,498,888,629,576,2166
361,151,951,1182,1529,1488,1850,2048,1161,583,660,1081,700,499,885,618,570,2149
362,84,865,1209,1515,1504,1862,2047,1144,634,579,1002,611,435,806,644,626,2118
363,187,987,1233,1606,1547,1911,2117,1239,497,739,1102,766,505,907,675,599,2232
364,229,1031,1149,1532,1463,1828,2038,1166,559,727,1158,778,570,963,591,516,2166
365,296,1096,1099,1507,1418,1785,2002,1145,579,767,1226,831,639,1030,548,455,2151
366,308,1107,1088,1500,1408,1775,1994,1139,585,772,1238,839,652,1042,539,443,2146
367,201,988,1121,1476,1428,1790,1991,1109,624,656,1126,716,553,931,557,511,2103
368,102,907,1236,1570,1539,1900,2094,1200,562,652,1031,675,444,835,671,627,2182
369,249,1027,1070,1437,1379,1743,1947,1071,655,666,1170,740,602,975,508,460,2070
370,217,777,1163,1388,1433,1779,1938,1018,817,395,945,458,461,757,614,665,1964
371,201,776,1172,1402,1444,1791,1952,1032,802,407,941,464,450,752,622,667,1979
372,211,775,1168,1394,1438,1784,1944,1024,812,398,942,459,456,753,618,667,1970
373,112,761,1241,1493,1522,1873,2040,1123,717,476,910,496,378,716,683,700,2073
374,100,771,1242,1500,1524,1876,2045,1129,705,489,917,509,379,723,682,694,2082
376,208,598,1409,1614,1679,2022,2173,1247,743,470,734,409,217,539,855,879,2160
377,158,664,1328,1547,1601,1946,2102,1179,741,449,810,428,294,616,774,799,2106
378,154,666,1331,1552,1604,1950,2107,1184,735,455,810,433,290,616,776,799,2112
379,149,674,1322,1546,1596,1942,2099,1177,735,455,819,437,299,625,767,790,2107
380,321,936,998,1265,1276,1627,1801,894,864,465,1111,585,622,924,446,509,1871
381,333,957,979,1255,1259,1612,1788,885,865,482,1132,605,640,945,426,488,1866
382,304,855,1060,1286,1326,1672,1833,915,883,390,1033,501,568,849,518,592,1872
383,276,878,1057,1308,1332,1681,1850,937,843,434,1051,537,564,863,506,564,1904
384,195,826,1138,1392,1416,1766,1935,1021,780,447,989,514,481,798,582,618,1981
385,170,722,1241,1465,1513,1859,2017,1095,775,416,881,438,381,689,689,726,2033
386,315,971,986,1280,1272,1627,1809,910,833,513,1141,628,634,952,427,471,1896
387,373,1064,919,1260,1217,1577,1773,894,831,598,1231,722,710,1041,354,377,1895
388,250,938,1046,1345,1335,1691,1874,975,775,523,1100,616,577,909,484,506,1958
389,319,1018,973,1302,1269,1628,1821,934,796,575,1182,686,655,990,409,425,1929
390,343,1087,963,1338,1271,1635,1841,974,749,663,1242,768,693,1049,400,368,1979
391,365,1110,946,1331,1256,1621,1830,969,755,682,1265,789,715,1072,384,346,1976
392,354,1100,955,1336,1264,1629,1837,973,750,674,1255,780,705,1061,393,356,1979
393,279,1043,1032,1399,1340,1704,1908,1034,691,657,1191,743,631,996,469,429,2034
394,337,1117,1011,1416,1328,1694,1910,1055,670,733,1260,821,689,1065,457,380,2063
395,357,1151,1039,1466,1361,1729,1952,1108,622,791,1287,871,704,1091,495,389,2118
396,400,1163,939,1355,1256,1623,1843,998,733,744,1314,849,752,1119,387,310,2009
397,248,976,1044,1371,1342,1701,1893,1003,734,578,1132,665,590,939,479,476,1993
398,180,965,1286,1653,1599,1964,2168,1285,460,754,1071,765,469,877,727,651,2275
400,303,628,1272,1425,1522,1855,1990,1062,902,286,807,303,404,626,743,816,1961
401,297,672,1226,1389,1478,1813,1952,1024,902,288,853,335,439,672,697,772,1934
402,314,640,1254,1405,1502,1835,1970,1041,915,272,823,304,425,642,728,805,1940
403,292,586,1326,1482,1578,1912,2048,1119,878,319,759,295,349,574,792,855,2013
404,261,612,1312,1482,1568,1905,2046,1118,851,340,781,326,346,594,773,830,2021
405,291,595,1316,1472,1568,1902,2038,1109,880,314,769,298,358,584,782,847,2004
406,304,604,1298,1449,1548,1881,2015,1086,897,294,782,291,382,600,768,838,1981
407,219,627,1323,1513,1586,1927,2073,1147,805,387,786,366,316,596,777,820,2060
408,225,598,1366,1556,1630,1971,2117,1190,792,411,749,366,273,558,819,857,2098
409,214,619,1341,1534,1606,1947,2094,1168,792,403,773,372,295,582,793,833,2081
410,349,558,1332,1459,1574,1902,2028,1100,936,267,742,240,384,564,809,886,1976
