ZIP3,PMF
371,0.001813464
372,0.002140909
373,0.001487021
374,0.000505687
376,0.001100496
377,0.000773051
378,0.000921252
379,0.001724343
380,0.000981334
381,0.001546101
382,0.000386525
383,0.000564768
384,0.000178242
385,0.000267363
386,0.000653889
387,0.000148201
388,0.000475646
389,5.91E-05
390,0.000178242
391,0.000297404
392,0.000119162
393,0.000297404
394,0.000653889
395,0.001100496
396,0.000178242
397,0.000119162
398,0.000148201
400,0.000862172
401,0.000862172
402,0.002735718
403,0.000624849
404,0.000238324
405,0.001129535
406,0.000119162
407,0.000297404
410,0.001843505
411,8.91E-05
413,5.91E-05
414,0.000119162
415,0.000148201
416,5.91E-05
417,5.91E-05
418,0.000119162
420,0.000505687
421,0.000803091
422,0.000416566
423,0.000505687
424,0.000327445
425,0.000297404
426,0.000119162
427,0.000594808
430,0.002438314
431,0.001576142
432,0.002289111
433,0.000594808
434,0.000445606
435,0.000683929
436,0.001248697
437,0.000267363
438,0.000148201
439,0.000327445
440,0.003092202
441,0.004162657
442,0.001576142
443,0.000892213
444,0.000951293
445,0.000564768
446,0.001070455
447,0.000624849
448,0.000594808
449,0.000267363
450,0.002289111
451,0.000505687
452,0.002230031
453,0.001337818
454,0.000981334
455,0.000178242
456,0.000951293
457,0.000119162
458,0.000892213
460,0.001843505
461,0.002021748
462,0.002764757
463,0.002646597
464,0.000208283
465,0.0013979
466,0.000356484
467,0.000951293
468,0.001189617
469,0.000505687
470,0.000386525
471,0.000594808
472,0.000475646
473,0.000653889
474,0.000475646
475,0.000297404
476,0.000594808
477,0.00071397
478,0.000534727
479,0.00074301
480,0.004340899
481,0.005797879
482,0.002764757
483,0.003270445
484,0.002051788
485,0.000832131
486,0.000386525
487,0.000386525
488,0.00151606
489,0.000505687
490,0.002497394
491,0.000416566
492,0.001635222
493,0.00071397
494,0.001754384
495,0.001040414
496,0.000564768
497,0.000327445
498,0.000386525
499,0.000148201
500,0.000773051
501,0.000238324
502,0.000653889
503,0.000624849
504,0.000475646
505,0.000327445
506,0.000386525
507,0.000267363
508,0.000386525
510,0.000119162
511,0.000267363
513,0.000178242
514,5.91E-05
515,0.000505687
520,0.000267363
521,3.00E-05
522,0.000327445
523,0.000534727
524,0.000327445
525,8.91E-05
526,0.000297404
527,0.000594808
528,0.000267363
530,0.001248697
531,0.001605181
532,0.001902586
534,0.000445606
535,0.001159576
537,0.00074301
538,8.91E-05
539,0.001040414
540,0.000534727
541,0.000356484
542,0.000208283
543,0.000624849
544,0.000683929
545,3.00E-05
546,0.000624849
547,0.000386525
548,0.000445606
549,0.001129535
550,0.001546101
551,0.001902586
553,0.002438314
554,0.002735718
557,0.000267363
558,0.000594808
559,0.000505687
560,0.000386525
561,0.000148201
562,8.91E-05
563,0.000505687
564,0.000475646
565,0.000267363
566,0.000119162
567,0.000297404
570,0.000445606
571,0.001011374
572,5.91E-05
573,8.91E-05
574,8.91E-05
575,0.000119162
576,0.000119162
577,0.000416566
580,0.000119162
581,0.000327445
582,0.000505687
583,0.000148201
584,0.000119162
585,0.000624849
586,8.91E-05
587,0.000624849
588,0.000148201
590,0.000178242
591,0.000178242
592,3.00E-05
593,3.00E-05
594,0.000356484
595,3.00E-05
596,0.000208283
597,0.000564768
598,0.000803091
599,0.000208283
600,0.004043495
601,0.004519142
602,0.000208283
603,0.000178242
604,0.003776132
605,0.003270445
606,0.008592677
607,0.00074301
608,0.000564768
609,0.000297404
610,0.0013979
611,0.000832131
612,0.000267363
613,0.000327445
614,0.000327445
615,0.00074301
616,0.000683929
617,0.000564768
618,0.00071397
619,0.000297404
620,0.000803091
622,0.000653889
623,0.000208283
624,0.000386525
625,0.000119162
626,0.000178242
627,0.000445606
628,0.000356484
629,0.000505687
630,0.002289111
631,0.002557476
633,0.002378232
635,8.91E-05
636,0.000386525
637,0.000386525
638,0.000327445
639,0.000178242
640,0.001932626
641,0.00217095
644,5.91E-05
645,0.000119162
646,5.91E-05
647,0.000208283
648,0.001011374
650,8.91E-05
651,0.000267363
652,0.000653889
653,0.000892213
654,0.000356484
655,0.000327445
656,0.000475646
657,0.000803091
658,0.001100496
660,0.001040414
661,0.000208283
662,0.000564768
664,0.000208283
665,0.000386525
666,0.000505687
667,0.000208283
668,8.91E-05
669,5.91E-05
670,0.000475646
671,0.000148201
672,0.001278738
673,5.91E-05
674,0.000148201
675,0.000119162
676,0.000178242
677,5.91E-05
678,0.000148201
679,5.91E-05
680,0.000683929
681,0.001546101
683,5.91E-05
684,3.00E-05
685,0.001011374
686,3.00E-05
687,0.000148201
688,0.000208283
689,3.00E-05
690,3.00E-05
691,5.91E-05
693,0.000119162
700,0.001635222
701,0.001218656
703,0.000594808
704,0.001426939
705,0.001070455
706,0.000892213
707,0.000683929
708,0.000981334
710,0.000208283
711,0.00074301
712,0.00074301
713,0.000238324
714,0.000564768
716,0.000148201
718,0.000148201
719,0.000267363
720,0.001070455
721,0.001100496
722,0.000773051
723,8.91E-05
724,0.000505687
725,0.000238324
726,0.000297404
727,0.001337818
728,5.91E-05
729,0.000653889
730,0.001605181
731,0.00217095
734,0.000148201
735,0.000505687
736,0.000119162
737,0.000297404
739,0.000148201
740,0.002378232
741,0.001070455
743,0.000208283
744,0.000356484
745,0.000148201
746,0.000119162
747,0.000119162
748,0.000445606
749,0.000148201
750,0.005500475
751,0.001991707
752,0.003895294
754,0.001011374
755,0.000208283
756,0.000564768
757,0.000475646
758,0.000238324
759,0.000356484
760,0.002349193
761,0.001487021
762,0.001635222
763,0.000238324
764,0.000178242
765,0.001546101
766,3.00E-05
767,0.000475646
768,0.000119162
769,0.000386525
770,0.006540889
773,0.003092202
774,0.003835212
775,0.002438314
776,0.000832131
777,0.000267363
778,0.000653889
779,0.000416566
780,0.000981334
781,0.001070455
782,0.005024829
783,0.000267363
784,0.001218656
785,0.002764757
786,0.002319152
787,0.00291396
788,0.000119162
789,8.91E-05
790,0.000238324
791,0.000564768
792,5.91E-05
793,0.000178242
794,0.001011374
795,3.00E-05
796,0.000475646
797,0.001159576
798,0.000178242
799,0.003211364
800,0.004460061
801,0.01094187
802,0.016323183
803,0.000624849
804,0.000951293
805,0.006035202
806,0.002080828
807,0.000445606
808,0.000564768
809,0.003033122
810,0.001070455
811,0.000327445
812,0.000327445
813,0.000148201
814,0.000119162
815,0.000683929
816,0.000862172
820,0.000297404
823,0.000178242
824,0.000178242
825,5.91E-05
826,8.91E-05
828,3.00E-05
829,0.000119162
830,3.00E-05
831,3.00E-05
832,0.000327445
833,0.000208283
834,0.000773051
835,0.000238324
836,0.002260071
837,0.00217095
838,0.000564768
840,0.005470434
841,0.002319152
843,0.000505687
844,0.000862172
845,5.91E-05
846,0.000624849
847,0.001100496
850,0.004579223
851,0.001635222
852,0.010019617
853,0.009752253
855,0.000238324
856,0.000534727
857,0.002467353
859,0.000238324
860,0.000475646
863,0.000475646
864,0.000773051
865,5.91E-05
870,0.000534727
871,0.003359566
873,8.91E-05
874,0.000148201
875,0.000386525
877,3.00E-05
880,0.000773051
881,0.000208283
882,0.001100496
883,0.000238324
884,5.91E-05
890,0.003954374
891,0.00651185
894,0.001337818
895,0.001635222
897,0.000327445
898,0.000238324
900,0.007433102
902,0.003687011
903,0.000356484
904,0.000356484
905,0.000594808
906,0.002705677
907,0.002378232
908,0.001487021
910,0.001011374
911,0.000416566
912,0.000564768
913,0.00582792
914,0.001605181
915,0.000445606
916,0.000981334
917,0.005678717
918,0.000386525
919,0.001843505
920,0.00359789
921,0.004490102
922,0.003508768
923,0.004192698
924,0.000445606
925,0.006035202
926,0.004876627
927,0.001843505
928,0.00437094
930,0.00219999
931,0.00071397
932,0.001962667
933,0.001218656
934,0.001337818
935,0.002051788
936,0.001546101
937,0.001694303
939,0.000564768
940,0.002260071
941,0.0013979
943,8.91E-05
944,0.000238324
945,0.006481809
946,0.000951293
947,5.91E-05
948,0.000327445
949,0.000892213
950,0.002051788
951,0.002646597
952,0.001784425
953,0.003895294
954,0.000951293
955,0.000267363
956,0.003448687
957,0.000862172
958,0.002319152
959,0.001426939
960,0.001159576
961,0.000445606
970,0.002497394
971,0.000981334
972,0.003419647
973,0.001367859
974,0.001426939
975,0.000921252
976,0.000267363
977,0.000564768
978,5.91E-05
979,8.91E-05
980,0.003448687
981,0.003062161
982,0.002586515
983,0.003033122
984,0.001159576
985,0.001576142
986,0.001902586
988,0.000594808
989,0.001129535
990,0.000327445
992,0.001040414
993,0.000951293
994,3.00E-05
