zip3,pmf,market,state,units_2026,units_2026_conservative,units_2026_optimistic
119,0.0011295359951212119,Primary,NY,104.91130322685814,101.4955863776116,109.3029391758894
120,0.0013678602050848406,Secondary,NY,127.04685584827998,122.91044658810343,132.36509632564983
121,0.001070455943071686,Secondary,NY,99.42394799249817,96.18688922064939,103.5858806991609
122,0.0007139706290081242,Secondary,NY,66.31359202227456,64.154544840154,69.08950982785815
123,0.0007430106545923867,Secondary,NY,69.01082959854087,66.76396537905349,71.89965502359607
124,0.0011595770215873562,Primary,NY,107.70151376503362,104.19495285175346,112.20994922496527
125,0.0024082751216903822,Primary,NY,223.68059330260266,216.39796933461096,233.04396697573486
126,5.9100052067145876e-05,Primary,NY,5.489212835996508,5.310494278545459,5.718993838433572
127,0.00029740426201315485,Primary,NY,27.62290785578182,26.72355736745404,28.779215626488963
128,0.00044560639257923185,Secondary,NY,41.38792174275905,40.04040801159945,43.1204393971071
129,0.000624849550492454,Secondary,NY,58.03602624973912,56.146481209049945,60.46544130205378
130,0.0008030917075237944,Secondary,NY,74.59115779481,72.16260847125805,77.71357835366253
131,0.000238324209963629,Secondary,NY,22.13555262142186,21.41486021049184,23.06215714976045
132,0.0013979012315509852,Secondary,NY,129.8370663864555,125.60981306224531,135.27210637472572
133,0.00029740426201315485,Secondary,NY,27.62290785578182,26.72355736745404,28.779215626488963
134,0.0009212528116237271,Secondary,NY,85.56596114361176,82.7800926412616,89.1477920752048
135,8.910007849716916e-05,Secondary,NY,8.27561529081707,8.00617665344163,8.622036396014064
136,0.0013678602050848406,Secondary,NY,127.04685584827998,122.91044658810343,132.36509632564983
137,0.00041656636699496935,Secondary,NY,38.690684166492744,37.43098747269996,40.31029420136919
138,0.0007139706290081242,Secondary,NY,66.31359202227456,64.154544840154,69.08950982785815
139,0.00032744528847929914,Secondary,NY,30.4131183939573,29.4229238415959,31.686225675564813
140,0.0011295359951212119,Secondary,NY,104.91130322685814,101.4955863776116,109.3029391758894
141,0.0011896180480535003,Secondary,NY,110.4917243032091,106.89431932589531,115.11695927404111
142,0.002853880514268733,Secondary,NY,265.0684221652799,256.43828749013124,276.16430960475674
143,0.00026736323554701056,Secondary,NY,24.832697317606335,24.024190893312177,25.872205577413116
144,0.0011004969695378303,Secondary,NY,102.21415853067366,98.88625569479126,106.49289074823675
145,0.0009212528116237271,Secondary,NY,85.56596114361176,82.7800926412616,89.1477920752048
146,0.002616558305187867,Secondary,NY,243.02593538584904,235.11346307096093,253.19911407641948
147,0.0008030917075237944,Secondary,NY,74.59115779481,72.16260847125805,77.71357835366253
148,0.0008030917075237944,Secondary,NY,74.59115779481,72.16260847125805,77.71357835366253
149,0.00017824215703134036,Secondary,NY,16.55513154507089,16.016127262208116,17.24813705160874
150,0.0010404149166055416,Secondary,PA,96.63373745432268,93.48752274650754,100.67887065008503
151,0.0015761433885823255,Secondary,PA,146.39219793152637,141.6259403244534,152.52024342633445
152,0.0022600729911243056,Secondary,PA,209.91557941562547,203.08111869046556,218.70274320511678
153,0.0005647684975610464,Secondary,PA,52.45569805346998,50.74783811684538,54.65151797198733
154,0.0001191621049818145,Secondary,PA,11.06777631071093,10.70743010524592,11.531078574880224
155,0.00026736323554701056,Secondary,PA,24.832697317606335,24.024190893312177,25.872205577413116
156,0.0007139706290081242,Secondary,PA,66.31359202227456,64.154544840154,69.08950982785815
157,0.0001191621049818145,Secondary,PA,11.06777631071093,10.70743010524592,11.531078574880224
158,0.00014820113056519604,Secondary,PA,13.764921006895406,13.316760788066253,14.341127002532888
159,8.910007849716916e-05,Secondary,PA,8.27561529081707,8.00617665344163,8.622036396014064
160,0.0008621727595742013,Secondary,PA,80.0786059092518,77.47139548429942,83.4307335984763
161,0.00041656636699496935,Secondary,PA,38.690684166492744,37.43098747269996,40.31029420136919
162,0.00017824215703134036,Secondary,PA,16.55513154507089,16.016127262208116,17.24813705160874
163,8.910007849716916e-05,Secondary,PA,8.27561529081707,8.00617665344163,8.622036396014064
164,0.000238324209963629,Secondary,PA,22.13555262142186,21.41486021049184,23.06215714976045
165,0.00041656636699496935,Secondary,PA,38.690684166492744,37.43098747269996,40.31029420136919
166,0.0005948085240263097,Secondary,PA,55.24581571156364,53.44711473490808,57.558431252977925
168,0.0001191621049818145,Secondary,PA,11.06777631071093,10.70743010524592,11.531078574880224
169,3.0000026430023288e-05,Secondary,PA,2.7864024548205624,2.695682374896172,2.903042557580493
170,0.002378234095224238,Primary,PA,220.89038276442722,213.6986028604691,230.13695692665905
171,0.0006538895760767165,Primary,PA,60.73326382600543,58.75590174794943,63.2755864977917
172,0.000624849550492454,Primary,PA,58.03602624973912,56.146481209049945,60.46544130205378
173,0.0011595770215873562,Primary,PA,107.70151376503362,104.19495285175346,112.20994922496527
174,0.00044560639257923185,Primary,PA,41.38792174275905,40.04040801159945,43.1204393971071
175,0.0007430106545923867,Primary,PA,69.01082959854087,66.76396537905349,71.89965502359607
176,0.0008321317331080569,Primary,PA,77.2883953710763,74.77202901015754,80.52372354940043
177,0.0008030917075237944,Secondary,PA,74.59115779481,72.16260847125805,77.71357835366253
178,0.000624849550492454,Secondary,PA,58.03602624973912,56.146481209049945,60.46544130205378
179,0.00032744528847929914,Primary,PA,30.4131183939573,29.4229238415959,31.686225675564813
180,0.002527437226672197,Primary,PA,234.74836961331363,227.1053994398569,244.57504555061513
181,0.0007139706290081242,Primary,PA,66.31359202227456,64.154544840154,69.08950982785815
182,0.0010113748910212791,Primary,PA,93.9364998780564,90.87810220760804,97.86872545434713
183,0.0011004969695378303,Primary,PA,102.21415853067366,98.88625569479126,106.49289074823675
184,0.0012787391265691706,Primary,PA,118.76929007574455,114.90238295699938,123.74102779984548
185,0.00041656636699496935,Primary,PA,38.690684166492744,37.43098747269996,40.31029420136919
186,0.00032744528847929914,Secondary,PA,30.4131183939573,29.4229238415959,31.686225675564813
187,0.000773051681058531,Primary,PA,71.80104013671635,69.46333185319536,74.80666507267192
188,0.00020828318349748467,Secondary,PA,19.345342083246372,18.71549373634998,20.155147100684594
189,0.0011295359951212119,Primary,PA,104.91130322685814,101.4955863776116,109.3029391758894
190,0.003776135326775223,Primary,PA,350.72744915088265,339.3084159227144,365.4090633013847
191,0.00570876302942023,Primary,PA,530.2299101725508,512.9666107715841,552.4255808309367
193,0.0011595770215873562,Primary,PA,107.70151376503362,104.19495285175346,112.20994922496527
194,0.0011004969695378303,Primary,PA,102.21415853067366,98.88625569479126,106.49289074823675
195,0.0009813348645560157,Primary,PA,91.14638221996272,88.17882558954533,94.9618121733565
196,0.0009212528116237271,Primary,PA,85.56596114361176,82.7800926412616,89.1477920752048
197,0.001605182414165707,Primary,DE,149.08934262771086,144.23527100727375,155.33029185398712
198,0.0009212528116237271,Primary,DE,85.56596114361176,82.7800926412616,89.1477920752048
199,0.0015761433885823255,Primary,DE,146.39219793152637,141.6259403244534,152.52024342633445
200,0.0027948004622192074,Primary,DC,259.5810669309199,251.12959033316906,270.4472511280282
201,0.0036269321953272646,Primary,VA,336.8694623019963,325.9016193433266,350.97097467742867
206,0.001218657073636882,Primary,MD,113.18886899939358,109.50365000871564,117.92700770169377
207,0.0032404068547984394,Primary,MD,300.968988673679,291.16999834476854,313.56769052513533
208,0.001843506624129336,Primary,MD,171.22489524913271,165.6501312177656,178.39244900374757
209,0.0004756464190444952,Primary,MD,44.17803940085271,42.73968462966216,46.02735267809771
210,0.002289113016708568,Primary,MD,212.61281699189175,205.69053922936504,221.51288840085465
211,0.001991708754695413,Primary,MD,184.98990913610993,178.966981861911,192.7336727743657
212,0.0039243364573404195,Primary,MD,364.4923701577781,352.6251767107807,379.75019030391763
214,0.00032744528847929914,Primary,MD,30.4131183939573,29.4229238415959,31.686225675564813
215,0.00041656636699496935,Secondary,MD,38.690684166492744,37.43098747269996,40.31029420136919
216,0.0005647684975610464,Primary,MD,52.45569805346998,50.74783811684538,54.65151797198733
217,0.0017844265720798102,Primary,MD,165.73754001477275,160.3414340608034,172.67539052701903
218,0.000386525340528825,Primary,MD,35.90047362831726,34.73162099855809,37.40328415229333
219,0.0005056874455106396,Primary,MD,46.9682499390282,45.43905110380402,48.934362727173564
220,0.0007430106545923867,Primary,VA,69.01082959854087,66.76396537905349,71.89965502359607
221,0.0014269402571343666,Primary,VA,132.53421108263996,128.21914374506562,138.08215480237837
222,0.000534727471094902,Primary,VA,49.665487515294494,48.04847164270351,51.744507922911474
223,0.0009512938380898713,Primary,VA,88.35617168178723,85.47945911540347,92.05480212428066
224,0.0008030917075237944,Primary,VA,74.59115779481,72.16260847125805,77.71357835366253
225,0.0004756464190444952,Primary,VA,44.17803940085271,42.73968462966216,46.02735267809771
226,0.0005948085240263097,Primary,VA,55.24581571156364,53.44711473490808,57.558431252977925
227,0.000238324209963629,Primary,VA,22.13555262142186,21.41486021049184,23.06215714976045
228,0.00032744528847929914,Secondary,VA,30.4131183939573,29.4229238415959,31.686225675564813
229,0.000773051681058531,Secondary,VA,71.80104013671635,69.46333185319536,74.80666507267192
230,0.0013378191786186963,Secondary,VA,124.25664531010449,120.21108011396156,129.458086276574
231,0.0007139706290081242,Secondary,VA,66.31359202227456,64.154544840154,69.08950982785815
232,0.0016943044926822583,Secondary,VA,157.3670012803281,152.24342449445697,163.95445714787675
233,0.0005647684975610464,Secondary,VA,52.45569805346998,50.74783811684538,54.65151797198733
234,0.002289113016708568,Secondary,VA,212.61281699189175,205.69053922936504,221.51288840085465
235,0.000624849550492454,Secondary,VA,58.03602624973912,56.146481209049945,60.46544130205378
236,0.0019326277026450061,Secondary,VA,179.50246102166813,173.65819484886964,187.01651752955192
237,0.000386525340528825,Secondary,VA,35.90047362831726,34.73162099855809,37.40328415229333
238,0.0017243445191475215,Secondary,VA,160.15711893842177,154.94270111251967,166.86137042886733
239,0.00020828318349748467,Primary,VA,19.345342083246372,18.71549373634998,20.155147100684594
240,0.0008922137860403455,Secondary,VA,82.86881644742728,80.17076195844128,86.33774364755214
241,0.0006839296025419799,Secondary,VA,63.523381484099076,61.455178366012134,66.1824997787823
242,0.00032744528847929914,Secondary,VA,30.4131183939573,29.4229238415959,31.686225675564813
243,0.0005948085240263097,Secondary,VA,55.24581571156364,53.44711473490808,57.558431252977925
244,0.00044560639257923185,Secondary,VA,41.38792174275905,40.04040801159945,43.1204393971071
245,0.0007139706290081242,Primary,VA,66.31359202227456,64.154544840154,69.08950982785815
246,0.00020828318349748467,Secondary,VA,19.345342083246372,18.71549373634998,20.155147100684594
247,0.00017824215703134036,Secondary,WV,16.55513154507089,16.016127262208116,17.24813705160874
249,0.00020828318349748467,Secondary,WV,19.345342083246372,18.71549373634998,20.155147100684594
250,0.0003564843140626807,Secondary,WV,33.11026309014178,32.03225452441623,34.49627410321748
251,0.00014820113056519604,Secondary,WV,13.764921006895406,13.316760788066253,14.341127002532888
252,0.00029740426201315485,Secondary,WV,27.62290785578182,26.72355736745404,28.779215626488963
253,0.00026736323554701056,Secondary,WV,24.832697317606335,24.024190893312177,25.872205577413116
254,0.000534727471094902,Primary,WV,49.665487515294494,48.04847164270351,51.744507922911474
255,0.00029740426201315485,Secondary,WV,27.62290785578182,26.72355736745404,28.779215626488963
256,0.0001191621049818145,Secondary,WV,11.06777631071093,10.70743010524592,11.531078574880224
257,0.00032744528847929914,Secondary,WV,30.4131183939573,29.4229238415959,31.686225675564813
258,0.0001191621049818145,Secondary,WV,11.06777631071093,10.70743010524592,11.531078574880224
259,8.910007849716916e-05,Secondary,WV,8.27561529081707,8.00617665344163,8.622036396014064
260,0.00044560639257923185,Secondary,WV,41.38792174275905,40.04040801159945,43.1204393971071
261,0.0005056874455106396,Secondary,WV,46.9682499390282,45.43905110380402,48.934362727173564
262,0.00026736323554701056,Secondary,WV,24.832697317606335,24.024190893312177,25.872205577413116
263,0.0001191621049818145,Secondary,WV,11.06777631071093,10.70743010524592,11.531078574880224
264,0.000238324209963629,Secondary,WV,22.13555262142186,21.41486021049184,23.06215714976045
265,0.0006538895760767165,Secondary,WV,60.73326382600543,58.75590174794943,63.2755864977917
266,3.0000026430023288e-05,Secondary,WV,2.7864024548205624,2.695682374896172,2.903042557580493
268,0.00014820113056519604,Secondary,WV,13.764921006895406,13.316760788066253,14.341127002532888
270,0.000534727471094902,Secondary,NC,49.665487515294494,48.04847164270351,51.744507922911474
271,0.0006839296025419799,Primary,NC,63.523381484099076,61.455178366012134,66.1824997787823
272,0.0014269402571343666,Primary,NC,132.53421108263996,128.21914374506562,138.08215480237837
273,0.0008321317331080569,Primary,NC,77.2883953710763,74.77202901015754,80.52372354940043
274,0.0010404149166055416,Primary,NC,96.63373745432268,93.48752274650754,100.67887065008503
275,0.004221740719353574,Primary,NC,392.1152780135599,379.34873407823466,408.5294059304066
276,0.0014870223100666552,Primary,NC,138.11463215899093,133.61787669334936,143.89617490053007
277,0.0008922137860403455,Primary,NC,82.86881644742728,80.17076195844128,86.33774364755214
278,0.0013077781521525522,Primary,NC,121.46643477192903,117.5117136398197,126.55107622749814
279,0.0007139706290081242,Secondary,NC,66.31359202227456,64.154544840154,69.08950982785815
280,0.0026756383572373926,Secondary,NC,248.51329062020898,240.42216022792311,258.916172553148
281,0.0015160613356500368,Secondary,NC,140.8117768551754,136.22720737616967,146.70622332818274
282,0.0026756383572373926,Secondary,NC,248.51329062020898,240.42216022792311,258.916172553148
283,0.002438316148156527,Primary,NC,226.4708038407782,219.09733580875283,235.95097702481075
284,0.001605182414165707,Secondary,NC,149.08934262771086,144.23527100727375,155.33029185398712
285,0.0017844265720798102,Primary,NC,165.73754001477275,160.3414340608034,172.67539052701903
286,0.0015761433885823255,Secondary,NC,146.39219793152637,141.6259403244534,152.52024342633445
287,0.0015461023621161812,Secondary,NC,143.6019873933509,138.92657385031154,149.6132333772586
288,0.0006839296025419799,Secondary,NC,63.523381484099076,61.455178366012134,66.1824997787823
289,0.00017824215703134036,Primary,NC,16.55513154507089,16.016127262208116,17.24813705160874
290,0.0009512938380898713,Secondary,SC,88.35617168178723,85.47945911540347,92.05480212428066
291,0.0009813348645560157,Secondary,SC,91.14638221996272,88.17882558954533,94.9618121733565
292,0.0005056874455106396,Secondary,SC,46.9682499390282,45.43905110380402,48.934362727173564
293,0.0011295359951212119,Secondary,SC,104.91130322685814,101.4955863776116,109.3029391758894
294,0.003330528934195991,Secondary,SC,309.3395274081236,299.2680079111149,322.28862390427764
295,0.0013979012315509852,Secondary,SC,129.8370663864555,125.60981306224531,135.27210637472572
296,0.003151285776282769,Secondary,SC,292.69142290114354,283.16193471366444,304.94362199933096
297,0.000773051681058531,Secondary,SC,71.80104013671635,69.46333185319536,74.80666507267192
298,0.00014820113056519604,Secondary,SC,13.764921006895406,13.316760788066253,14.341127002532888
299,0.0007430106545923867,Secondary,SC,69.01082959854087,66.76396537905349,71.89965502359607
300,0.007433108548568631,Primary,GA,690.3871219910544,667.9094017401828,719.2870480278892
301,0.002973042619250548,Primary,GA,276.13619847599085,267.14571759537716,287.695388179637
302,0.0026756383572373926,Primary,GA,248.51329062020898,240.42216022792311,258.916172553148
303,0.004430023902851059,Primary,GA,411.4606200968063,398.0642278145847,428.6845530310912
304,0.000534727471094902,Secondary,GA,49.665487515294494,48.04847164270351,51.744507922911474
305,0.0014569812836005111,Primary,GA,135.32442162081546,130.91851021920752,140.98916485145423
306,0.0013378191786186963,Primary,GA,124.25664531010449,120.21108011396156,129.458086276574
307,0.0008922137860403455,Primary,GA,82.86881644742728,80.17076195844128,86.33774364755214
308,0.00044560639257923185,Secondary,GA,41.38792174275905,40.04040801159945,43.1204393971071
309,0.0004756464190444952,Secondary,GA,44.17803940085271,42.73968462966216,46.02735267809771
310,0.0006839296025419799,Primary,GA,63.523381484099076,61.455178366012134,66.1824997787823
312,0.00026736323554701056,Primary,GA,24.832697317606335,24.024190893312177,25.872205577413116
313,0.0009212528116237271,Secondary,GA,85.56596114361176,82.7800926412616,89.1477920752048
314,0.0009813348645560157,Secondary,GA,91.14638221996272,88.17882558954533,94.9618121733565
315,0.0010404149166055416,Secondary,GA,96.63373745432268,93.48752274650754,100.67887065008503
316,0.00041656636699496935,Secondary,GA,38.690684166492744,37.43098747269996,40.31029420136919
317,0.0005056874455106396,Secondary,GA,46.9682499390282,45.43905110380402,48.934362727173564
318,0.00014820113056519604,Primary,GA,13.764921006895406,13.316760788066253,14.341127002532888
319,0.00026736323554701056,Primary,GA,24.832697317606335,24.024190893312177,25.872205577413116
320,0.002080829833211083,Secondary,FL,193.26747490864537,186.97504549301507,201.35774130017006
321,0.0013979012315509852,Primary,FL,129.8370663864555,125.60981306224531,135.27210637472572
322,0.003448690038295924,Secondary,FL,320.31433075692536,309.8854920811185,333.7228376258199
323,0.0006538895760767165,Secondary,FL,60.73326382600543,58.75590174794943,63.2755864977917
324,0.0011595770215873562,Secondary,FL,107.70151376503362,104.19495285175346,112.20994922496527
325,0.001991708754695413,Secondary,FL,184.98990913610993,178.966981861911,192.7336727743657
326,0.0013678602050848406,Primary,FL,127.04685584827998,122.91044658810343,132.36509632564983
327,0.0036569732217934083,Primary,FL,339.6596728401717,328.6009858174684,353.8779847265045
328,0.004965752374827843,Primary,FL,461.21908057401,446.20264539253054,480.5259258073406
329,0.0018134655976631917,Primary,FL,168.4346847109572,162.95076474362372,175.4854389546717
330,0.00648181471047876,Primary,FL,602.0309503092672,582.4299426247793,627.2322459036085
331,0.007819633889097457,Primary,FL,726.2875956193717,702.641022738741,756.6903321801825
333,0.002557478253138341,Primary,FL,237.5385801514891,229.80476591399875,247.48205559969097
334,0.005530520872388889,Primary,FL,513.6747786274799,496.95048350937594,535.177443779328
335,0.0022600729911243056,Primary,FL,209.91557941562547,203.08111869046556,218.70274320511678
336,0.002438316148156527,Primary,FL,226.4708038407782,219.09733580875283,235.95097702481075
337,0.0018134655976631917,Primary,FL,168.4346847109572,162.95076474362372,175.4854389546717
338,0.0027948004622192074,Primary,FL,259.5810669309199,251.12959033316906,270.4472511280282
339,0.0028248414886853515,Secondary,FL,262.3712774690954,253.8289568073109,273.35426117710404
341,0.0008621727595742013,Primary,FL,80.0786059092518,77.47139548429942,83.4307335984763
342,0.001843506624129336,Secondary,FL,171.22489524913271,165.6501312177656,178.39244900374757
344,0.0012787391265691706,Primary,FL,118.76929007574455,114.90238295699938,123.74102779984548
346,0.0016943044926822583,Primary,FL,157.3670012803281,152.24342449445697,163.95445714787675
347,0.004638307086348543,Primary,FL,430.80596218005263,416.77972155093465,448.83970013177577
349,0.0013077781521525522,Secondary,FL,121.46643477192903,117.5117136398197,126.55107622749814
350,0.001070455943071686,Secondary,AL,99.42394799249817,96.18688922064939,103.5858806991609
351,0.00032744528847929914,Secondary,AL,30.4131183939573,29.4229238415959,31.686225675564813
352,0.0007430106545923867,Secondary,AL,69.01082959854087,66.76396537905349,71.89965502359607
354,0.00041656636699496935,Secondary,AL,38.690684166492744,37.43098747269996,40.31029420136919
355,3.0000026430023288e-05,Secondary,AL,2.7864024548205624,2.695682374896172,2.903042557580493
356,0.0010113748910212791,Secondary,AL,93.9364998780564,90.87810220760804,97.86872545434713
357,0.000386525340528825,Primary,AL,35.90047362831726,34.73162099855809,37.40328415229333
358,0.0007139706290081242,Primary,AL,66.31359202227456,64.154544840154,69.08950982785815
359,0.000624849550492454,Primary,AL,58.03602624973912,56.146481209049945,60.46544130205378
360,0.0007430106545923867,Secondary,AL,69.01082959854087,66.76396537905349,71.89965502359607
361,0.0008621727595742013,Secondary,AL,80.0786059092518,77.47139548429942,83.4307335984763
362,0.00017824215703134036,Primary,AL,16.55513154507089,16.016127262208116,17.24813705160874
363,0.00014820113056519604,Secondary,AL,13.764921006895406,13.316760788066253,14.341127002532888
364,8.910007849716916e-05,Secondary,AL,8.27561529081707,8.00617665344163,8.622036396014064
