zip3,market_type,fc,pmf_alloc,distance_bucket
612,Secondary,GA-303,0.0002406269119923,601-1000
613,Primary,GA-303,0.00029470075963128,301-600
614,Secondary,GA-303,0.00029470075963128,301-600
615,Secondary,GA-303,0.00066870958913307,301-600
616,Secondary,GA-303,0.00061553664228771,301-600
617,Secondary,GA-303,0.0005082916478049,301-600
618,Secondary,GA-303,0.0006425735661072901,301-600
619,Secondary,GA-303,0.00026766383581179,301-600
620,Primary,GA-303,0.00072278253677133,301-600
622,Primary,GA-303,0.0005885006184690299,301-600
623,Secondary,GA-303,0.00018745486514766,301-600
624,Secondary,GA-303,0.00034787280647592,301-600
625,Secondary,GA-303,0.00010724589448361999,301-600
626,Primary,GA-303,0.00016041794132817,301-600
627,Primary,GA-303,0.00040104575332128,301-600
628,Primary,GA-303,0.00032083588265634,301-600
629,Secondary,GA-303,0.00045511870095954,301-600
630,Primary,GA-303,0.0020602017150376504,301-600
631,Primary,GA-303,0.00230173042782447,301-600
633,Primary,GA-303,0.0021404106857017802,301-600
635,Secondary,GA-303,8.019007064745225e-05,601-1000
636,Primary,GA-303,0.00034787280647592,301-600
637,Primary,GA-303,0.00034787280647592,301-600
638,Secondary,GA-303,0.00029470075963128,301-600
639,Secondary,GA-303,0.00016041794132817,301-600
640,Secondary,GA-303,0.0017393649323805,601-1000
641,Secondary,GA-303,0.00195385672134774,601-1000
644,Secondary,GA-303,5.31900468604313e-05,601-1000
645,Secondary,GA-303,0.00010724589448361999,601-1000
646,Secondary,GA-303,5.31900468604313e-05,601-1000
647,Secondary,GA-303,0.00018745486514766,601-1000
648,Secondary,GA-303,0.00091023740191908,601-1000
650,Secondary,GA-303,8.019007064745225e-05,301-600
651,Primary,GA-303,0.0002406269119923,301-600
652,Secondary,GA-303,0.0005885006184690299,301-600
653,Secondary,GA-303,0.00080299240743627,601-1000
654,Primary,GA-303,0.00032083588265634,301-600
655,Secondary,GA-303,0.00029470075963128,301-600
656,Secondary,GA-303,0.00042808177713996005,301-600
657,Secondary,GA-303,0.00072278253677133,301-600
658,Secondary,GA-303,0.00099044727258402,301-600
660,Secondary,GA-303,0.00093637342494495,601-1000
661,Secondary,GA-303,0.00018745486514766,601-1000
662,Secondary,GA-303,0.0005082916478049,601-1000
664,Secondary,GA-303,0.00018745486514766,601-1000
665,Secondary,GA-303,0.00034787280647592,601-1000
666,Secondary,GA-303,0.00045511870095954,601-1000
667,Secondary,GA-303,0.00018745486514766,601-1000
668,Secondary,GA-303,8.019007064745225e-05,601-1000
669,Secondary,GA-303,5.31900468604313e-05,601-1000
670,Secondary,GA-303,0.00042808177713996005,601-1000
671,Secondary,GA-303,0.00013338101750859,601-1000
672,Secondary,GA-303,0.0011508652139121899,601-1000
673,Secondary,GA-303,5.31900468604313e-05,601-1000
674,Secondary,GA-303,0.00013338101750859,601-1000
675,Secondary,GA-303,0.00010724589448361999,601-1000
676,Secondary,GA-303,0.00016041794132817,601-1000
677,Secondary,GA-303,5.31900468604313e-05,1001-1400
678,Secondary,GA-303,0.00013338101750859,601-1000
679,Secondary,GA-303,5.31900468604313e-05,601-1000
680,Secondary,GA-303,0.00061553664228771,601-1000
681,Secondary,GA-303,0.00139149212590449,601-1000
683,Tertiary,GA-303,5.31900468604313e-05,601-1000
684,Tertiary,GA-303,2.700002378702096e-05,601-1000
685,Tertiary,GA-303,0.00091023740191908,601-1000
686,Tertiary,GA-303,2.700002378702096e-05,601-1000
687,Secondary,GA-303,0.00013338101750859,601-1000
688,Tertiary,GA-303,0.00018745486514766,601-1000
689,Tertiary,GA-303,2.700002378702096e-05,601-1000
690,Secondary,GA-303,2.700002378702096e-05,1001-1400
691,Secondary,GA-303,5.31900468604313e-05,1001-1400
693,Secondary,GA-303,0.00010724589448361999,1001-1400
700,Tertiary,GA-303,0.00147170109656862,301-600
701,Tertiary,GA-303,0.00109679136627312,301-600
703,Secondary,GA-303,0.0005353276716236699,301-600
704,Tertiary,GA-303,0.00128424623142087,301-600
705,Secondary,GA-303,0.0009634103487644401,301-600
706,Secondary,GA-303,0.00080299240743627,301-600
707,Secondary,GA-303,0.00061553664228771,301-600
708,Secondary,GA-303,0.0008832013781004001,301-600
710,Secondary,GA-303,0.00018745486514766,301-600
711,Secondary,GA-303,0.00066870958913307,301-600
712,Secondary,GA-303,0.00066870958913307,301-600
713,Secondary,GA-303,0.00021449178896723999,301-600
714,Secondary,GA-303,0.0005082916478049,301-600
716,Secondary,GA-303,0.00013338101750859,301-600
718,Secondary,GA-303,0.00013338101750859,301-600
719,Secondary,GA-303,0.0002406269119923,301-600
720,Secondary,GA-303,0.0009634103487644401,301-600
721,Secondary,GA-303,0.00099044727258402,301-600
722,Secondary,GA-303,0.0006957465129526501,301-600
723,Secondary,GA-303,8.019007064745225e-05,301-600
724,Secondary,GA-303,0.00045511870095954,301-600
725,Secondary,GA-303,0.00021449178896723999,301-600
726,Secondary,GA-303,0.00026766383581179,301-600
727,Secondary,GA-303,0.00120403726075674,301-600
728,Secondary,GA-303,5.31900468604313e-05,301-600
729,Secondary,GA-303,0.0005885006184690299,301-600
730,Primary,GA-303,0.00144466417274913,601-1000
731,Primary,GA-303,0.00195385672134774,601-1000
734,Primary,GA-303,0.00013338101750859,601-1000
735,Primary,GA-303,0.00045511870095954,601-1000
736,Primary,GA-303,0.00010724589448361999,601-1000
737,Primary,GA-303,0.00026766383581179,601-1000
739,Secondary,GA-303,0.00013338101750859,601-1000
740,Primary,GA-303,0.0021404106857017802,601-1000
741,Primary,GA-303,0.0009634103487644401,601-1000
743,Secondary,GA-303,0.00018745486514766,601-1000
744,Secondary,GA-303,0.00032083588265634,601-1000
745,Secondary,GA-303,0.00013338101750859,601-1000
746,Primary,GA-303,0.00010724589448361999,601-1000
747,Secondary,GA-303,0.00010724589448361999,601-1000
748,Primary,GA-303,0.00040104575332128,601-1000
749,Secondary,GA-303,0.00013338101750859,601-1000
750,Primary,GA-303,0.00495043186133043,601-1000
751,Primary,GA-303,0.00179253787922586,601-1000
752,Primary,GA-303,0.0035057676885813004,601-1000
754,Primary,GA-303,0.00091023740191908,601-1000
755,Secondary,GA-303,0.00018745486514766,301-600
756,Secondary,GA-303,0.0005082916478049,601-1000
757,Primary,GA-303,0.00042808177713996005,601-1000
758,Secondary,GA-303,0.00021449178896723999,601-1000
759,Secondary,GA-303,0.00032083588265634,601-1000
760,Primary,GA-303,0.0021142755626767204,601-1000
761,Primary,GA-303,0.00133832007905994,601-1000
762,Primary,GA-303,0.00147170109656862,601-1000
763,Secondary,GA-303,0.00021449178896723999,601-1000
764,Primary,GA-303,0.00016041794132817,601-1000
765,Secondary,GA-303,0.00139149212590449,601-1000
766,Primary,GA-303,2.700002378702096e-05,601-1000
767,Primary,GA-303,0.00042808177713996005,601-1000
768,Secondary,GA-303,0.00010724589448361999,601-1000
769,Secondary,GA-303,0.00034787280647592,601-1000
770,Primary,GA-303,0.005886805286275379,601-1000
773,Primary,GA-303,0.0027829842518090698,601-1000
774,Primary,GA-303,0.00345169384094223,601-1000
775,Primary,GA-303,0.00219448453334085,601-1000
776,Primary,GA-303,0.0007489185597972,601-1000
777,Primary,GA-303,0.0002406269119923,601-1000
778,Primary,GA-303,0.0005885006184690299,601-1000
779,Primary,GA-303,0.00037490973029541,601-1000
780,Primary,GA-303,0.0008832013781004001,601-1000
781,Primary,GA-303,0.0009634103487644401,601-1000
782,Primary,GA-303,0.00452235008419038,601-1000
783,Secondary,GA-303,0.0002406269119923,601-1000
784,Secondary,GA-303,0.00109679136627312,601-1000
785,Secondary,GA-303,0.0024882834921777,601-1000
786,Primary,GA-303,0.00208723863885723,601-1000
787,Primary,GA-303,0.0026225663104809003,601-1000
788,Primary,GA-303,0.00010724589448361999,601-1000
789,Primary,GA-303,8.019007064745225e-05,601-1000
790,Secondary,GA-303,0.00021449178896723999,601-1000
791,Secondary,GA-303,0.0005082916478049,601-1000
792,Secondary,GA-303,5.31900468604313e-05,601-1000
793,Secondary,GA-303,0.00016041794132817,1001-1400
794,Secondary,GA-303,0.00091023740191908,1001-1400
795,Secondary,GA-303,2.700002378702096e-05,601-1000
796,Secondary,GA-303,0.00042808177713996005,601-1000
797,Secondary,GA-303,0.0010436193194285702,1001-1400
798,Primary,GA-303,0.00016041794132817,1001-1400
799,Primary,GA-303,0.00289023014629269,1001-1400
800,Primary,GA-303,0.00401405843638548,1001-1400
801,Primary,GA-303,0.00984769167581631,1001-1400
802,Primary,GA-303,0.01469087764266312,1001-1400
803,Primary,GA-303,0.0005623645954431599,1001-1400
804,Primary,GA-303,0.0008561644542808201,1001-1400
805,Primary,GA-303,0.00543168658531584,1001-1400
806,Primary,GA-303,0.0018727468498899,1001-1400
807,Secondary,GA-303,0.00040104575332128,1001-1400
808,Primary,GA-303,0.0005082916478049,1001-1400
809,Primary,GA-303,0.00272981220496452,1001-1400
810,Secondary,GA-303,0.0009634103487644401,1001-1400
811,Secondary,GA-303,0.00029470075963128,1001-1400
812,Secondary,GA-303,0.00029470075963128,1001-1400
813,Secondary,GA-303,0.00013338101750859,1001-1400
814,Secondary,GA-303,0.00010724589448361999,1001-1400
815,Secondary,GA-303,0.00061553664228771,1001-1400
816,Secondary,GA-303,0.00077595548361678,1001-1400
820,Secondary,GA-303,0.00026766383581179,1001-1400
823,Secondary,GA-303,0.00016041794132817,1001-1400
824,Tertiary,GA-303,0.00016041794132817,1401-1800
825,Secondary,GA-303,5.31900468604313e-05,1401-1800
826,Secondary,GA-303,8.019007064745225e-05,1001-1400
828,Tertiary,GA-303,2.700002378702096e-05,1401-1800
829,Secondary,GA-303,0.00010724589448361999,1401-1800
830,Secondary,GA-303,2.700002378702096e-05,1401-1800
831,Secondary,GA-303,2.700002378702096e-05,1401-1800
832,Secondary,GA-303,0.00029470075963128,1401-1800
833,Secondary,GA-303,0.00018745486514766,1401-1800
834,Secondary,GA-303,0.0006957465129526501,1401-1800
835,Secondary,GA-303,0.00021449178896723999,>1800
836,Primary,GA-303,0.00203406569201187,>1800
837,Primary,GA-303,0.00195385672134774,>1800
838,Secondary,GA-303,0.0005082916478049,>1800
840,Primary,GA-303,0.00492339493751094,1401-1800
841,Primary,GA-303,0.00208723863885723,1401-1800
843,Primary,GA-303,0.00045511870095954,1401-1800
844,Primary,GA-303,0.00077595548361678,1401-1800
845,Secondary,GA-303,5.31900468604313e-05,1401-1800
846,Primary,GA-303,0.0005623645954431599,1401-1800
847,Secondary,GA-303,0.00099044727258402,1401-1800
850,Primary,GA-303,0.0041213043308691005,1401-1800
851,Primary,GA-303,0.00147170109656862,1401-1800
852,Primary,GA-303,0.00901766324456127,1401-1800
853,Primary,GA-303,0.00877703543256816,1401-1800
855,Primary,GA-303,0.00021449178896723999,1401-1800
856,Secondary,GA-303,0.00048125472398541,1401-1800
857,Secondary,GA-303,0.00222061965636591,1401-1800
859,Secondary,GA-303,0.00021449178896723999,1401-1800
860,Secondary,GA-303,0.00042808177713996005,1401-1800
863,Primary,GA-303,0.00042808177713996005,1401-1800
864,Primary,GA-303,0.0006957465129526501,1401-1800
865,Secondary,GA-303,5.31900468604313e-05,1401-1800
870,Secondary,GA-303,0.00048125472398541,1001-1400
871,Secondary,GA-303,0.0030236120638021803,1001-1400
873,Secondary,GA-303,8.019007064745225e-05,1001-1400
874,Secondary,GA-303,0.00013338101750859,1001-1400
875,Secondary,GA-303,0.00034787280647592,1001-1400
877,Secondary,GA-303,2.700002378702096e-05,1001-1400
880,Secondary,GA-303,0.0006957465129526501,1001-1400
881,Secondary,GA-303,0.00018745486514766,1001-1400
882,Secondary,GA-303,0.00099044727258402,1001-1400
883,Secondary,GA-303,0.00021449178896723999,1001-1400
884,Secondary,GA-303,5.31900468604313e-05,1001-1400
890,Primary,GA-303,0.0035589397354258505,1401-1800
891,Primary,GA-303,0.00586067016325041,1401-1800
894,Secondary,GA-303,0.00120403726075674,>1800
895,Secondary,GA-303,0.00147170109656862,>1800
897,Secondary,GA-303,0.00029470075963128,>1800
898,Secondary,GA-303,0.00021449178896723999,1401-1800
900,Primary,GA-303,0.00668979769371174,>1800
902,Primary,GA-303,0.00331831282343355,>1800
903,Primary,GA-303,0.00032083588265634,>1800
904,Primary,GA-303,0.00032083588265634,>1800
905,Primary,GA-303,0.0005353276716236699,>1800
906,Primary,GA-303,0.00243511144533315,>1800
907,Primary,GA-303,0.0021404106857017802,>1800
908,Primary,GA-303,0.00133832007905994,>1800
910,Primary,GA-303,0.00091023740191908,>1800
911,Primary,GA-303,0.00037490973029541,>1800
912,Primary,GA-303,0.0005082916478049,>1800
913,Primary,GA-303,0.005245132620961801,>1800
914,Primary,GA-303,0.00144466417274913,>1800
915,Primary,GA-303,0.00040104575332128,>1800
916,Primary,GA-303,0.0008832013781004001,>1800
917,Primary,GA-303,0.0051108498026586,>1800
918,Primary,GA-303,0.00034787280647592,>1800
919,Secondary,GA-303,0.00165915596171637,>1800
920,Primary,GA-303,0.00323810385276942,>1800
921,Secondary,GA-303,0.00404109536020497,>1800
922,Secondary,GA-303,0.00315789398210457,>1800
923,Primary,GA-303,0.0037734315243930895,>1800
924,Primary,GA-303,0.00040104575332128,>1800
925,Primary,GA-303,0.00543168658531584,>1800
926,Primary,GA-303,0.0043889681666808905,>1800
927,Primary,GA-303,0.00165915596171637,>1800
928,Primary,GA-303,0.00393384946572135,>1800
930,Primary,GA-303,0.00197999274437352,>1800
931,Primary,GA-303,0.0006425735661072901,>1800
932,Secondary,GA-303,0.00176640185619999,>1800
933,Primary,GA-303,0.00109679136627312,>1800
934,Secondary,GA-303,0.00120403726075674,>1800
935,Primary,GA-303,0.0018466108268641202,>1800
936,Secondary,GA-303,0.00139149212590449,>1800
937,Secondary,GA-303,0.00152487404341398,>1800
939,Primary,GA-303,0.0005082916478049,>1800
940,Primary,GA-303,0.00203406569201187,>1800
941,Primary,GA-303,0.00125811110839581,>1800
943,Primary,GA-303,8.019007064745225e-05,>1800
944,Primary,GA-303,0.00021449178896723999,>1800
945,Primary,GA-303,0.00583363323943083,>1800
946,Primary,GA-303,0.0008561644542808201,>1800
947,Primary,GA-303,5.31900468604313e-05,>1800
948,Primary,GA-303,0.00029470075963128,>1800
949,Primary,GA-303,0.00080299240743627,>1800
950,Primary,GA-303,0.0018466108268641202,>1800
951,Primary,GA-303,0.0023819393984886,>1800
952,Primary,GA-303,0.00160598391487182,>1800
953,Primary,GA-303,0.0035057676885813004,>1800
954,Primary,GA-303,0.0008561644542808201,>1800
955,Secondary,GA-303,0.0002406269119923,>1800
956,Primary,GA-303,0.0031038210344663097,>1800
957,Primary,GA-303,0.00077595548361678,>1800
958,Primary,GA-303,0.00208723863885723,>1800
959,Secondary,GA-303,0.00128424623142087,>1800
960,Secondary,GA-303,0.0010436193194285702,>1800
961,Secondary,GA-303,0.00040104575332128,>1800
970,Primary,GA-303,0.0022476565801854,>1800
971,Primary,GA-303,0.0008832013781004001,>1800
972,Primary,GA-303,0.0030776850114404403,>1800
973,Primary,GA-303,0.0012310741845763201,>1800
974,Secondary,GA-303,0.00128424623142087,>1800
975,Secondary,GA-303,0.0008291275304613301,>1800
976,Secondary,GA-303,0.0002406269119923,>1800
977,Secondary,GA-303,0.0005082916478049,>1800
978,Secondary,GA-303,5.31900468604313e-05,>1800
979,Primary,GA-303,8.019007064745225e-05,>1800
980,Primary,GA-303,0.0031038210344663097,>1800
981,Primary,GA-303,0.00275594732798958,>1800
982,Primary,GA-303,0.00232786555084953,>1800
983,Primary,GA-303,0.00272981220496452,>1800
984,Primary,GA-303,0.0010436193194285702,>1800
985,Primary,GA-303,0.0014185290497240699,>1800
986,Primary,GA-303,0.00171232890856173,>1800
988,Secondary,GA-303,0.0005353276716236699,>1800
989,Secondary,GA-303,0.00101658239560908,>1800
990,Secondary,GA-303,0.00029470075963128,>1800
992,Secondary,GA-303,0.00093637342494495,>1800
993,Secondary,GA-303,0.0008561644542808201,>1800
994,Secondary,GA-303,2.700002378702096e-05,>1800
