zip3,market_type,pmf_norm,preferred_fc,preferred_fc_zip3,preferred_fc_distance,preferred_bucket,fc_set,fc_count,cluster_id,lat,lon
103,Primary,0.0033595689597802,NY-134,134,184,151-300,['NY-134'],1,7,40.60260336,-74.1228694
104,Primary,0.0062144504749308,NY-134,134,173,151-300,['NY-134'],1,7,40.84227184,-73.88505434
105,Primary,0.0020517898076268,NY-134,134,159,151-300,['NY-134'],1,7,41.11518994,-73.78099939
107,Primary,0.0004456063925792,NY-134,134,167,151-300,['NY-134'],1,7,40.94393272,-73.86919228
108,Primary,0.0005056874455106,NY-134,134,170,151-300,['NY-134'],1,7,40.93233725,-73.78483333
109,Primary,0.0021108708596772,NY-134,134,145,51-150,['NY-134'],1,7,41.211135,-74.11537659
110,Primary,0.0004456063925792,NY-134,134,184,151-300,['NY-134'],1,7,40.74237028,-73.67615728
111,Primary,0.00151606133565,NY-134,134,178,151-300,['NY-134'],1,7,40.7491698,-73.94105235
112,Primary,0.0088900898321691,NY-134,134,183,151-300,['NY-134'],1,7,40.66649174,-73.95393848
113,Primary,0.002764759435753,NY-134,134,180,151-300,['NY-134'],1,7,40.74291633,-73.86860143
114,Primary,0.002497396200206,NY-134,134,184,151-300,['NY-134'],1,7,40.69842097,-73.81199682
115,Primary,0.002646599331654,NY-134,134,186,151-300,['NY-134'],1,7,40.72620155,-73.62281814
116,Primary,0.0003274452884792,NY-134,134,189,151-300,['NY-134'],1,7,40.60472791,-73.81473256
117,Primary,0.0051730345574434,NY-134,134,191,151-300,['NY-134'],1,7,40.78807368,-73.30625937
118,Primary,0.000267363235547,NY-134,134,186,151-300,['NY-134'],1,7,40.75869444,-73.53503889
119,Primary,0.0011295359951212,NY-134,134,205,151-300,['NY-134'],1,7,40.87343242,-72.71286301
120,Secondary,0.0013678602050848,NY-134,134,75,51-150,['NY-134'],1,7,42.75112857,-73.92861229
121,Secondary,0.0010704559430716,NY-134,134,81,51-150,['NY-134'],1,7,42.69234195,-73.84015671
122,Secondary,0.0007139706290081,NY-134,134,85,51-150,['NY-134'],1,7,42.66180847,-73.76956911
123,Secondary,0.0007430106545923,NY-134,134,76,51-150,['NY-134'],1,7,42.78925236,-73.90415864
124,Primary,0.0011595770215873,NY-134,134,96,51-150,['NY-134'],1,7,42.03563672,-74.11526836
125,Primary,0.0024082751216903,NY-134,134,122,51-150,['NY-134'],1,7,41.69834209,-73.89105316
126,Primary,5.910005206714588e-05,NY-134,134,121,51-150,['NY-134'],1,7,41.69560833,-73.9233869
127,Primary,0.0002974042620131,NY-134,134,105,51-150,['NY-134'],1,7,41.65489609,-74.71532109
128,Secondary,0.0004456063925792,NY-134,134,85,51-150,['NY-134'],1,7,43.31938779,-73.67786374
129,Secondary,0.0006248495504924,NY-134,134,127,51-150,['NY-134'],1,7,44.58697813,-73.8274599
130,Secondary,0.0008030917075237,NY-134,134,45,<50,['NY-134'],1,7,42.99775466,-76.20254689
131,Secondary,0.0002383242099636,NY-134,134,49,<50,['NY-134'],1,7,43.06662667,-76.29617611
132,Secondary,0.0013979012315509,NY-134,134,41,<50,['NY-134'],1,7,43.05455039,-76.14863619
133,Secondary,0.0002974042620131,NY-134,134,5,<50,['NY-134'],1,7,43.12366951,-75.23849512
134,Secondary,0.0009212528116237,NY-134,134,0,<50,['NY-134'],1,7,43.10408259,-75.33231194
135,Secondary,8.910007849716916e-05,NY-134,134,5,<50,['NY-134'],1,7,43.10318462,-75.22635192
136,Secondary,0.0013678602050848,NY-134,134,83,51-150,['NY-134'],1,7,44.2923,-75.55557203
137,Secondary,0.0004165663669949,NY-134,134,65,51-150,['NY-134'],1,7,42.20430511,-75.71403139
138,Secondary,0.0007139706290081,NY-134,134,56,51-150,['NY-134'],1,7,42.31484412,-75.62288235
139,Secondary,0.0003274452884792,NY-134,134,75,51-150,['NY-134'],1,7,42.10401583,-75.90619784
140,Secondary,0.0011295359951212,NY-134,134,171,151-300,['NY-134'],1,7,42.83957564,-78.68910897
141,Secondary,0.0011896180480535,NY-134,134,175,151-300,['NY-134'],1,7,42.89635879,-78.77738187
142,Secondary,0.0028538805142687,NY-134,134,178,151-300,['NY-134'],1,7,42.90586967,-78.84116078
143,Secondary,0.000267363235547,NY-134,134,186,151-300,['NY-134'],1,7,43.07818571,-79.01328036
144,Secondary,0.0011004969695378,NY-134,134,113,51-150,['NY-134'],1,7,43.01512782,-77.55959839
145,Secondary,0.0009212528116237,NY-134,134,108,51-150,['NY-134'],1,7,43.02661111,-77.4711828
146,Secondary,0.0026165583051878,NY-134,134,115,51-150,['NY-134'],1,7,43.15380025,-77.61061104
147,Secondary,0.0008030917075237,NY-134,134,194,151-300,['NY-134'],1,7,42.19690941,-78.9368995
148,Secondary,0.0008030917075237,NY-134,134,102,51-150,['NY-134'],1,7,42.29343289,-76.99774497
149,Secondary,0.0001782421570313,NY-134,134,102,51-150,['NY-134'],1,7,42.09806724,-76.79182759
150,Secondary,0.0010404149166055,NY-134,134,304,301-600,"['GA-303', 'NY-134']",2,1,40.48827386,-80.06192407
151,Secondary,0.0015761433885823,NY-134,134,302,301-600,"['GA-303', 'NY-134']",2,1,40.44208,-79.96457029
152,Secondary,0.0022600729911243,NY-134,134,302,301-600,"['GA-303', 'NY-134']",2,1,40.44167781,-79.98308384
153,Secondary,0.000564768497561,NY-134,134,324,301-600,"['GA-303', 'NY-134']",2,1,40.12427185,-80.16128992
154,Secondary,0.0001191621049818,NY-134,134,316,301-600,"['GA-303', 'NY-134']",2,1,39.95365,-79.74857363
155,Secondary,0.000267363235547,NY-134,134,280,151-300,"['GA-303', 'NY-134']",2,1,40.00922679,-78.83279464
156,Secondary,0.0007139706290081,NY-134,134,292,151-300,"['GA-303', 'NY-134']",2,1,40.33140295,-79.58745574
157,Secondary,0.0001191621049818,NY-134,134,253,151-300,"['GA-303', 'NY-134']",2,1,40.69903272,-79.0433963
158,Secondary,0.0001482011305651,NY-134,134,219,151-300,"['GA-303', 'NY-134']",2,1,41.23524105,-78.77409789
159,Secondary,8.910007849716916e-05,NY-134,134,263,151-300,"['GA-303', 'NY-134']",2,1,40.35897235,-78.87375176
160,Secondary,0.0008621727595742,NY-134,134,282,151-300,"['GA-303', 'NY-134']",2,1,40.87177742,-79.92391659
161,Secondary,0.0004165663669949,NY-134,134,292,151-300,"['GA-303', 'NY-134']",2,1,41.119136,-80.3581008
162,Secondary,0.0001782421570313,NY-134,134,254,151-300,"['GA-303', 'NY-134']",2,1,41.0390295,-79.41189353
163,Secondary,8.910007849716916e-05,NY-134,134,246,151-300,"['GA-303', 'NY-134']",2,1,41.56453208,-79.65535409
164,Secondary,0.0002383242099636,NY-134,134,253,151-300,['NY-134'],1,7,41.88696429,-79.99716071
165,Secondary,0.0004165663669949,NY-134,134,252,151-300,['NY-134'],1,7,42.11951227,-80.08246136
166,Secondary,0.0005948085240263,NY-134,134,237,151-300,"['GA-303', 'NY-134']",2,1,40.5086,-78.33891137
168,Secondary,0.0001191621049818,NY-134,134,204,151-300,"['GA-303', 'NY-134']",2,1,40.89835472,-77.98498962
169,Secondary,3.0000026430023288e-05,NY-134,134,134,51-150,['NY-134'],1,7,41.82211053,-77.30583789
170,Primary,0.0023782340952242,NY-134,134,209,151-300,['NY-134'],1,7,40.3307,-76.94386764
171,Primary,0.0006538895760767,NY-134,134,211,151-300,['NY-134'],1,7,40.26888145,-76.86055597
172,Primary,0.0006248495504924,NY-134,134,250,151-300,"['GA-303', 'NY-134']",2,1,39.96023529,-77.73703309
173,Primary,0.0011595770215873,NY-134,134,234,151-300,"['GA-303', 'NY-134']",2,1,39.91429771,-76.83668211
174,Primary,0.0004456063925792,NY-134,134,228,151-300,"['GA-303', 'NY-134']",2,1,39.96253563,-76.721075
175,Primary,0.0007430106545923,NY-134,134,214,151-300,['NY-134'],1,7,40.0787199,-76.24097704
176,Primary,0.000832131733108,NY-134,134,217,151-300,['NY-134'],1,7,40.04796608,-76.3200386
177,Secondary,0.0008030917075237,NY-134,134,156,151-300,['NY-134'],1,7,41.25440132,-77.08451711
178,Secondary,0.0006248495504924,NY-134,134,167,151-300,['NY-134'],1,7,40.91138511,-76.71143936
179,Primary,0.0003274452884792,NY-134,134,171,151-300,['NY-134'],1,7,40.71563333,-76.21331714
180,Primary,0.0025274372266721,NY-134,134,171,151-300,['NY-134'],1,7,40.62422628,-75.41782569
181,Primary,0.0007139706290081,NY-134,134,174,151-300,['NY-134'],1,7,40.58665963,-75.48004667
182,Primary,0.0010113748910212,NY-134,134,154,151-300,['NY-134'],1,7,40.91117327,-75.91078119
183,Primary,0.0011004969695378,NY-134,134,142,51-150,['NY-134'],1,7,41.04724939,-75.24029085
184,Primary,0.0012787391265691,NY-134,134,109,51-150,['NY-134'],1,7,41.53036893,-75.46419322
185,Primary,0.0004165663669949,NY-134,134,119,51-150,['NY-134'],1,7,41.39919606,-75.68046897
186,Secondary,0.0003274452884792,NY-134,134,128,51-150,['NY-134'],1,7,41.30784775,-75.94537416
187,Primary,0.0007730516810585,NY-134,134,131,51-150,['NY-134'],1,7,41.24694724,-75.88343681
188,Secondary,0.0002082831834974,NY-134,134,98,51-150,['NY-134'],1,7,41.81512832,-76.12135487
189,Primary,0.0011295359951212,NY-134,134,194,151-300,['NY-134'],1,7,40.29460743,-75.13967883
190,Primary,0.0037761353267752,NY-134,134,211,151-300,['NY-134'],1,7,40.04971981,-75.19010931
191,Primary,0.0057087630294202,NY-134,134,216,151-300,['NY-134'],1,7,39.98244557,-75.15100769
193,Primary,0.0011595770215873,NY-134,134,216,151-300,['NY-134'],1,7,39.97870243,-75.61172708
194,Primary,0.0011004969695378,NY-134,134,204,151-300,['NY-134'],1,7,40.14909193,-75.36631969
195,Primary,0.000981334864556,NY-134,134,190,151-300,['NY-134'],1,7,40.37234731,-75.82671183
196,Primary,0.0009212528116237,NY-134,134,194,151-300,['NY-134'],1,7,40.32961781,-75.9111668
197,Primary,0.0016051824141657,NY-134,134,238,151-300,['NY-134'],1,7,39.67063322,-75.65360909
198,Primary,0.0009212528116237,NY-134,134,232,151-300,['NY-134'],1,7,39.74372985,-75.56226797
199,Primary,0.0015761433885823,NY-134,134,291,151-300,['NY-134'],1,7,38.88058095,-75.42778852
200,Primary,0.0027948004622192,NY-134,134,303,301-600,"['GA-303', 'NY-134']",2,1,38.91072436,-77.03283497
201,Primary,0.0036269321953272,NY-134,134,310,301-600,"['GA-303', 'NY-134']",2,1,38.90325843,-77.40995754
206,Primary,0.0012186570736368,NY-134,134,325,301-600,"['GA-303', 'NY-134']",2,1,38.52837802,-76.80524593
207,Primary,0.0032404068547984,NY-134,134,297,151-300,"['GA-303', 'NY-134']",2,1,38.96671509,-76.8871367
208,Primary,0.0018435066241293,NY-134,134,293,151-300,"['GA-303', 'NY-134']",2,1,39.07738908,-77.13893504
209,Primary,0.0004756464190444,NY-134,134,295,151-300,"['GA-303', 'NY-134']",2,1,39.0233881,-77.02748367
210,Primary,0.0022891130167085,NY-134,134,271,151-300,"['GA-303', 'NY-134']",2,1,39.29973353,-76.6165766
211,Primary,0.0019917087546954,NY-134,134,270,151-300,"['GA-303', 'NY-134']",2,1,39.31982141,-76.66981463
212,Primary,0.0039243364573404,NY-134,134,271,151-300,"['GA-303', 'NY-134']",2,1,39.30355192,-76.62872847
214,Primary,0.0003274452884792,NY-134,134,291,151-300,"['GA-303', 'NY-134']",2,1,38.9896406,-76.54905789
215,Secondary,0.0004165663669949,NY-134,134,308,301-600,"['GA-303', 'NY-134']",2,1,39.57773953,-78.96976628
216,Primary,0.000564768497561,NY-134,134,295,151-300,"['GA-303', 'NY-134']",2,1,38.86673676,-76.05069081
217,Primary,0.0017844265720798,NY-134,134,274,151-300,"['GA-303', 'NY-134']",2,1,39.44913587,-77.382995
218,Primary,0.0003865253405288,NY-134,134,328,301-600,"['GA-303', 'NY-134']",2,1,38.36056166,-75.58505389
219,Primary,0.0005056874455106,NY-134,134,247,151-300,['NY-134'],1,7,39.56120375,-75.99228125
220,Primary,0.0007430106545923,NY-134,134,309,301-600,"['GA-303', 'NY-134']",2,1,38.86234783,-77.22257693
221,Primary,0.0014269402571343,NY-134,134,311,301-600,"['GA-303', 'NY-134']",2,1,38.83510377,-77.22143642
222,Primary,0.0005347274710949,NY-134,134,306,301-600,"['GA-303', 'NY-134']",2,1,38.88123443,-77.10090017
223,Primary,0.0009512938380898,NY-134,134,309,301-600,"['GA-303', 'NY-134']",2,1,38.83112862,-77.1054273
224,Primary,0.0008030917075237,NY-134,134,352,301-600,"['GA-303', 'NY-134']",2,1,38.23108786,-77.30653931
225,Primary,0.0004756464190444,NY-134,134,356,301-600,"['GA-303', 'NY-134']",2,1,38.15327143,-77.24898469
226,Primary,0.0005948085240263,NY-134,134,316,301-600,"['GA-303', 'NY-134']",2,1,39.07277338,-78.19579286
227,Primary,0.0002383242099636,NY-134,134,351,301-600,"['GA-303', 'NY-134']",2,1,38.45003061,-78.03821939
228,Secondary,0.0003274452884792,NY-134,134,366,301-600,"['GA-303', 'NY-134']",2,1,38.50563333,-78.81185
229,Secondary,0.0007730516810585,NY-134,134,388,301-600,"['GA-303', 'NY-134']",2,1,38.04090567,-78.55812933
230,Secondary,0.0013378191786186,NY-134,134,393,301-600,"['GA-303', 'NY-134']",2,1,37.62949356,-77.41682772
231,Secondary,0.0007139706290081,NY-134,134,399,301-600,"['GA-303', 'NY-134']",2,1,37.4998441,-77.22245983
232,Secondary,0.0016943044926822,NY-134,134,400,301-600,"['GA-303', 'NY-134']",2,1,37.54388316,-77.47156195
233,Secondary,0.000564768497561,NY-134,134,423,301-600,"['GA-303', 'NY-134']",2,1,37.00132646,-76.13837831
234,Secondary,0.0022891130167085,NY-134,134,427,301-600,"['GA-303', 'NY-134']",2,1,36.95177949,-76.19095487
235,Secondary,0.0006248495504924,NY-134,134,433,301-600,"['GA-303', 'NY-134']",2,1,36.86433079,-76.28011677
236,Secondary,0.001932627702645,NY-134,134,420,301-600,"['GA-303', 'NY-134']",2,1,37.08132778,-76.46009571
237,Secondary,0.0003865253405288,NY-134,134,435,301-600,"['GA-303', 'NY-134']",2,1,36.84195069,-76.31723889
238,Secondary,0.0017243445191475,NY-134,134,425,301-600,"['GA-303', 'NY-134']",2,1,37.14932953,-77.38776316
239,Primary,0.0002082831834974,GA-303,303,405,301-600,"['GA-303', 'NY-134']",2,1,37.00231935,-78.31550242
240,Secondary,0.0008922137860403,GA-303,303,338,301-600,"['GA-303', 'NY-134']",2,1,37.20747706,-80.01200902
241,Secondary,0.0006839296025419,GA-303,303,327,301-600,"['GA-303', 'NY-134']",2,1,37.06934143,-80.10405429
242,Secondary,0.0003274452884792,GA-303,303,235,151-300,"['GA-303', 'NY-134']",2,1,36.81517643,-82.35745987
243,Secondary,0.0005948085240263,GA-303,303,277,151-300,"['GA-303', 'NY-134']",2,1,36.83753356,-81.11225503
244,Secondary,0.0004456063925792,GA-303,303,405,301-600,"['GA-303', 'NY-134']",2,1,38.04320667,-79.31057
245,Primary,0.0007139706290081,GA-303,303,372,301-600,"['GA-303', 'NY-134']",2,1,37.16149444,-79.15126608
246,Secondary,0.0002082831834974,GA-303,303,272,151-300,"['GA-303', 'NY-134']",2,1,37.17204028,-81.7817375
247,Secondary,0.0001782421570313,GA-303,303,303,301-600,"['GA-303', 'NY-134']",2,1,37.37688824,-81.17853529
249,Secondary,0.0002082831834974,GA-303,303,352,301-600,"['GA-303', 'NY-134']",2,1,37.83328475,-80.45680678
250,Secondary,0.0003564843140626,GA-303,303,346,301-600,"['GA-303', 'NY-134']",2,1,38.28920448,-81.51959701
251,Secondary,0.0001482011305651,GA-303,303,342,301-600,"['GA-303', 'NY-134']",2,1,38.26736075,-81.62581589
252,Secondary,0.0002974042620131,GA-303,303,367,301-600,"['GA-303', 'NY-134']",2,1,38.65841184,-81.59550921
253,Secondary,0.000267363235547,GA-303,303,347,301-600,"['GA-303', 'NY-134']",2,1,38.3517255,-81.6372055
254,Primary,0.0005347274710949,NY-134,134,291,151-300,"['GA-303', 'NY-134']",2,1,39.42938372,-78.08368837
255,Secondary,0.0002974042620131,GA-303,303,336,301-600,"['GA-303', 'NY-134']",2,1,38.35476786,-82.14961161
256,Secondary,0.0001191621049818,GA-303,303,301,301-600,"['GA-303', 'NY-134']",2,1,37.76249259,-82.0260037
257,Secondary,0.0003274452884792,GA-303,303,334,301-600,"['GA-303', 'NY-134']",2,1,38.41577699,-82.43553274
258,Secondary,0.0001191621049818,GA-303,303,328,301-600,"['GA-303', 'NY-134']",2,1,37.825463,-81.192217
259,Secondary,8.910007849716916e-05,GA-303,303,330,301-600,"['GA-303', 'NY-134']",2,1,37.79625,-81.0564381
260,Secondary,0.0004456063925792,NY-134,134,341,301-600,"['GA-303', 'NY-134']",2,1,40.15625591,-80.61938661
261,Secondary,0.0005056874455106,NY-134,134,409,301-600,"['GA-303', 'NY-134']",2,1,39.28909,-81.33790077
262,Secondary,0.000267363235547,NY-134,134,381,301-600,"['GA-303', 'NY-134']",2,1,38.86444066,-79.99928901
263,Secondary,0.0001191621049818,NY-134,134,378,301-600,"['GA-303', 'NY-134']",2,1,39.21827692,-80.45758462
264,Secondary,0.0002383242099636,NY-134,134,375,301-600,"['GA-303', 'NY-134']",2,1,39.25559726,-80.41546027
265,Secondary,0.0006538895760767,NY-134,134,346,301-600,"['GA-303', 'NY-134']",2,1,39.5895,-80.0849882
266,Secondary,3.0000026430023288e-05,GA-303,303,377,301-600,"['GA-303', 'NY-134']",2,1,38.45512727,-80.77590909
268,Secondary,0.0001482011305651,NY-134,134,346,301-600,"['GA-303', 'NY-134']",2,1,38.93795366,-79.0184878
270,Secondary,0.0005347274710949,GA-303,303,277,151-300,"['GA-303', 'NY-134']",2,1,36.17049502,-80.38823575
271,Primary,0.0006839296025419,GA-303,303,280,151-300,"['GA-303', 'NY-134']",2,1,36.09141046,-80.25698769
272,Primary,0.0014269402571343,GA-303,303,298,151-300,"['GA-303', 'NY-134']",2,1,35.95710716,-79.77658795
273,Primary,0.000832131733108,GA-303,303,305,301-600,"['GA-303', 'NY-134']",2,1,35.88759763,-79.59428538
274,Primary,0.0010404149166055,GA-303,303,301,301-600,"['GA-303', 'NY-134']",2,1,36.05700861,-79.79280196
275,Primary,0.0042217407193535,GA-303,303,353,301-600,"['GA-303', 'NY-134']",2,1,35.82887174,-78.63465029
276,Primary,0.0014870223100666,GA-303,303,351,301-600,"['GA-303', 'NY-134']",2,1,35.8020726,-78.6551966
277,Primary,0.0008922137860403,GA-303,303,343,301-600,"['GA-303', 'NY-134']",2,1,35.94769405,-78.88211162
278,Primary,0.0013077781521525,GA-303,303,411,301-600,"['GA-303', 'NY-134']",2,1,35.87348852,-77.5487614
279,Secondary,0.0007139706290081,GA-303,303,482,301-600,"['GA-303', 'NY-134']",2,1,36.14088453,-76.32125746
280,Secondary,0.0026756383572373,GA-303,303,218,151-300,['GA-303'],1,0,35.33906188,-80.99037833
281,Secondary,0.00151606133565,GA-303,303,228,151-300,['GA-303'],1,0,35.31159828,-80.76785226
282,Secondary,0.0026756383572373,GA-303,303,222,151-300,['GA-303'],1,0,35.21502079,-80.83265285
283,Primary,0.0024383161481565,GA-303,303,319,301-600,"['GA-303', 'NY-134']",2,1,35.01738742,-78.9475324
284,Secondary,0.0016051824141657,GA-303,303,361,301-600,"['GA-303', 'NY-134']",2,1,34.2891912,-78.08137156
285,Primary,0.0017844265720798,GA-303,303,411,301-600,"['GA-303', 'NY-134']",2,1,34.9859099,-77.28354777
