zip3,market_type,fc,pmf_alloc,distance_bucket
120,Secondary,MA-021,0.00013678602050848002,51-150
121,Secondary,NJ-070,0.0009634103487644401,51-150
121,Secondary,MA-021,0.00010704559430716002,51-150
122,Secondary,MA-021,0.0006425735661072901,51-150
122,Secondary,NJ-070,7.139706290081e-05,51-150
123,Secondary,MA-021,0.00066870958913307,51-150
123,Secondary,NJ-070,7.430106545923e-05,51-150
124,Primary,NJ-070,0.0010436193194285702,51-150
124,Primary,MA-021,0.00011595770215873,151-300
125,Primary,NJ-070,0.00216744760952127,51-150
125,Primary,MA-021,0.00024082751216903,151-300
126,Primary,NJ-070,5.31900468604313e-05,51-150
126,Primary,MA-021,5.910005206714589e-06,151-300
127,Primary,NJ-070,0.00026766383581179,51-150
127,Primary,MA-021,2.974042620131e-05,151-300
128,Secondary,MA-021,0.00040104575332128,51-150
128,Secondary,NJ-070,4.456063925792e-05,151-300
129,Secondary,MA-021,0.0005623645954431599,151-300
129,Secondary,MI-481,3.124247752462e-05,301-600
129,Secondary,NJ-070,3.124247752462e-05,151-300
130,Secondary,NJ-070,0.00072278253677133,151-300
130,Secondary,IL-606,2.0077292688092503e-05,301-600
130,Secondary,MA-021,2.0077292688092503e-05,151-300
130,Secondary,MI-481,2.0077292688092503e-05,301-600
130,Secondary,NC-275,2.0077292688092503e-05,301-600
131,Secondary,NJ-070,0.00021449178896723999,151-300
131,Secondary,IL-606,5.95810524909e-06,301-600
131,Secondary,MA-021,5.95810524909e-06,151-300
131,Secondary,MI-481,5.95810524909e-06,301-600
131,Secondary,NC-275,5.95810524909e-06,301-600
132,Secondary,NJ-070,0.00125811110839581,151-300
132,Secondary,IL-606,3.49475307887725e-05,301-600
132,Secondary,MA-021,3.49475307887725e-05,151-300
132,Secondary,MI-481,3.49475307887725e-05,301-600
132,Secondary,NC-275,3.49475307887725e-05,301-600
133,Secondary,NJ-070,0.00026766383581179,151-300
133,Secondary,MA-021,9.913475400436666e-06,151-300
133,Secondary,MI-481,9.913475400436666e-06,301-600
133,Secondary,NC-275,9.913475400436666e-06,301-600
134,Secondary,NJ-070,0.0008291275304613301,151-300
134,Secondary,MA-021,3.070842705412333e-05,151-300
134,Secondary,MI-481,3.070842705412333e-05,301-600
134,Secondary,NC-275,3.070842705412333e-05,301-600
135,Secondary,NJ-070,8.019007064745225e-05,151-300
135,Secondary,MA-021,2.970002616572305e-06,151-300
135,Secondary,MI-481,2.970002616572305e-06,301-600
135,Secondary,NC-275,2.970002616572305e-06,301-600
136,Secondary,NJ-070,0.0012310741845763201,151-300
136,Secondary,MA-021,6.839301025424001e-05,151-300
136,Secondary,MI-481,6.839301025424001e-05,301-600
137,Secondary,NJ-070,0.00037490973029541,51-150
137,Secondary,MA-021,4.165663669949e-05,151-300
138,Secondary,NJ-070,0.0006425735661072901,51-150
138,Secondary,MA-021,7.139706290081e-05,151-300
139,Secondary,NJ-070,0.00029470075963128,51-150
139,Secondary,MA-021,3.274452884792e-05,151-300
140,Secondary,MI-481,0.00101658239560908,151-300
140,Secondary,IL-606,2.823839987803e-05,301-600
140,Secondary,MA-021,2.823839987803e-05,301-600
140,Secondary,NC-275,2.823839987803e-05,301-600
140,Secondary,NJ-070,2.823839987803e-05,151-300
141,Secondary,MI-481,0.00107065624324815,151-300
141,Secondary,IL-606,2.97404512013375e-05,301-600
141,Secondary,MA-021,2.97404512013375e-05,301-600
141,Secondary,NC-275,2.97404512013375e-05,301-600
141,Secondary,NJ-070,2.97404512013375e-05,151-300
142,Secondary,MI-481,0.0025684924628418303,151-300
142,Secondary,IL-606,7.13470128567175e-05,301-600
142,Secondary,MA-021,7.13470128567175e-05,301-600
142,Secondary,NC-275,7.13470128567175e-05,301-600
142,Secondary,NJ-070,7.13470128567175e-05,151-300
143,Secondary,MI-481,0.0002406269119923,151-300
143,Secondary,IL-606,6.684080888675e-06,301-600
143,Secondary,MA-021,6.684080888675e-06,301-600
143,Secondary,NC-275,6.684080888675e-06,301-600
143,Secondary,NJ-070,6.684080888675e-06,301-600
144,Secondary,NJ-070,0.00099044727258402,151-300
144,Secondary,IL-606,2.7512424238445e-05,301-600
144,Secondary,MA-021,2.7512424238445e-05,301-600
144,Secondary,MI-481,2.7512424238445e-05,301-600
144,Secondary,NC-275,2.7512424238445e-05,301-600
145,Secondary,NJ-070,0.0008291275304613301,151-300
145,Secondary,IL-606,2.30313202905925e-05,301-600
145,Secondary,MA-021,2.30313202905925e-05,301-600
145,Secondary,MI-481,2.30313202905925e-05,301-600
145,Secondary,NC-275,2.30313202905925e-05,301-600
146,Secondary,NJ-070,0.00235490247466902,151-300
146,Secondary,IL-606,6.5413957629695e-05,301-600
146,Secondary,MA-021,6.5413957629695e-05,301-600
146,Secondary,MI-481,6.5413957629695e-05,301-600
146,Secondary,NC-275,6.5413957629695e-05,301-600
147,Secondary,MI-481,0.00072278253677133,151-300
147,Secondary,IL-606,2.0077292688092503e-05,301-600
147,Secondary,MA-021,2.0077292688092503e-05,301-600
147,Secondary,NC-275,2.0077292688092503e-05,301-600
147,Secondary,NJ-070,2.0077292688092503e-05,151-300
148,Secondary,NJ-070,0.00072278253677133,151-300
148,Secondary,IL-606,2.0077292688092503e-05,301-600
148,Secondary,MA-021,2.0077292688092503e-05,301-600
148,Secondary,MI-481,2.0077292688092503e-05,301-600
148,Secondary,NC-275,2.0077292688092503e-05,301-600
149,Secondary,NJ-070,0.00016041794132817,151-300
149,Secondary,IL-606,4.4560539257825e-06,301-600
149,Secondary,MA-021,4.4560539257825e-06,151-300
149,Secondary,MI-481,4.4560539257825e-06,301-600
149,Secondary,NC-275,4.4560539257825e-06,301-600
150,Secondary,MI-481,0.00093637342494495,151-300
150,Secondary,GA-303,2.080829833211e-05,301-600
150,Secondary,IL-606,2.080829833211e-05,301-600
150,Secondary,MA-021,2.080829833211e-05,301-600
150,Secondary,NC-275,2.080829833211e-05,301-600
150,Secondary,NJ-070,2.080829833211e-05,301-600
151,Secondary,MI-481,0.0014185290497240699,151-300
151,Secondary,GA-303,3.1522867771646004e-05,301-600
151,Secondary,IL-606,3.1522867771646004e-05,301-600
151,Secondary,MA-021,3.1522867771646004e-05,301-600
151,Secondary,NC-275,3.1522867771646004e-05,301-600
151,Secondary,NJ-070,3.1522867771646004e-05,301-600
152,Secondary,MI-481,0.00203406569201187,151-300
152,Secondary,GA-303,4.5201459822486e-05,301-600
152,Secondary,IL-606,4.5201459822486e-05,301-600
152,Secondary,MA-021,4.5201459822486e-05,301-600
152,Secondary,NC-275,4.5201459822486e-05,301-600
152,Secondary,NJ-070,4.5201459822486e-05,301-600
153,Secondary,MI-481,0.0005082916478049,151-300
153,Secondary,GA-303,1.1295369951220001e-05,301-600
153,Secondary,IL-606,1.1295369951220001e-05,301-600
153,Secondary,MA-021,1.1295369951220001e-05,301-600
153,Secondary,NC-275,1.1295369951220001e-05,301-600
153,Secondary,NJ-070,1.1295369951220001e-05,301-600
154,Secondary,MI-481,0.00010724589448361999,151-300
154,Secondary,GA-303,2.383242099636e-06,301-600
154,Secondary,IL-606,2.383242099636e-06,301-600
154,Secondary,MA-021,2.383242099636e-06,301-600
154,Secondary,NC-275,2.383242099636e-06,151-300
154,Secondary,NJ-070,2.383242099636e-06,301-600
155,Secondary,NJ-070,0.0002406269119923,151-300
155,Secondary,GA-303,5.34726471094e-06,301-600
155,Secondary,IL-606,5.34726471094e-06,301-600
155,Secondary,MA-021,5.34726471094e-06,301-600
155,Secondary,MI-481,5.34726471094e-06,151-300
155,Secondary,NC-275,5.34726471094e-06,151-300
156,Secondary,MI-481,0.0006425735661072901,151-300
156,Secondary,GA-303,1.4279412580162e-05,301-600
156,Secondary,IL-606,1.4279412580162e-05,301-600
156,Secondary,MA-021,1.4279412580162e-05,301-600
156,Secondary,NC-275,1.4279412580162e-05,301-600
156,Secondary,NJ-070,1.4279412580162e-05,151-300
157,Secondary,MI-481,0.00010724589448361999,151-300
157,Secondary,GA-303,2.383242099636e-06,301-600
157,Secondary,IL-606,2.383242099636e-06,301-600
157,Secondary,MA-021,2.383242099636e-06,301-600
157,Secondary,NC-275,2.383242099636e-06,301-600
157,Secondary,NJ-070,2.383242099636e-06,151-300
158,Secondary,NJ-070,0.00013338101750859,151-300
158,Secondary,GA-303,2.964022611302e-06,301-600
158,Secondary,IL-606,2.964022611302e-06,301-600
158,Secondary,MA-021,2.964022611302e-06,301-600
158,Secondary,MI-481,2.964022611302e-06,151-300
158,Secondary,NC-275,2.964022611302e-06,301-600
159,Secondary,NJ-070,8.019007064745225e-05,151-300
159,Secondary,GA-303,1.782001569943383e-06,301-600
159,Secondary,IL-606,1.782001569943383e-06,301-600
159,Secondary,MA-021,1.782001569943383e-06,301-600
159,Secondary,MI-481,1.782001569943383e-06,151-300
159,Secondary,NC-275,1.782001569943383e-06,301-600
160,Secondary,MI-481,0.00077595548361678,151-300
160,Secondary,GA-303,1.7243455191484e-05,301-600
160,Secondary,IL-606,1.7243455191484e-05,301-600
160,Secondary,MA-021,1.7243455191484e-05,301-600
160,Secondary,NC-275,1.7243455191484e-05,301-600
160,Secondary,NJ-070,1.7243455191484e-05,301-600
161,Secondary,MI-481,0.00037490973029541,151-300
161,Secondary,GA-303,8.331327339898001e-06,301-600
161,Secondary,IL-606,8.331327339898001e-06,301-600
161,Secondary,MA-021,8.331327339898001e-06,301-600
161,Secondary,NC-275,8.331327339898001e-06,301-600
161,Secondary,NJ-070,8.331327339898001e-06,301-600
162,Secondary,MI-481,0.00016041794132817,151-300
162,Secondary,GA-303,3.564843140626e-06,301-600
162,Secondary,IL-606,3.564843140626e-06,301-600
162,Secondary,MA-021,3.564843140626e-06,301-600
162,Secondary,NC-275,3.564843140626e-06,301-600
162,Secondary,NJ-070,3.564843140626e-06,151-300
163,Secondary,MI-481,8.019007064745225e-05,151-300
163,Secondary,GA-303,1.782001569943383e-06,301-600
163,Secondary,IL-606,1.782001569943383e-06,301-600
163,Secondary,MA-021,1.782001569943383e-06,301-600
163,Secondary,NC-275,1.782001569943383e-06,301-600
163,Secondary,NJ-070,1.782001569943383e-06,151-300
164,Secondary,MI-481,0.00021449178896723999,151-300
164,Secondary,IL-606,5.95810524909e-06,301-600
164,Secondary,MA-021,5.95810524909e-06,301-600
164,Secondary,NC-275,5.95810524909e-06,301-600
164,Secondary,NJ-070,5.95810524909e-06,301-600
165,Secondary,MI-481,0.00037490973029541,151-300
165,Secondary,IL-606,1.04141591748725e-05,301-600
165,Secondary,MA-021,1.04141591748725e-05,301-600
165,Secondary,NC-275,1.04141591748725e-05,301-600
165,Secondary,NJ-070,1.04141591748725e-05,301-600
166,Secondary,NJ-070,0.0005353276716236699,151-300
166,Secondary,GA-303,1.1896170480526e-05,301-600
166,Secondary,IL-606,1.1896170480526e-05,301-600
166,Secondary,MA-021,1.1896170480526e-05,301-600
166,Secondary,MI-481,1.1896170480526e-05,151-300
166,Secondary,NC-275,1.1896170480526e-05,301-600
168,Secondary,NJ-070,0.00010724589448361999,151-300
168,Secondary,GA-303,2.383242099636e-06,301-600
168,Secondary,IL-606,2.383242099636e-06,301-600
168,Secondary,MA-021,2.383242099636e-06,301-600
168,Secondary,MI-481,2.383242099636e-06,151-300
168,Secondary,NC-275,2.383242099636e-06,301-600
169,Secondary,NJ-070,2.700002378702096e-05,151-300
169,Secondary,IL-606,7.500006607505822e-07,301-600
169,Secondary,MA-021,7.500006607505822e-07,301-600
169,Secondary,MI-481,7.500006607505822e-07,301-600
169,Secondary,NC-275,7.500006607505822e-07,301-600
170,Primary,NJ-070,0.0021404106857017802,151-300
170,Primary,IL-606,5.9455852380605e-05,301-600
170,Primary,MA-021,5.9455852380605e-05,301-600
170,Primary,MI-481,5.9455852380605e-05,301-600
170,Primary,NC-275,5.9455852380605e-05,301-600
171,Primary,NJ-070,0.0005885006184690299,51-150
172,Primary,NJ-070,0.0005623645954431599,151-300
172,Primary,GA-303,1.2496991009848001e-05,301-600
172,Primary,IL-606,1.2496991009848001e-05,301-600
172,Primary,MA-021,1.2496991009848001e-05,301-600
172,Primary,MI-481,1.2496991009848001e-05,301-600
172,Primary,NC-275,1.2496991009848001e-05,151-300
173,Primary,NJ-070,0.0010436193194285702,151-300
173,Primary,GA-303,2.3191540431746e-05,301-600
173,Primary,IL-606,2.3191540431746e-05,301-600
173,Primary,MA-021,2.3191540431746e-05,301-600
173,Primary,MI-481,2.3191540431746e-05,301-600
173,Primary,NC-275,2.3191540431746e-05,151-300
174,Primary,NJ-070,0.00040104575332128,51-150
175,Primary,NJ-070,0.00066870958913307,51-150
176,Primary,NJ-070,0.0007489185597972,51-150
177,Secondary,NJ-070,0.00072278253677133,151-300
177,Secondary,IL-606,2.0077292688092503e-05,301-600
177,Secondary,MA-021,2.0077292688092503e-05,301-600
177,Secondary,MI-481,2.0077292688092503e-05,301-600
177,Secondary,NC-275,2.0077292688092503e-05,301-600
178,Secondary,NJ-070,0.0005623645954431599,51-150
179,Primary,NJ-070,0.00029470075963128,51-150
179,Primary,MA-021,3.274452884792e-05,151-300
180,Primary,NJ-070,0.00227469350400489,51-150
180,Primary,MA-021,0.00025274372266721,151-300
181,Primary,NJ-070,0.0006425735661072901,51-150
181,Primary,MA-021,7.139706290081e-05,151-300
182,Primary,NJ-070,0.00091023740191908,51-150
182,Primary,MA-021,0.00010113748910212,151-300
183,Primary,NJ-070,0.00099044727258402,51-150
183,Primary,MA-021,0.00011004969695378,151-300
184,Primary,NJ-070,0.0011508652139121899,51-150
184,Primary,MA-021,0.00012787391265691,151-300
185,Primary,NJ-070,0.00037490973029541,51-150
185,Primary,MA-021,4.165663669949e-05,151-300
186,Secondary,NJ-070,0.00029470075963128,51-150
186,Secondary,MA-021,3.274452884792e-05,151-300
187,Primary,NJ-070,0.0006957465129526501,51-150
187,Primary,MA-021,7.730516810585e-05,151-300
188,Secondary,NJ-070,0.00018745486514766,51-150
188,Secondary,MA-021,2.082831834974e-05,151-300
189,Primary,NJ-070,0.00101658239560908,51-150
189,Primary,MA-021,0.00011295359951212,151-300
190,Primary,NJ-070,0.0033985217940976802,51-150
190,Primary,MA-021,0.00037761353267752004,151-300
191,Primary,NJ-070,0.00513788672647818,51-150
191,Primary,MA-021,0.00057087630294202,151-300
193,Primary,NJ-070,0.0010436193194285702,51-150
193,Primary,MA-021,0.00011595770215873,151-300
194,Primary,NJ-070,0.00099044727258402,51-150
194,Primary,MA-021,0.00011004969695378,151-300
195,Primary,NJ-070,0.0008832013781004001,51-150
195,Primary,MA-021,9.813348645560001e-05,151-300
196,Primary,NJ-070,0.0008291275304613301,51-150
196,Primary,MA-021,9.212528116237e-05,151-300
197,Primary,NJ-070,0.00144466417274913,51-150
198,Primary,NJ-070,0.0008291275304613301,51-150
198,Primary,MA-021,9.212528116237e-05,151-300
199,Primary,NJ-070,0.0014185290497240699,51-150
199,Primary,NC-275,0.00015761433885823,151-300
200,Primary,NJ-070,0.00251532041599728,151-300
200,Primary,GA-303,5.589600924438401e-05,301-600
200,Primary,IL-606,5.589600924438401e-05,301-600
200,Primary,MA-021,5.589600924438401e-05,301-600
200,Primary,MI-481,5.589600924438401e-05,301-600
200,Primary,NC-275,5.589600924438401e-05,151-300
201,Primary,NJ-070,0.00326423897579448,151-300
201,Primary,GA-303,7.2538643906544e-05,301-600
201,Primary,IL-606,7.2538643906544e-05,301-600
201,Primary,MA-021,7.2538643906544e-05,301-600
201,Primary,MI-481,7.2538643906544e-05,301-600
201,Primary,NC-275,7.2538643906544e-05,151-300
206,Primary,NJ-070,0.00109679136627312,151-300
206,Primary,GA-303,3.046642684092e-05,301-600
206,Primary,MA-021,3.046642684092e-05,301-600
206,Primary,MI-481,3.046642684092e-05,301-600
206,Primary,NC-275,3.046642684092e-05,151-300
207,Primary,NJ-070,0.00291636616931856,151-300
207,Primary,GA-303,8.101017136996001e-05,301-600
207,Primary,MA-021,8.101017136996001e-05,301-600
207,Primary,MI-481,8.101017136996001e-05,301-600
207,Primary,NC-275,8.101017136996001e-05,151-300
208,Primary,NJ-070,0.00165915596171637,151-300
208,Primary,GA-303,3.6870132482586e-05,301-600
208,Primary,IL-606,3.6870132482586e-05,301-600
208,Primary,MA-021,3.6870132482586e-05,301-600
208,Primary,MI-481,3.6870132482586e-05,301-600
208,Primary,NC-275,3.6870132482586e-05,151-300
209,Primary,NJ-070,0.00042808177713996005,151-300
209,Primary,GA-303,9.512928380888e-06,301-600
209,Primary,IL-606,9.512928380888e-06,301-600
209,Primary,MA-021,9.512928380888e-06,301-600
209,Primary,MI-481,9.512928380888e-06,301-600
209,Primary,NC-275,9.512928380888e-06,151-300
210,Primary,NJ-070,0.0020602017150376504,151-300
210,Primary,GA-303,5.7227825417712505e-05,301-600
210,Primary,MA-021,5.7227825417712505e-05,301-600
210,Primary,MI-481,5.7227825417712505e-05,301-600
210,Primary,NC-275,5.7227825417712505e-05,151-300
211,Primary,NJ-070,0.00179253787922586,151-300
211,Primary,GA-303,4.9792718867385e-05,301-600
211,Primary,MA-021,4.9792718867385e-05,301-600
211,Primary,MI-481,4.9792718867385e-05,301-600
211,Primary,NC-275,4.9792718867385e-05,151-300
212,Primary,NJ-070,0.0035319028116063606,151-300
212,Primary,GA-303,9.810841143351001e-05,301-600
212,Primary,MA-021,9.810841143351001e-05,301-600
212,Primary,MI-481,9.810841143351001e-05,301-600
212,Primary,NC-275,9.810841143351001e-05,151-300
214,Primary,NJ-070,0.00029470075963128,151-300
214,Primary,GA-303,8.18613221198e-06,301-600
214,Primary,MA-021,8.18613221198e-06,301-600
214,Primary,MI-481,8.18613221198e-06,301-600
214,Primary,NC-275,8.18613221198e-06,151-300
215,Secondary,NC-275,0.00037490973029541,151-300
215,Secondary,GA-303,8.331327339898001e-06,301-600
215,Secondary,IL-606,8.331327339898001e-06,301-600
215,Secondary,MA-021,8.331327339898001e-06,301-600
215,Secondary,MI-481,8.331327339898001e-06,151-300
215,Secondary,NJ-070,8.331327339898001e-06,151-300
216,Primary,NJ-070,0.0005082916478049,151-300
216,Primary,GA-303,1.4119212439025001e-05,301-600
216,Primary,MA-021,1.4119212439025001e-05,301-600
216,Primary,MI-481,1.4119212439025001e-05,301-600
216,Primary,NC-275,1.4119212439025001e-05,151-300
217,Primary,NJ-070,0.00160598391487182,151-300
217,Primary,GA-303,3.5688531441596e-05,301-600
217,Primary,IL-606,3.5688531441596e-05,301-600
217,Primary,MA-021,3.5688531441596e-05,301-600
217,Primary,MI-481,3.5688531441596e-05,301-600
217,Primary,NC-275,3.5688531441596e-05,151-300
218,Primary,NJ-070,0.00034787280647592,151-300
218,Primary,GA-303,9.663133513220001e-06,301-600
218,Primary,MA-021,9.663133513220001e-06,301-600
218,Primary,MI-481,9.663133513220001e-06,301-600
218,Primary,NC-275,9.663133513220001e-06,151-300
219,Primary,NJ-070,0.00045511870095954,51-150
219,Primary,NC-275,5.056874455106e-05,151-300
220,Primary,NJ-070,0.00066870958913307,151-300
220,Primary,GA-303,1.4860213091846001e-05,301-600
220,Primary,IL-606,1.4860213091846001e-05,301-600
220,Primary,MA-021,1.4860213091846001e-05,301-600
220,Primary,MI-481,1.4860213091846001e-05,301-600
220,Primary,NC-275,1.4860213091846001e-05,151-300
221,Primary,NJ-070,0.00128424623142087,151-300
221,Primary,GA-303,2.8538805142686002e-05,301-600
221,Primary,IL-606,2.8538805142686002e-05,301-600
221,Primary,MA-021,2.8538805142686002e-05,301-600
221,Primary,MI-481,2.8538805142686002e-05,301-600
221,Primary,NC-275,2.8538805142686002e-05,151-300
222,Primary,NJ-070,0.00048125472398541,151-300
222,Primary,GA-303,1.0694549421898e-05,301-600
222,Primary,IL-606,1.0694549421898e-05,301-600
222,Primary,MA-021,1.0694549421898e-05,301-600
222,Primary,MI-481,1.0694549421898e-05,301-600
222,Primary,NC-275,1.0694549421898e-05,151-300
223,Primary,NJ-070,0.0008561644542808201,151-300
223,Primary,GA-303,1.9025876761796e-05,301-600
223,Primary,IL-606,1.9025876761796e-05,301-600
223,Primary,MA-021,1.9025876761796e-05,301-600
223,Primary,MI-481,1.9025876761796e-05,301-600
223,Primary,NC-275,1.9025876761796e-05,151-300
224,Primary,NC-275,0.00072278253677133,151-300
224,Primary,GA-303,2.0077292688092503e-05,301-600
224,Primary,MA-021,2.0077292688092503e-05,301-600
224,Primary,MI-481,2.0077292688092503e-05,301-600
224,Primary,NJ-070,2.0077292688092503e-05,151-300
225,Primary,NC-275,0.00042808177713996005,151-300
225,Primary,GA-303,1.189116047611e-05,301-600
225,Primary,MA-021,1.189116047611e-05,301-600
225,Primary,MI-481,1.189116047611e-05,301-600
225,Primary,NJ-070,1.189116047611e-05,151-300
226,Primary,NC-275,0.0005353276716236699,151-300
226,Primary,GA-303,1.1896170480526e-05,301-600
