zip3,pmf,market,market_type,lat,lon,pmf_norm,preferred_fc_zip3,preferred_fc_distance,preferred_fc,distance_bucket
303,0.00443002,Primary,GA,33.82242118,-84.34254523,0.004430023902851059,303,0,GA-303,<50
304,0.000534727,Secondary,GA,32.48343918,-82.06773196,0.000534727471094902,303,161,GA-303,151-300
305,0.00145698,Primary,GA,34.33189276,-83.8383092,0.0014569812836005111,303,45,GA-303,<50
306,0.001337818,Primary,GA,33.90451178,-83.38081233,0.0013378191786186963,303,56,GA-303,51-150
307,0.000892213,Primary,GA,34.69029569,-85.06255167,0.0008922137860403455,303,73,GA-303,51-150
308,0.000445606,Secondary,GA,33.39659213,-82.21214724,0.00044560639257923185,303,126,GA-303,51-150
309,0.000475646,Secondary,GA,33.48753421,-82.06129699,0.0004756464190444952,303,133,GA-303,51-150
310,0.000683929,Primary,GA,32.62425137,-83.43419612,0.0006839296025419799,303,98,GA-303,51-150
312,0.000267363,Primary,GA,32.8358381,-83.64196667,0.00026736323554701056,303,79,GA-303,51-150
313,0.000921252,Secondary,GA,31.93639896,-81.49039479,0.0009212528116237271,303,211,GA-303,151-300
314,0.000981334,Secondary,GA,32.0700884,-81.1176529,0.0009813348645560157,303,223,GA-303,151-300
315,0.001040414,Secondary,GA,31.29840563,-82.00096162,0.0010404149166055416,303,221,GA-303,151-300
316,0.000416566,Secondary,GA,30.92886067,-83.28538483,0.00041656636699496935,303,209,GA-303,151-300
317,0.000505687,Secondary,GA,31.47418031,-83.95340051,0.0005056874455106396,303,163,GA-303,151-300
318,0.000148201,Primary,GA,32.56099242,-84.86697576,0.00014820113056519604,303,92,GA-303,51-150
319,0.000267363,Primary,GA,32.47927346,-84.96985213,0.00026736323554701056,303,99,GA-303,51-150
320,0.002080828,Secondary,FL,30.13761429,-81.80804379,0.002080829833211083,303,294,GA-303,151-300
321,0.0013979,Primary,FL,29.28033024,-81.25835547,0.0013979012315509852,331,248,FL-331,151-300
322,0.003448687,Secondary,FL,30.30075213,-81.63305956,0.003448690038295924,303,290,GA-303,151-300
323,0.000653889,Secondary,FL,30.41755655,-84.2583939,0.0006538895760767165,303,235,GA-303,151-300
324,0.001159576,Secondary,FL,30.38547134,-85.67905612,0.0011595770215873562,303,249,GA-303,151-300
325,0.001991707,Secondary,FL,30.46285326,-86.94394577,0.001991708754695413,303,277,GA-303,151-300
326,0.001367859,Primary,FL,29.61443468,-82.36344412,0.0013678602050848406,331,294,FL-331,151-300
327,0.00365697,Primary,FL,28.67999853,-81.34017569,0.0036569732217934083,331,210,FL-331,151-300
328,0.004965748,Primary,FL,28.52980184,-81.37025332,0.004965752374827843,331,201,FL-331,151-300
329,0.001813464,Primary,FL,28.15899052,-80.64259589,0.0018134655976631917,331,165,FL-331,151-300
330,0.006481809,Primary,FL,25.95777195,-80.25858971,0.00648181471047876,331,12,FL-331,<50
331,0.007819627,Primary,FL,25.78771157,-80.24139668,0.007819633889097457,331,0,FL-331,<50
333,0.002557476,Primary,FL,26.14805954,-80.17388352,0.002557478253138341,331,25,FL-331,<50
334,0.005530516,Primary,FL,26.59437338,-80.10587723,0.005530520872388889,331,56,FL-331,51-150
335,0.002260071,Primary,FL,28.0939347,-82.29407331,0.0022600729911243056,331,203,FL-331,151-300
336,0.002438314,Primary,FL,27.98146252,-82.47044567,0.002438316148156527,331,204,FL-331,151-300
337,0.001813464,Primary,FL,27.89427293,-82.73852559,0.0018134655976631917,331,212,FL-331,151-300
338,0.002794798,Primary,FL,27.91676799,-81.75444563,0.0027948004622192074,331,174,FL-331,151-300
339,0.002824839,Secondary,FL,26.74966989,-81.93435878,0.0028248414886853515,331,124,FL-331,51-150
341,0.000862172,Primary,FL,26.22950586,-81.7687168,0.0008621727595742013,331,100,FL-331,51-150
342,0.001843505,Secondary,FL,27.32596833,-82.48886278,0.001843506624129336,331,175,FL-331,151-300
344,0.001278738,Primary,FL,29.07456686,-82.21431716,0.0012787391265691706,331,257,FL-331,151-300
346,0.001694303,Primary,FL,28.24635759,-82.63796978,0.0016943044926822583,331,225,FL-331,151-300
347,0.004638303,Primary,FL,28.47366387,-81.51423972,0.004638307086348543,331,201,FL-331,151-300
349,0.001307777,Secondary,FL,27.25510366,-80.33700476,0.0013077781521525522,331,101,FL-331,51-150
350,0.001070455,Secondary,AL,33.54527751,-86.70058997,0.001070455943071686,303,137,GA-303,51-150
351,0.000327445,Secondary,AL,33.49966525,-86.62874068,0.00032744528847929914,303,134,GA-303,51-150
352,0.00074301,Secondary,AL,33.50463087,-86.80815558,0.0007430106545923867,303,144,GA-303,51-150
354,0.000416566,Secondary,AL,33.16616844,-87.62999221,0.00041656636699496935,303,195,GA-303,151-300
355,3e-05,Secondary,AL,33.9002525,-87.5478075,3.0000026430023288e-05,303,184,GA-303,151-300
356,0.001011374,Secondary,AL,34.67768896,-87.23686269,0.0010113748910212791,303,176,GA-303,151-300
357,0.000386525,Primary,AL,34.72508697,-86.49936092,0.000386525340528825,303,138,GA-303,51-150
358,0.00071397,Primary,AL,34.72759074,-86.60573215,0.0007139706290081242,303,144,GA-303,51-150
359,0.000624849,Primary,AL,34.19955081,-86.02329234,0.000624849550492454,303,100,GA-303,51-150
360,0.00074301,Secondary,AL,32.17601956,-86.12245978,0.0007430106545923867,303,153,GA-303,151-300
361,0.000862172,Secondary,AL,32.37579631,-86.29243219,0.0008621727595742013,303,151,GA-303,151-300
362,0.000178242,Primary,AL,33.61636158,-85.78863892,0.00017824215703134036,303,84,GA-303,51-150
363,0.000148201,Secondary,AL,31.30050563,-85.52091408,0.00014820113056519604,303,187,GA-303,151-300
364,8.91e-05,Secondary,AL,31.34653824,-86.95451176,8.910007849716916e-05,303,229,GA-303,151-300
365,0.000416566,Secondary,AL,30.76496287,-87.89512996,0.00041656636699496935,303,296,GA-303,151-300
366,0.000475646,Tertiary,AL,30.68758851,-88.08793195,0.0004756464190444952,303,308,GA-303,301-600
367,0.000208283,Secondary,AL,32.36677635,-87.33822568,0.00020828318349748467,303,201,GA-303,151-300
368,0.000267363,Secondary,AL,32.60137169,-85.35060091,0.00026736323554701056,303,102,GA-303,51-150
369,3e-05,Secondary,AL,32.23942059,-88.20716176,3.0000026430023288e-05,303,249,GA-303,151-300
370,0.00439998,Primary,TN,36.18684261,-86.86229019,0.004399983876385796,303,217,GA-303,151-300
371,0.001813464,Primary,TN,36.03438466,-86.65937709,0.0018134655976631917,303,201,GA-303,151-300
372,0.002140909,Primary,TN,36.1509996,-86.77006301,0.0021409108861424908,303,211,GA-303,151-300
373,0.001487021,Secondary,TN,35.23934523,-85.30571159,0.0014870223100666552,303,112,GA-303,51-150
374,0.000505687,Primary,TN,35.04427954,-85.28285217,0.0005056874455106396,303,100,GA-303,51-150
376,0.001100496,Secondary,TN,36.40340963,-82.45638924,0.0011004969695378303,303,208,GA-303,151-300
377,0.000773051,Secondary,TN,36.08263647,-83.86576203,0.000773051681058531,303,158,GA-303,151-300
378,0.000921252,Secondary,TN,36.00896,-83.80920272,0.0009212528116237271,303,154,GA-303,151-300
379,0.001724343,Secondary,TN,35.95953956,-83.95787445,0.0017243445191475215,303,149,GA-303,51-150
380,0.000981334,Secondary,TN,35.32547605,-89.66527763,0.0009813348645560157,303,321,GA-303,301-600
381,0.001546101,Secondary,TN,35.12613147,-89.95737767,0.0015461023621161812,303,333,GA-303,301-600
382,0.000386525,Secondary,TN,36.30005753,-88.77146027,0.000386525340528825,303,304,GA-303,301-600
383,0.000564768,Secondary,TN,35.6366772,-88.66090521,0.0005647684975610464,303,276,GA-303,151-300
384,0.000178242,Primary,TN,35.40914651,-87.17404884,0.00017824215703134036,303,195,GA-303,151-300
385,0.000267363,Primary,TN,36.1135733,-85.43378352,0.00026736323554701056,303,170,GA-303,151-300
386,0.000653889,Secondary,MS,34.63221201,-89.75828539,0.0006538895760767165,303,315,GA-303,301-600
387,0.000148201,Secondary,MS,33.57786094,-90.81078906,0.00014820113056519604,750,354,TX-750,301-600
388,0.000475646,Secondary,MS,34.33971771,-88.6628559,0.0004756464190444952,303,250,GA-303,151-300
389,5.91e-05,Secondary,MS,33.7286777,-89.87988378,5.9100052067145876e-05,303,319,GA-303,301-600
390,0.000178242,Tertiary,MS,32.44781421,-90.03795526,0.00017824215703134036,303,343,GA-303,301-600
391,0.000297404,Tertiary,MS,32.22989195,-90.33702222,0.00029740426201315485,770,346,TX-770,301-600
392,0.000119162,Tertiary,MS,32.31139378,-90.18122044,0.0001191621049818145,303,354,GA-303,301-600
393,0.000297404,Secondary,MS,32.39680253,-88.84609675,0.00029740426201315485,303,279,GA-303,151-300
394,0.000653889,Tertiary,MS,31.32761232,-89.30569804,0.0006538895760767165,303,337,GA-303,301-600
395,0.001100496,Tertiary,MS,30.45880962,-88.97295534,0.0011004969695378303,303,357,GA-303,301-600
396,0.000178242,Tertiary,MS,31.34079808,-90.53474679,0.00017824215703134036,770,310,TX-770,301-600
397,0.000119162,Secondary,MS,33.54001564,-88.6337095,0.0001191621049818145,303,248,GA-303,151-300
398,0.000148201,Secondary,GA,31.22755833,-84.63246806,0.00014820113056519604,303,180,GA-303,151-300
400,0.000862172,Primary,KY,38.14045983,-85.35047406,0.0008621727595742013,606,286,IL-606,151-300
401,0.000862172,Secondary,KY,37.88070144,-86.12891007,0.0008621727595742013,606,288,IL-606,151-300
402,0.002735718,Primary,KY,38.23387429,-85.71533017,0.0027357204101696813,606,272,IL-606,151-300
403,0.000624849,Primary,KY,38.05054575,-84.30491134,0.000624849550492454,303,292,GA-303,151-300
404,0.000238324,Secondary,KY,37.61057519,-84.45767143,0.000238324209963629,303,261,GA-303,151-300
405,0.001129535,Primary,KY,38.03993119,-84.49464505,0.0011295359951212119,303,291,GA-303,151-300
406,0.000119162,Primary,KY,38.20314857,-84.87596857,0.0001191621049818145,481,291,MI-481,151-300
407,0.000297404,Secondary,KY,36.99477671,-84.11550137,0.00029740426201315485,303,219,GA-303,151-300
410,0.001843505,Primary,KY,38.88967421,-84.4601595,0.001843506624129336,481,240,MI-481,151-300
411,8.91e-05,Primary,KY,38.44128559,-82.87836486,8.910007849716916e-05,481,267,MI-481,151-300
413,5.91e-05,Secondary,KY,37.57174545,-83.47145,5.9100052067145876e-05,303,263,GA-303,151-300
414,0.000119162,Secondary,KY,37.8657,-83.18136875,0.0001191621049818145,303,286,GA-303,151-300
415,0.000148201,Secondary,KY,37.49099205,-82.42633864,0.00014820113056519604,275,240,NC-275,151-300
416,5.91e-05,Secondary,KY,37.53655694,-82.72551806,5.9100052067145876e-05,275,256,NC-275,151-300
417,5.91e-05,Secondary,KY,37.22130625,-83.20297375,5.9100052067145876e-05,303,243,GA-303,151-300
418,0.000119162,Secondary,KY,37.18846981,-82.84871321,0.0001191621049818145,303,247,GA-303,151-300
420,0.000505687,Secondary,KY,36.86878741,-88.57667832,0.0005056874455106396,303,318,GA-303,301-600
421,0.000803091,Primary,KY,36.96324041,-86.20962746,0.0008030917075237944,303,241,GA-303,151-300
422,0.000416566,Primary,KY,36.9071585,-87.1178585,0.00041656636699496935,303,264,GA-303,151-300
423,0.000505687,Primary,KY,37.56513315,-87.05103859,0.0005056874455106396,303,300,GA-303,151-300
424,0.000327445,Secondary,KY,37.51378301,-87.66205229,0.00032744528847929914,606,301,IL-606,301-600
425,0.000297404,Secondary,KY,37.14488689,-84.7034,0.00029740426201315485,303,230,GA-303,151-300
426,0.000119162,Secondary,KY,36.8765575,-84.9619975,0.0001191621049818145,303,213,GA-303,151-300
427,0.000594808,Secondary,KY,37.38956667,-85.78402679,0.0005948085240263097,303,259,GA-303,151-300
430,0.002438314,Secondary,OH,40.09943092,-82.95510679,0.002438316148156527,481,153,MI-481,151-300
431,0.001576142,Primary,OH,39.77307666,-82.97101136,0.0015761433885823255,481,175,MI-481,151-300
432,0.002289111,Primary,OH,39.9934046,-82.99688785,0.002289113016708568,481,160,MI-481,151-300
433,0.000594808,Secondary,OH,40.50281889,-83.39241613,0.0005948085240263097,481,123,MI-481,51-150
434,0.000445606,Primary,OH,41.41526328,-83.31105876,0.00044560639257923185,481,60,MI-481,51-150
435,0.000683929,Primary,OH,41.48068091,-84.08053819,0.0006839296025419799,481,64,MI-481,51-150
436,0.001248697,Primary,OH,41.64853082,-83.57440151,0.0012486981001030263,481,44,MI-481,<50
437,0.000267363,Secondary,OH,39.86437186,-81.70282412,0.00026736323554701056,481,190,MI-481,151-300
438,0.000148201,Secondary,OH,40.22833099,-81.90157042,0.00014820113056519604,481,163,MI-481,151-300
439,0.000327445,Secondary,OH,40.2544375,-80.85086875,0.00032744528847929914,481,195,MI-481,151-300
440,0.003092202,Secondary,OH,41.52704885,-81.52019645,0.0030922047242323623,481,112,MI-481,51-150
441,0.004162657,Primary,OH,41.47630406,-81.66229582,0.004162660667304048,481,108,MI-481,51-150
442,0.001576142,Secondary,OH,41.12977559,-81.57693529,0.0015761433885823255,481,125,MI-481,51-150
443,0.000892213,Secondary,OH,41.08042744,-81.52387515,0.0008922137860403455,481,130,MI-481,51-150
444,0.000951293,Secondary,OH,41.12442833,-80.77224983,0.0009512938380898713,481,160,MI-481,151-300
445,0.000564768,Secondary,OH,41.08623182,-80.67491818,0.0005647684975610464,481,166,MI-481,151-300
446,0.001070455,Secondary,OH,40.71575628,-81.49987951,0.001070455943071686,481,148,MI-481,51-150
447,0.000624849,Secondary,OH,40.82424441,-81.38812524,0.000624849550492454,481,147,MI-481,51-150
448,0.000594808,Primary,OH,41.07450245,-82.76786104,0.0005948085240263097,481,90,MI-481,51-150
449,0.000267363,Secondary,OH,40.753431,-82.527088,0.00026736323554701056,481,116,MI-481,51-150
450,0.002289111,Primary,OH,39.36488847,-84.47358922,0.002289113016708568,481,208,MI-481,151-300
451,0.000505687,Primary,OH,39.15722991,-83.99085179,0.0005056874455106396,481,217,MI-481,151-300
452,0.002230031,Primary,OH,39.15902359,-84.48673461,0.0022300329646590417,481,222,MI-481,151-300
453,0.001337818,Primary,OH,39.93731689,-84.26774327,0.0013378191786186963,481,167,MI-481,151-300
454,0.000981334,Primary,OH,39.74218095,-84.18725084,0.0009813348645560157,481,179,MI-481,151-300
455,0.000178242,Primary,OH,39.91378017,-83.81843554,0.00017824215703134036,481,164,MI-481,151-300
456,0.000951293,Primary,OH,38.93950923,-82.83995351,0.0009512938380898713,481,233,MI-481,151-300
457,0.000119162,Secondary,OH,39.35670694,-81.78468382,0.0001191621049818145,481,220,MI-481,151-300
458,0.000892213,Secondary,OH,40.80695055,-84.13205802,0.0008922137860403455,481,107,MI-481,51-150
460,0.001843505,Primary,IN,40.02654124,-86.03091353,0.001843506624129336,606,154,IL-606,151-300
461,0.002021748,Primary,IN,39.66349433,-86.14894925,0.002021749781161557,606,172,IL-606,151-300
462,0.002764757,Primary,IN,39.80133567,-86.16142314,0.0027647594357530633,606,164,IL-606,151-300
463,0.002646597,Primary,IN,41.50855327,-87.23224405,0.0026465993316540115,606,34,IL-606,<50
464,0.000208283,Primary,IN,41.558338,-87.35222267,0.00020828318349748467,606,28,IL-606,<50
465,0.0013979,Primary,IN,41.5127961,-86.01782439,0.0013979012315509852,606,89,IL-606,51-150
466,0.000356484,Primary,IN,41.66493261,-86.24517319,0.0003564843140626807,606,75,IL-606,51-150
467,0.000951293,Secondary,IN,41.1628586,-85.21809355,0.0009512938380898713,481,119,MI-481,51-150
468,0.001189617,Secondary,IN,41.08264353,-85.14805129,0.0011896180480535003,481,120,MI-481,51-150
469,0.000505687,Primary,IN,40.64010797,-86.04579124,0.0005056874455106396,606,120,IL-606,51-150
470,0.000386525,Primary,IN,39.17011121,-85.07709828,0.000386525340528825,481,231,MI-481,151-300
471,0.000594808,Primary,IN,38.38712204,-85.93780806,0.0005948085240263097,606,258,IL-606,151-300
472,0.000475646,Primary,IN,39.08093621,-85.77911494,0.0004756464190444952,606,217,IL-606,151-300
473,0.000653889,Primary,IN,40.0869122,-85.25338244,0.0006538895760767165,606,177,IL-606,151-300
474,0.000475646,Primary,IN,39.09674727,-86.60703203,0.0004756464190444952,606,200,IL-606,151-300
475,0.000297404,Secondary,IN,38.47295556,-87.07575661,0.00029740426201315485,606,237,IL-606,151-300
476,0.000594808,Secondary,IN,38.1286406,-87.51540376,0.0005948085240263097,606,259,IL-606,151-300
477,0.00071397,Secondary,IN,37.99666411,-87.57650706,0.0007139706290081242,606,268,IL-606,151-300
478,0.000534727,Primary,IN,39.46530401,-87.30900766,0.000534727471094902,606,168,IL-606,151-300
479,0.00074301,Primary,IN,40.40483168,-86.98645217,0.0007430106545923867,606,108,IL-606,51-150
480,0.004340899,Primary,MI,42.57007715,-83.05080711,0.004340902824335388,481,29,MI-481,<50
481,0.005797879,Primary,MI,42.27868188,-83.45545606,0.0057978841079358995,481,0,MI-481,<50
482,0.002764757,Primary,MI,42.39080819,-83.14199046,0.0027647594357530633,481,18,MI-481,<50
483,0.003270445,Primary,MI,42.59929066,-83.29431018,0.0032704478812645836,481,24,MI-481,<50
484,0.002051788,Primary,MI,43.10211958,-83.38314545,0.002051789807626821,481,57,MI-481,51-150
485,0.000832131,Primary,MI,43.00540746,-83.67703582,0.0008321317331080569,481,51,MI-481,51-150
486,0.000386525,Secondary,MI,43.64964447,-84.14587562,0.000386525340528825,481,101,MI-481,51-150
487,0.000386525,Secondary,MI,43.84348732,-83.59162254,0.000386525340528825,481,108,MI-481,51-150
488,0.00151606,Primary,MI,42.95672422,-84.62907431,0.0015160613356500368,481,76,MI-481,51-150
489,0.000505687,Primary,MI,42.73830116,-84.55767188,0.0005056874455106396,481,65,MI-481,51-150
490,0.002497394,Secondary,MI,42.23993449,-85.5542998,0.0024973962002060525,481,108,MI-481,51-150
491,0.000416566,Primary,MI,41.86845455,-86.37042,0.00041656636699496935,606,67,IL-606,51-150
492,0.001635222,Primary,MI,42.09958346,-84.37126272,0.0016352234406318512,481,49,MI-481,<50
493,0.00071397,Secondary,MI,43.18829061,-85.55302058,0.0007139706290081242,481,124,MI-481,51-150
494,0.001754384,Secondary,MI,43.15831164,-86.10839498,0.0017543855456136658,606,119,IL-606,51-150
495,0.001040414,Secondary,MI,42.95488849,-85.64635825,0.0010404149166055416,481,121,MI-481,51-150
496,0.000564768,Secondary,MI,44.5309594,-85.58399612,0.0005647684975610464,481,189,MI-481,151-300
497,0.000327445,Secondary,MI,45.42333491,-84.610288,0.00032744528847929914,481,225,MI-481,151-300
498,0.000386525,Secondary,MI,46.07257957,-87.23539,0.000386525340528825,606,290,IL-606,151-300
499,0.000148201,Secondary,MI,46.64805574,-88.86409344,0.00014820113056519604,606,334,IL-606,301-600
500,0.000773051,Secondary,IA,41.67731172,-93.84671925,0.000773051681058531,606,320,IL-606,301-600
501,0.000238324,Secondary,IA,41.66425118,-93.4293748,0.000238324209963629,606,298,IL-606,151-300
502,0.000653889,Secondary,IA,41.65332623,-93.6050963,0.0006538895760767165,606,307,IL-606,301-600
503,0.000624849,Secondary,IA,41.59338091,-93.64707971,0.000624849550492454,606,310,IL-606,301-600
504,0.000475646,Secondary,IA,43.17819747,-93.27607004,0.0004756464190444952,606,300,IL-606,151-300
505,0.000327445,Secondary,IA,42.70167205,-94.41332441,0.00032744528847929914,606,350,IL-606,301-600
506,0.000386525,Secondary,IA,42.60650553,-92.4905383,0.000386525340528825,606,252,IL-606,151-300
507,0.000267363,Secondary,IA,42.5175396,-92.37885347,0.00026736323554701056,606,246,IL-606,151-300
508,0.000386525,Secondary,IA,41.00143488,-94.56715233,0.000386525340528825,606,363,IL-606,301-600
510,0.000119162,Secondary,IA,42.59103571,-95.91842143,0.0001191621049818145,606,426,IL-606,301-600
511,0.000267363,Secondary,IA,42.49654643,-96.39713929,0.00026736323554701056,606,450,IL-606,301-600
513,0.000178242,Secondary,IA,43.27961646,-95.18091519,0.00017824215703134036,606,395,IL-606,301-600
514,5.91e-05,Secondary,IA,42.11030273,-95.05680909,5.9100052067145876e-05,606,381,IL-606,301-600
515,0.000505687,Secondary,IA,41.42927763,-95.57287443,0.0005056874455106396,606,410,IL-606,301-600
520,0.000267363,Secondary,IA,42.445925,-90.86635638,0.00026736323554701056,606,169,IL-606,151-300
521,3e-05,Secondary,IA,43.16045897,-91.75820085,3.0000026430023288e-05,606,227,IL-606,151-300
522,0.000327445,Secondary,IA,41.80733463,-91.67518485,0.00032744528847929914,606,207,IL-606,151-300
523,0.000534727,Secondary,IA,41.88915947,-91.72094229,0.000534727471094902,606,209,IL-606,151-300
524,0.000327445,Secondary,IA,41.9738024,-91.66650144,0.00032744528847929914,606,206,IL-606,151-300
525,8.91e-05,Secondary,IA,41.00415955,-92.42294494,8.910007849716916e-05,606,254,IL-606,151-300
526,0.000297404,Secondary,IA,40.84472133,-91.36219667,0.00029740426201315485,606,205,IL-606,151-300
527,0.000594808,Secondary,IA,41.64590807,-90.79146149,0.0005948085240263097,606,162,IL-606,151-300
528,0.000267363,Secondary,IA,41.53132764,-90.57668943,0.00026736323554701056,606,153,IL-606,151-300
530,0.001248697,Secondary,WI,43.36106462,-88.16321031,0.0012486981001030263,606,105,IL-606,51-150
531,0.001605181,Primary,WI,42.82607134,-88.12311937,0.001605182414165707,606,69,IL-606,51-150
532,0.001902586,Primary,WI,43.04897908,-87.96004034,0.0019025876761797427,606,82,IL-606,51-150
534,0.000445606,Primary,WI,42.71928417,-87.80395827,0.00044560639257923185,606,58,IL-606,51-150
535,0.001159576,Secondary,WI,42.92479015,-89.49684039,0.0011595770215873562,606,118,IL-606,51-150
537,0.00074301,Secondary,WI,43.06974898,-89.4000386,0.0007430106545923867,606,121,IL-606,51-150
538,8.91e-05,Secondary,WI,42.85851389,-90.71987778,8.910007849716916e-05,606,170,IL-606,151-300
539,0.001040414,Secondary,WI,43.5936372,-89.46369324,0.0010404149166055416,606,150,IL-606,51-150
540,0.000534727,Primary,WI,45.07963229,-92.48178542,0.000534727471094902,606,328,IL-606,301-600
541,0.000356484,Secondary,WI,44.72309698,-88.18881121,0.0003564843140626807,606,198,IL-606,151-300
542,0.000208283,Secondary,WI,44.45921119,-87.58660448,0.00020828318349748467,606,178,IL-606,151-300
543,0.000624849,Secondary,WI,44.508659,-88.01764895,0.000624849550492454,606,182,IL-606,151-300
544,0.000683929,Secondary,WI,44.83562986,-89.79630676,0.0006839296025419799,606,230,IL-606,151-300
545,3e-05,Secondary,WI,45.85441513,-89.76227566,3.0000026430023288e-05,606,294,IL-606,151-300
546,0.000624849,Secondary,WI,43.84184413,-91.00697611,0.000624849550492454,606,217,IL-606,151-300
547,0.000386525,Primary,WI,44.84951242,-91.55992418,0.000386525340528825,606,284,IL-606,151-300
548,0.000445606,Secondary,WI,45.95046207,-91.74922414,0.00044560639257923185,606,347,IL-606,301-600
549,0.001129535,Secondary,WI,44.16485399,-88.5758577,0.0011295359951212119,606,164,IL-606,151-300
550,0.001546101,Primary,MN,44.95936257,-93.11103565,0.0015461023621161812,606,347,IL-606,301-600
551,0.001902586,Primary,MN,44.99963544,-93.20156376,0.0019025876761797427,606,352,IL-606,301-600
553,0.002438314,Primary,MN,44.99705593,-93.50644075,0.002438316148156527,606,364,IL-606,301-600
554,0.002735718,Primary,MN,44.99277514,-93.30552658,0.0027357204101696813,606,356,IL-606,301-600
557,0.000267363,Secondary,MN,47.18549269,-92.79225662,0.00026736323554701056,606,445,IL-606,301-600
558,0.000594808,Secondary,MN,46.77353571,-92.1470526,0.0005948085240263097,606,404,IL-606,301-600
559,0.000505687,Primary,MN,43.93159213,-92.35976827,0.0005056874455106396,606,277,IL-606,151-300
560,0.000386525,Primary,MN,44.03638991,-93.89814826,0.000386525340528825,606,349,IL-606,301-600
561,0.000148201,Secondary,MN,43.88213394,-95.67711719,0.00014820113056519604,606,429,IL-606,301-600
562,8.91e-05,Secondary,MN,45.01625744,-95.56569931,8.910007849716916e-05,606,452,IL-606,301-600
563,0.000505687,Primary,MN,45.69376529,-94.47679609,0.0005056874455106396,606,430,IL-606,301-600
564,0.000475646,Secondary,MN,46.50039171,-94.4740212,0.0004756464190444952,606,465,IL-606,301-600
565,0.000267363,Secondary,MN,46.79292122,-96.17529714,0.00026736323554701056,606,541,IL-606,301-600
566,0.000119162,Secondary,MN,47.74855649,-94.48148168,0.0001191621049818145,606,525,IL-606,301-600
567,0.000297404,Secondary,MN,48.32176885,-96.40352213,0.00029740426201315485,606,616,IL-606,601-1000
570,0.000445606,Secondary,SD,43.43761278,-96.96780376,0.00044560639257923185,606,486,IL-606,301-600
571,0.001011374,Secondary,SD,43.53984858,-96.73553239,0.0010113748910212791,606,475,IL-606,301-600
572,5.91e-05,Secondary,SD,44.98009662,-97.08865608,5.9100052067145876e-05,606,520,IL-606,301-600
573,8.91e-05,Secondary,SD,43.7873894,-98.39546093,8.910007849716916e-05,802,441,CO-802,301-600
574,8.91e-05,Secondary,SD,45.39809926,-98.79335882,8.910007849716916e-05,802,503,CO-802,301-600
575,0.000119162,Tertiary,SD,43.82773119,-100.4761202,0.0001191621049818145,802,366,CO-802,301-600
576,0.000119162,Tertiary,SD,45.57915231,-101.6688877,0.0001191621049818145,802,437,CO-802,301-600
577,0.000416566,Tertiary,SD,44.16856919,-103.2346313,0.00041656636699496935,802,319,CO-802,301-600
580,0.000119162,Secondary,ND,46.685284,-97.24196857,0.0001191621049818145,606,579,IL-606,301-600
581,0.000327445,Secondary,ND,46.87250303,-96.80434545,0.00032744528847929914,606,568,IL-606,301-600
582,0.000505687,Secondary,ND,48.13842191,-97.47861404,0.0005056874455106396,606,645,IL-606,601-1000
583,0.000148201,Tertiary,ND,48.3134622,-99.26710157,0.00014820113056519604,802,657,CO-802,601-1000
584,0.000119162,Secondary,ND,46.84600255,-98.90829554,0.0001191621049818145,802,579,CO-802,301-600
585,0.000624849,Tertiary,ND,46.85442287,-100.8647404,0.000624849550492454,802,534,CO-802,301-600
586,8.91e-05,Tertiary,ND,46.7520186,-102.9332953,8.910007849716916e-05,802,495,CO-802,301-600
587,0.000624849,Tertiary,ND,48.34403608,-101.5909835,0.000624849550492454,802,618,CO-802,601-1000
588,0.000148201,Tertiary,ND,48.27443134,-103.5219209,0.00014820113056519604,802,594,CO-802,301-600
590,0.000178242,Tertiary,MT,45.81129932,-108.806123,0.00017824215703134036,841,383,UT-841,301-600
591,0.000178242,Tertiary,MT,45.79360313,-108.50275,0.00017824215703134036,841,388,UT-841,301-600
592,3e-05,Tertiary,MT,48.1942,-105.1720441,3.0000026430023288e-05,802,584,CO-802,301-600
593,3e-05,Tertiary,MT,46.34385859,-105.5833909,3.0000026430023288e-05,802,457,CO-802,301-600
594,0.000356484,Tertiary,MT,47.67447431,-111.225178,0.0003564843140626807,841,480,UT-841,301-600
595,3e-05,Tertiary,MT,48.41191,-109.6148,3.0000026430023288e-05,841,541,UT-841,301-600
596,0.000208283,Secondary,MT,46.58341183,-111.9747484,0.00020828318349748467,841,403,UT-841,301-600
597,0.000564768,Secondary,MT,45.70692416,-111.8594651,0.0005647684975610464,841,343,UT-841,301-600
598,0.000803091,Secondary,MT,46.95929275,-114.0943749,0.0008030917075237944,980,384,WA-980,301-600
599,0.000208283,Tertiary,MT,48.29306703,-114.4339319,0.00020828318349748467,980,365,WA-980,301-600
600,0.004043495,Primary,IL,42.12912375,-87.94723077,0.004043498562322234,606,22,IL-606,<50
601,0.004519142,Primary,IL,41.95731228,-88.06667305,0.00451914598136761,606,21,IL-606,<50
602,0.000208283,Primary,IL,42.04001579,-87.76560877,0.00020828318349748467,606,12,IL-606,<50
603,0.000178242,Primary,IL,41.87542656,-87.78759688,0.00017824215703134036,606,6,IL-606,<50
604,0.003776132,Primary,IL,41.60386455,-87.89844931,0.003776135326775223,606,23,IL-606,<50
605,0.003270445,Primary,IL,41.79998337,-88.04199057,0.0032704478812645836,606,20,IL-606,<50
