preferred_fc,market_type,demand_share,network
GA-303,Primary,0.18413337122150006,4FC
GA-303,Secondary,0.12624553922232007,4FC
GA-303,Tertiary,0.007283904417119792,4FC
NY-134,Primary,0.24490002975692624,4FC
NY-134,Secondary,0.0806114490186866,4FC
NY-134,Tertiary,0.00014820113056519604,4FC
TX-799,Primary,0.08699924564633542,4FC
TX-799,Secondary,0.02363509382251766,4FC
UT-841,Primary,0.1947828606037002,4FC
UT-841,Secondary,0.046381960862507524,4FC
UT-841,Tertiary,0.004878344297821326,4FC
