zip3,preferred_fc,preferred_fc_zip3,preferred_fc_distance,distance_bucket,market_type,pmf,pmf_norm,lat,lon
10,MA-021,21,77,51-150,Primary,0.002021748,0.002021749781161557,42.22159842,-72.57355816
11,MA-021,21,79,51-150,Primary,0.001159576,0.0011595770215873562,42.10577295,-72.58373891
12,MA-021,21,111,51-150,Secondary,0.000564768,0.0005647684975610464,42.39659452,-73.23757603
13,MA-021,21,76,51-150,Primary,0.000148201,0.00014820113056519604,42.57895574,-72.54004426
14,MA-021,21,35,<50,Primary,0.00074301,0.0007430106545923867,42.56623253,-71.6967241
15,MA-021,21,36,<50,Primary,0.00145698,0.0014569812836005111,42.24197516,-71.76761484
16,MA-021,21,37,<50,Primary,0.000803091,0.0008030917075237944,42.26459123,-71.79338084
17,MA-021,21,17,<50,Primary,0.001189617,0.0011896180480535003,42.33511609,-71.41725034
18,MA-021,21,19,<50,Primary,0.002794798,0.0027948004622192074,42.60905578,-71.20474104
19,MA-021,21,16,<50,Primary,0.002260071,0.0022600729911243056,42.55964044,-70.9448446
20,MA-021,21,12,<50,Primary,0.001605181,0.001605182414165707,42.18647637,-71.14535043
21,MA-021,21,0,<50,Primary,0.005648677,0.005648681976488822,42.35170427,-71.07717596
22,MA-021,21,0,<50,Primary,0.000297404,0.00029740426201315485,42.35386118,-71.06993122
23,MA-021,21,20,<50,Primary,0.001991707,0.001991708754695413,42.07787459,-70.96676733
24,MA-021,21,5,<50,Primary,0.000653889,0.0006538895760767165,42.35635691,-71.1822087
25,MA-021,21,57,51-150,Primary,0.000475646,0.0004756464190444952,41.61678456,-70.56772206
26,MA-021,21,62,51-150,Primary,0.000624849,0.000624849550492454,41.71246484,-70.23067692
27,MA-021,21,40,<50,Primary,0.00217095,0.0021709519126086353,41.77048621,-71.09835991
28,MA-021,21,49,<50,Primary,0.002764757,0.0027647594357530633,41.70319953,-71.46661189
29,MA-021,21,42,<50,Primary,0.001665263,0.0016652644670979955,41.8087759,-71.42421299
30,MA-021,21,39,<50,Primary,0.00145698,0.0014569812836005111,42.84900883,-71.43806364
31,MA-021,21,49,<50,Primary,0.000386525,0.000386525340528825,42.99436347,-71.4652
32,MA-021,21,83,51-150,Primary,0.00074301,0.0007430106545923867,43.48417588,-71.60856181
33,MA-021,21,65,51-150,Primary,0.000267363,0.00026736323554701056,43.2209,-71.55933
34,MA-021,21,70,51-150,Primary,0.000178242,0.00017824215703134036,42.93445679,-72.20745802
35,MA-021,21,153,151-300,Secondary,0.000119162,0.0001191621049818145,44.5527,-71.45347544
37,MA-021,21,107,51-150,Secondary,0.000297404,0.00029740426201315485,43.68600566,-72.16861698
38,MA-021,21,62,51-150,Primary,0.001635222,0.0016352234406318512,43.24875168,-71.02708603
39,MA-021,21,61,51-150,Primary,0.000148201,0.00014820113056519604,43.18603846,-70.71189487
40,MA-021,21,98,51-150,Primary,0.001159576,0.0011595770215873562,43.70327886,-70.459
41,MA-021,21,99,51-150,Primary,0.000803091,0.0008030917075237944,43.65348226,-70.26322312
42,MA-021,21,137,51-150,Secondary,0.000297404,0.00029740426201315485,44.27333841,-70.36711325
43,MA-021,21,148,51-150,Secondary,0.000208283,0.00020828318349748467,44.28428242,-69.79427473
44,MA-021,21,217,151-300,Secondary,0.000386525,0.000386525340528825,45.02228895,-68.79468837
46,MA-021,21,218,151-300,Secondary,0.000148201,0.00014820113056519604,44.59146195,-68.03332566
47,MA-021,21,335,301-600,Tertiary,0.000148201,0.00014820113056519604,46.72181325,-68.11694217
48,MA-021,21,159,151-300,Secondary,0.000208283,0.00020828318349748467,44.15387451,-69.11161961
49,MA-021,21,178,151-300,Secondary,0.000267363,0.00026736323554701056,44.70606,-69.65431842
50,MA-021,21,119,51-150,Secondary,0.000119162,0.0001191621049818145,43.7951267,-72.35990682
51,MA-021,21,99,51-150,Primary,0.000119162,0.0001191621049818145,43.28894746,-72.55720508
52,MA-021,21,116,51-150,Secondary,8.91e-05,8.910007849716916e-05,43.06891636,-73.12794727
53,MA-021,21,94,51-150,Primary,8.91e-05,8.910007849716916e-05,42.94292113,-72.7295507
54,MA-021,21,183,151-300,Secondary,0.000624849,0.000624849550492454,44.54390303,-73.10620947
56,MA-021,21,154,151-300,Secondary,0.000327445,0.00032744528847929914,44.3038876,-72.57091405
57,MA-021,21,137,51-150,Secondary,0.000356484,0.0003564843140626807,43.69014437,-73.07828411
60,NJ-070,70,96,51-150,Primary,0.002349193,0.0023491950696408566,41.9682,-73.4412
61,NJ-070,70,83,51-150,Primary,0.000773051,0.000773051681058531,41.5522,-73.0443
62,MA-021,21,78,51-150,Primary,0.000624849,0.000624849550492454,41.6929,-72.3122
63,MA-021,21,73,51-150,Primary,0.001337818,0.0013378191786186963,41.6163,-72.0827
64,MA-021,21,97,51-150,Primary,0.002319152,0.0023191540431747124,41.3877,-72.4336
65,NJ-070,70,70,51-150,Primary,0.001011374,0.0010113748910212791,40.75607573,-72.78328693
66,NJ-070,70,60,51-150,Primary,0.000951293,0.0009512938380898713,41.1777,-73.1933
67,NJ-070,70,83,51-150,Primary,0.000862172,0.0008621727595742013,41.5522,-73.0443
68,NJ-070,70,44,<50,Primary,0.001813464,0.0018134655976631917,41.0788,-73.4713
69,NJ-070,70,42,<50,Primary,0.000356484,0.0003564843140626807,41.1003,-73.549
70,NJ-070,70,0,<50,Primary,0.008117031,0.008117038151110612,40.6674,-74.1146
71,NJ-070,70,5,<50,Primary,0.001962667,0.0019626687291111502,40.7339,-74.1617
72,NJ-070,70,8,<50,Primary,0.001337818,0.0013378191786186963,40.6965,-74.267
73,NJ-070,70,5,<50,Primary,0.000921252,0.0009212528116237271,40.7148,-74.0371
74,NJ-070,70,27,<50,Primary,0.001218656,0.001218657073636882,41.0592,-74.1322
75,NJ-070,70,17,<50,Primary,0.000951293,0.0009512938380898713,40.9125,-74.1653
76,NJ-070,70,16,<50,Primary,0.002021748,0.002021749781161557,40.887,-74.0391
77,NJ-070,70,26,<50,Primary,0.002260071,0.0022600729911243056,40.3038,-73.9858
78,NJ-070,70,33,<50,Primary,0.001100496,0.0011004969695378303,40.672,-74.7507
79,NJ-070,70,42,<50,Primary,0.00071397,0.0007139706290081242,40.06206193,-74.22597178
80,NJ-070,70,96,51-150,Primary,0.004043495,0.004043498562322234,39.36192889,-74.75292026
81,NJ-070,70,72,51-150,Primary,0.00071397,0.0007139706290081242,39.93994576,-75.10335695
82,NJ-070,70,116,51-150,Primary,0.000653889,0.0006538895760767165,39.0817,-74.8214
83,NJ-070,70,95,51-150,Primary,0.00151606,0.0015160613356500368,39.47426061,-75.01237929
84,NJ-070,70,94,51-150,Primary,0.000416566,0.00041656636699496935,39.3365,-74.4828
85,NJ-070,70,56,51-150,Primary,0.000921252,0.0009212528116237271,39.89411341,-74.45477726
86,NJ-070,70,44,<50,Primary,0.000981334,0.0009813348645560157,40.22932944,-74.72748806
87,NJ-070,70,44,<50,Primary,0.001605181,0.001605182414165707,40.03073867,-74.191903
88,NJ-070,70,23,<50,Primary,0.003626929,0.0036269321953272646,40.53162924,-74.5131388
89,NJ-070,70,21,<50,Primary,0.000267363,0.00026736323554701056,40.48942037,-74.44261806
100,NJ-070,70,9,<50,Primary,0.00663001,0.006630015841043957,40.74525552,-73.98520233
101,NJ-070,70,9,<50,Primary,0.000297404,0.00029740426201315485,40.74727355,-73.9830577
103,NJ-070,70,4,<50,Primary,0.003359566,0.003359568959780254,40.60260336,-74.1228694
104,NJ-070,70,17,<50,Primary,0.006214445,0.006214450474930869,40.84227184,-73.88505434
105,NJ-070,70,35,<50,Primary,0.002051788,0.002051789807626821,41.11518994,-73.78099939
107,NJ-070,70,23,<50,Primary,0.000445606,0.00044560639257923185,40.94393272,-73.86919228
108,NJ-070,70,25,<50,Primary,0.000505687,0.0005056874455106396,40.93233725,-73.78483333
109,NJ-070,70,38,<50,Primary,0.002110869,0.0021108708596772273,41.211135,-74.11537659
110,NJ-070,70,24,<50,Primary,0.000445606,0.00044560639257923185,40.74237028,-73.67615728
111,NJ-070,70,11,<50,Primary,0.00151606,0.0015160613356500368,40.7491698,-73.94105235
112,NJ-070,70,8,<50,Primary,0.008890082,0.008890089832169143,40.66649174,-73.95393848
113,NJ-070,70,14,<50,Primary,0.002764757,0.0027647594357530633,40.74291633,-73.86860143
114,NJ-070,70,16,<50,Primary,0.002497394,0.0024973962002060525,40.69842097,-73.81199682
115,NJ-070,70,26,<50,Primary,0.002646597,0.0026465993316540115,40.72620155,-73.62281814
116,NJ-070,70,16,<50,Primary,0.000327445,0.00032744528847929914,40.60472791,-73.81473256
117,NJ-070,70,43,<50,Primary,0.00517303,0.0051730345574434455,40.78807368,-73.30625937
118,NJ-070,70,31,<50,Primary,0.000267363,0.00026736323554701056,40.75869444,-73.53503889
