FC ID,FC Target Max
AZ-852,366.82348212160224
CA-900,824.9809297734561
CA-945,382.72462208887003
CO-802,506.88315338001166
FL-331,537.5995931847775
GA-303,751.4160626571226
IL-606,1037.4635831958474
MA-021,438.7364355655825
MI-481,754.4187317390915
NC-275,520.0925113367523
NJ-070,1590.121189160786
TX-750,460.5607804486308
TX-770,416.3771239640573
UT-841,171.58246081700534
WA-980,298.6924626549239
