FC ID,FC Target Max,FC Target Mean
GA-303,3870.4160647183835,2604.0145352081336
NY-134,3967.85017878686,2669.5681720825464
TX-799,1347.973085792887,906.9158069261589
UT-841,2997.7994805723156,2016.91841148807
